District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
PRAKASAM,ANDHRA PRADESH,2016,728978,426113,392898,661586,20061074,55452,24259.38,333.59,48804.96,137.0,256.97,392898.0,362194.0,200304.0,439732.0,135398.0,220467.0,1.6282884533006396,0.243233614,1133.039287860577,11254.59485,47554970,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2017,736968,465041,404001,672809,23509724,80420,32000.34,3191.85,62360.53,142.93,234.12,404001.0,372723.0,193676.0,457204.0,168845.00496,231670.0,1.3720867848882086,0.238409278,1242.9070763221157,12058.0451,61289408,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2018,748787,489812,434135,720788,30003008,113384,56634.31,1607.9,99428.5,196.57,316.93,434135.0,399603.0,202475.0,494999.0,197268.00255,324416.00513,1.644544482310418,0.334379291,1213.1338641826924,11814.39025,68958295,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2019,762377,502504,422306,695279,19510266,38606,38477.65,2397.53,48812.14,197.81,229.14,422306.0,387503.0,197037.0,476044.0,178737.0,368885.0,2.0638424053217856,0.35892342,1168.2599158653843,9316.44364,45244474,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2020,806036,540737,484510,832738,26806826,77480,60128.64,193.21,118318.17,223.53,377.1,484510.0,448644.0,244765.0,564129.0,202603.00808,344336.0,1.699560155908619,0.340229277,1124.9688251201924,6339.521902,34699467,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2021,821188,567314,465062,793584,22242812,31731,45137.6,54.67,76259.88,204.75,252.38,465062.0,429544.0,231155.0,540965.0,170407.0,320538.0,1.8810142775824936,0.3664342,1514.5420673076924,10669.94198,57316022,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2022,433954,375758,323070,572703,16617627,9705,32285.77,220.99,59541.94,194.49,254.09,323070.0,309431.0,155281.0,401539.0,85691.0,106322.0,1.24076040657712,0.345181275,1260.4771634615386,9475.762306,59974732,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2023,435507,343758,308914,541694,15513340,15259,34584.79,35.21,52037.07,223.07,277.67,308914.0,293470.0,142215.0,383405.0,85691.0,106322.0,1.24076040657712,0.389516051,1253.4711538461538,12998.52742,67236728,0.063,0.027,2732866.0,17357.37
PRAKASAM,ANDHRA PRADESH,2024,443443,342597,296059,507476,12974132,10407,27329.74,9.72,40268.93,210.98,266.43,296059.0,277966.0,135262.0,356672.0,85691.0,106322.0,1.24076040657712,0.543624134,1257.8919020432693,25911.77387,116066479,0.063,0.027,2732866.0,17357.37
PRATAPGARH,RAJASTHAN,2014,170901,85139,76401,117618,3644889,5019,3356.28,199.92,4518.05,100.38,122.33,76401.0,68246.0,5580.0,16752.0,2391.0,5523.84,2.310263488080301,0.077916187,987.912286931818,11243.2813,18579314,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2015,173480,100668,88649,142148,4867647,8379,4729.94,280.97,6174.44,112.08,134.96,88649.0,82373.0,6874.0,20391.0,1887.0,3839.52,2.0347217806041336,0.094310197,992.537286931818,11729.71154,20030467,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2016,174604,106654,96346,151464,5277275,6414,5947.87,709.47,10078.67,116.28,157.97,96346.0,88910.0,8125.0,25800.0,1945.0,5106.0,2.625192802056555,0.13023566,1022.3167613636364,11026.24843,18863349,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2017,180544,113485,99477,157546,4737589,635,6186.87,199.38,8126.47,134.13,158.61,99477.0,90740.0,8192.0,26453.0,2079.0,5513.0,2.651755651755652,0.369765083,1023.931640625,10154.48816,15913928,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2018,194826,134587,118369,196607,6465646,6368,9048.72,157.32,11145.46,145.56,163.17,118369.0,109242.0,10195.0,35124.0,1935.0,5045.0,2.607235142118863,0.387949676,893.7800071022727,12302.76049,21218949,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2019,201773,144576,128110,211408,7442390,15025,11519.33,335.01,13730.25,151.77,166.48,128110.0,117668.0,11604.0,39780.0,1980.0,2896.0,1.4626262626262627,0.40873331,1440.6959339488635,11330.32094,20872585,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2020,225115,177754,165116,276025,10300310,14011,17454.64,190.35,20278.11,170.67,188.59,165116.0,148571.0,15082.0,55419.0,1578.0,3593.0,2.276932826362484,0.376206789,1310.8264382102273,10753.75882,20475679,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2021,246405,188008,178120,294875,11230243,15282,19533.03,441.48,23697.37,179.84,198.03,178120.0,158176.0,15010.0,56727.0,1589.0,3270.29,2.058080553807426,0.407882687,1114.8013139204545,13921.92979,29612503,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2022,232856,191381,180616,294666,10443087,8126,19868.12,585.33,28145.82,194.52,226.65,180616.0,160053.0,15205.0,58356.0,1558.0,1951.88,1.252811296534018,0.390612027,1300.996004971591,12194.07311,26431315,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2023,222453,191908,184882,293809,11422744,6551,22321.07,448.05,29242.12,203.04,207.09,184882.0,159648.0,15499.0,59628.0,1558.0,1951.88,1.252811296534018,0.391718462,952.2389026988636,7654.377165,18149851,0.21450000000000002,0.113,1914970.0,4044.725
PRATAPGARH,RAJASTHAN,2024,243172,193799,188041,290368,12293502,32447,25168.32,869.67,33377.38,209.49,308.68,188041.0,158829.0,15336.0,60573.0,1558.0,1951.88,1.252811296534018,0.346331399,1295.6645951704545,14244.64337,35343761,0.21450000000000002,0.113,1914970.0,4044.725
PUDUKKOTTAI,TAMIL NADU,2014,278092,180708,179067,212894,8315205,6267,10426.48,785.8,12902.42,139.53,159.61,179067.0,181662.0,42612.0,170216.0,72350.0,821978.0,11.361133379405668,0.296756293,32.987091064453125,10213.04561,22931403,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2015,282254,216361,214638,259797,15059797,38294,19976.11,1112.88,27359.02,153.06,193.18,214638.0,218373.0,49712.0,209999.0,78070.0,731647.0,9.371679262200589,0.320954989,90.22916666666669,9309.293005,27784929,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2016,273635,237318,236142,279273,19313302,88498,22758.7,3050.64,30418.09,169.46,192.91,236142.0,236890.0,50969.0,228213.0,76226.0,384447.0,5.043515335974602,0.331357813,24.69823201497396,14226.57983,41893138,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2017,279875,231196,230261,260862,12136922,5359,21278.71,9942.29,35063.01,177.89,207.47,230261.0,225203.0,46762.0,214021.0,90633.0,429739.0,4.7415290236448095,0.335020079,134.90155029296875,13882.29205,30208157,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2018,288557,239037,235266,264284,13751307,28807,24152.04,288.65,29677.67,184.94,222.57,235266.0,229897.0,46235.0,217967.0,79004.0,451267.0,5.711951293605387,0.316817876,105.83034261067708,18873.28792,8594062,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2019,299456,233841,228646,254512,9595245,1997,18107.5,1272.93,24525.75,189.48,240.55,228646.0,222974.0,50231.0,204277.0,92017.0,595561.0,6.47229316321984,0.362095555,237.88639322916663,14953.89065,9174859,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2020,321660,272350,268244,310226,15288412,4943,31460.71,86.2,37122.97,210.76,238.69,268244.0,265344.0,60945.0,249278.0,95990.0,320924.0,3.3433065944369207,0.371799887,115.35909016927084,6850.21862,3696773,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2021,332009,283576,278835,322535,16104241,6258,36018.67,759.96,44346.25,228.18,256.6,278835.0,276767.0,62317.0,260215.0,129538.0,549042.0,4.238462844879495,0.348927534,46.88415018717448,11141.872,5446500,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2022,328796,274189,267953,298663,14198632,8333,31569.98,715.22,45419.94,229.62,269.02,267953.0,262244.0,56710.0,241950.0,144535.0,649182.0,4.491521084858339,0.317784224,48.93146769205729,4611.593183,2674043,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2023,337372,284867,280659,314090,19242699,15271,48686.91,1042.75,61064.92,253.11,307.66,280659.0,275696.0,58355.0,255732.0,144535.0,649182.0,4.491521084858339,0.341701947,54.56258646647135,8177.556783,4830707,0.044,0.018,1301991.0,4475.07
PUDUKKOTTAI,TAMIL NADU,2024,332483,272281,263031,287995,12601160,1914,34469.39,19.33,44125.33,274.73,340.26,263031.0,256526.0,52917.0,235075.0,144535.0,649182.0,4.491521084858339,0.411113465,101.75128173828124,9943.975786,6738610,0.044,0.018,1301991.0,4475.07
PUNE,MAHARASHTRA,2014,205945,9339,8412,15041,310866,682,507.38,16.43,869.97,167.82,275.17,8412.0,6446.0,352.0,13848.0,212900.0,13970700.0,65.62094880225457,0.396576121,505.9060546875,15594.09785,184422291,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2015,215279,7065,6530,11233,309069,719,534.11,12.22,840.63,181.94,274.84,6530.0,4737.0,244.0,10506.0,174300.0,12393300.0,71.10327022375215,0.448358063,503.351171875,14813.51703,182316020,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2016,234092,13108,11950,22152,571180,1485,1047.43,23.97,1344.56,192.0,230.11,11950.0,9463.0,1583.0,18605.0,151176.0,9187847.0,60.77583081970683,0.413195513,618.71591796875,16224.63495,189824354,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2017,236761,20555,18376,35022,776565,1319,1489.99,39.84,2114.24,200.78,237.26,18376.0,14747.0,3808.0,28108.0,167140.0,13395900.0,80.14778030393681,0.430034524,572.15654296875,17822.87619,194904536,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2018,224626,16879,15155,27907,649860,1297,1257.11,54.07,2076.14,203.22,265.99,15155.0,11801.0,3386.0,21973.0,200802.0,13339901.0,66.43310823597375,0.415892272,371.8681884765625,18347.56476,246546130,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2019,233590,14047,12524,23527,532351,992,1082.84,67.11,1543.79,207.74,259.88,12524.0,10111.0,2869.0,18868.0,171909.0,11495025.0,66.86691796241034,0.426913086,755.29775390625,18102.20512,240512909,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2020,290613,22141,19618,37018,747808,1539,1705.11,32.63,2667.13,237.37,348.47,19618.0,15450.0,2445.0,29750.0,181211.51,13489735.3,74.44193417956728,0.377165346,581.915234375,8805.835083,107135103,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2021,341818,28076,24618,45945,794623,1436,1826.5,72.57,2650.39,248.17,335.41,24618.0,19457.0,3657.0,37660.0,217054.25,17306878.13,79.73526493952548,0.39906182,619.096923828125,15124.18471,184624229,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2022,355645,30127,25821,45692,731055,915,1763.94,141.96,2513.44,255.25,309.86,25821.0,19248.0,3942.0,36832.0,218810.61,17013679.76,77.75527777195083,0.363499365,588.41572265625,15904.17477,241289718,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2023,372387,23408,20676,35134,654682,1009,1666.27,101.29,2941.92,272.72,361.36,20676.0,13702.0,2337.0,28152.0,218810.61,17013679.76,77.75527777195083,0.43567059,688.962353515625,17476.31931,263200615,0.021,0.012,3678226.0,14826.8
PUNE,MAHARASHTRA,2024,384633,28532,26182,44774,937418,1445,2538.61,111.4,3324.82,296.44,395.39,26182.0,18399.0,2363.0,35642.0,218810.61,17013679.76,77.75527777195083,0.452434279,822.3119140625,20714.55909,281200508,0.021,0.012,3678226.0,14826.8
PURI,ODISHA,2014,226968,34388,26316,37768,579791,446,592.78,149.03,1743.08,163.94,286.62,26316.0,11141.0,6124.0,31373.0,131064.0,280425.3,2.139605841420985,0.206560807,1047.50244140625,7318.70749,26731221,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2015,232732,53434,45979,73313,1326579,810,1694.27,336.52,2975.83,176.3,215.7,45979.0,25204.0,12195.0,60702.0,132010.0,275521.0,2.087122187713052,0.253761801,793.54482421875,7480.154225,33162000,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2016,226091,68960,58894,103084,1814669,266,2788.31,614.61,4369.09,173.97,184.36,58894.0,37364.0,16670.0,85869.0,107740.0,293090.0,2.7203452756636346,0.248101835,1052.38115234375,8492.242584,37342611,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2017,233689,67067,59554,102651,1561142,205,2623.76,335.81,3943.14,175.96,230.72,59554.0,37746.0,18971.0,83055.0,101700.0,171660.0,1.687905604719764,0.230284019,893.09560546875,7859.940555,32525457,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2018,238843,68349,60818,102295,1667535,211,2951.59,111.99,4152.74,181.88,239.53,60818.0,38119.0,17820.0,84012.0,120165.0,275995.1,2.296801065202014,0.264423185,690.65048828125,11612.52734,44567426,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2019,251733,60483,55768,96136,2179196,2732,3850.1,53.12,5446.56,187.82,256.31,55768.0,37316.0,15112.0,80573.0,117682.0,290709.6,2.470297921517309,0.315607976,899.859375,10333.17974,50346940,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2020,282764,97049,87884,161152,3022976,751,6099.67,208.72,8259.19,206.89,269.36,87884.0,67762.0,22544.0,138071.0,139546.0,345445.6,2.4754962521319133,0.325495741,1231.01162109375,7012.410868,31095359,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2021,285650,79825,74325,135072,2548446,1956,5355.89,90.01,8953.25,214.88,325.93,74325.0,56630.0,19125.0,115432.0,135167.0,235437.6,1.7418275170714743,0.297299379,1295.04130859375,7463.967972,31243303,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2022,188356,64452,57332,99996,1855359,1452,3947.14,50.45,5429.6,221.66,287.18,57332.0,41402.0,13365.0,86266.0,121590.0,296240.0,2.436384571099597,0.299857019,728.8568359375,9645.032523,47540147,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2023,194233,76295,72283,122794,2531529,1810,5894.13,134.23,7205.94,236.98,262.37,72283.0,53281.0,18554.0,103732.0,121590.0,296240.0,2.436384571099597,0.3272296,870.640234375,14067.54308,64665557,0.046,0.013,1433800.0,3391.09
PURI,ODISHA,2024,228729,52981,49503,77940,1632346,576,3937.67,115.77,5381.83,253.73,298.22,49503.0,34008.0,11828.0,65792.0,121590.0,296240.0,2.436384571099597,0.356654506,997.961328125,17068.611,56610122,0.046,0.013,1433800.0,3391.09
PURNIA,BIHAR,2014,433998,48178,28332,30722,612252,153,593.36,981.81,3458.01,164.75,463.91,28332.0,11539.0,5389.0,24478.0,85644.0,232338.0,2.712834524309934,0.115249731,0.0,7768.397745,42432070,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2015,424314,73784,60836,67924,2448662,1187,3336.22,436.59,5119.73,176.94,219.33,60836.0,31729.0,13612.0,51976.0,86206.0,168949.0,1.959828782219335,0.115903946,0.0,8061.881885,47761706,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2016,502827,104784,83152,93530,2413659,71,3447.85,982.96,6484.03,176.97,225.22,83152.0,45455.0,18537.0,71696.0,121095.0,278487.0,2.2997398736529173,0.135336663,0.0,8480.719707,56210726,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2017,535547,102021,86911,97015,2635669,304,4237.56,791.52,8634.13,176.95,262.26,86911.0,51373.0,15642.0,78147.0,111138.0,219940.0,1.9789810865770483,0.139348345,0.0,9013.444336,55449733,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2018,576396,135407,117169,130314,4729970,860,8160.73,432.57,13097.45,176.96,250.73,117169.0,72992.0,16358.0,110267.0,103512.0,240573.0,2.3241073498724787,0.153780152,0.0,9819.581096,63064999,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2019,610102,141392,119481,129332,4546633,513,7937.43,277.69,11505.65,176.97,198.1,119481.0,79485.0,12496.0,113723.0,104461.0,184812.0,1.769196159332191,0.220465473,0.0,13253.87944,82797152,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2020,671477,179321,153113,167410,6615335,901,12666.77,283.73,20210.33,193.92,246.71,153113.0,97628.0,14878.0,149125.0,49200.0,79513.0,1.616117886178862,0.257698288,0.0,8456.589929,58641738,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2021,662457,191831,166679,187182,6380454,866,11908.94,331.61,22098.93,197.97,202.7,166679.0,107699.0,16507.0,166490.0,48534.0,92592.0,1.9077759920880208,0.287647454,0.0,7064.326365,52235795,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2022,519557,177702,156501,180809,6345486,1216,12944.57,797.79,20992.83,209.95,258.08,156501.0,105228.0,21661.0,153886.0,57576.0,126071.0,2.189644990968459,0.317314385,0.0,5987.371338,51130773,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2023,487458,156619,145602,171060,6867232,806,15164.87,376.79,24918.72,227.64,321.02,145602.0,99506.0,22166.0,144685.0,57576.0,126071.0,2.189644990968459,0.312241999,0.0,4509.161018,38861086,0.345,0.262,2921614.0,3100.82
PURNIA,BIHAR,2024,620764,168039,156801,180612,7942092,2279,18424.99,462.91,26059.61,239.45,334.44,156801.0,106517.0,22299.0,154282.0,57576.0,126071.0,2.189644990968459,0.321058665,0.0,4855.114608,24965161,0.345,0.262,2921614.0,3100.82
RAICHUR,KARNATAKA,2014,256790,75955,56959,191414,2874971,2239,4617.03,959.74,7866.1,187.02,230.45,56959.0,97088.0,36917.0,114646.0,305439.0,847380.0,2.77430190643631,0.198353741,327.308056640625,7795.043559,28758428,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2015,291757,110499,81953,259794,4623047,9398,8058.6,721.77,12014.06,196.24,259.55,81953.0,130965.0,47536.0,155040.0,194028.0025,489467.00299,2.5226616606023144,0.241392478,574.491064453125,9176.748474,28769414,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2016,170514,134969,112094,331863,6933502,20694,14164.47,1003.78,19999.92,210.35,271.38,112094.0,167335.0,57426.0,201002.0,262949.0,734360.0,2.7927849126636723,0.267598436,461.9896484375,11697.95842,38177889,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2017,195448,130001,116362,264606,5831457,2093,12753.25,301.14,17194.71,224.19,289.41,116362.0,132372.0,44905.0,163327.0,237495.0,561768.0,2.365388745026211,0.341175781,458.115869140625,16897.05004,41978561,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2018,245283,170911,161017,328253,11027341,41237,21980.91,207.05,29623.56,231.04,278.5,149118.0,160640.0,52368.0,197300.0,401955.0,766880.0,1.9078752596683708,0.370316774,494.438720703125,22541.5679,45349562,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2019,274836,193866,181875,368604,11104818,25865,24910.76,3236.19,38107.26,226.58,266.21,181875.0,188909.0,59832.0,231272.0,367263.0,849180.0,2.3121850009393814,0.363742321,400.0230224609375,15947.22519,49794711,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2020,317976,224857,214112,444113,12094229,27836,29557.26,262.38,45982.29,248.48,319.06,214112.0,225416.0,74777.0,276203.0,499639.0,1797784.00743,3.598165890633037,0.333582933,580.33388671875,9954.609381,31829467,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2021,345210,256854,246798,505783,13525152,22443,34363.41,357.85,47517.88,258.13,293.08,246798.0,256041.0,86205.0,311025.0,655604.0064600001,1688313.00517,2.5752023912822257,0.322950705,962.4669921875,10874.75145,31548623,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2022,347255,255107,242253,483189,11217181,1587,29878.94,551.05,47703.99,270.76,354.93,242253.0,247040.0,89976.0,278919.0,366127.0,1136042.0,3.102863214130616,0.334800477,688.07060546875,14225.609,59212297,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2023,355499,247240,237772,476090,12371203,3923,32809.3,475.21,50219.12,268.27,331.36,237772.0,243455.0,87133.0,279992.0,366127.0,1136042.0,3.102863214130616,0.357852215,667.548681640625,12443.25409,75623919,0.144,0.09,1438464.0,8329.59
RAICHUR,KARNATAKA,2024,367885,256278,245573,482868,12115591,3492,33194.66,337.73,44436.43,279.19,357.61,245571.0,248971.0,88784.0,281459.0,366127.0,1136042.0,3.102863214130616,0.403410165,636.440869140625,13937.94159,60323754,0.144,0.09,1438464.0,8329.59
RAIGARH,CHHATTISGARH,2014,242193,77577,58531,95533,1538899,980,2396.01,1209.1,5568.54,157.0,196.71,58531.0,38196.0,12397.0,41223.0,230799.0,370485.0,1.605227925597598,0.248985827,764.939697265625,9298.263933,162749241,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2015,208262,133004,81258,141848,2658568,3107,2390.52,6.02,3229.67,159.0,171.81,81258.0,59063.0,21891.0,57874.0,231471.0,254458.0,1.0993083366814849,0.296204508,868.69580078125,10330.30013,116981102,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2016,204013,114766,71691,124471,2309128,2978,3521.59,1782.42,7841.7,166.98,254.23,71691.0,52929.0,18047.0,53048.0,245888.0,562652.0,2.288245054659032,0.285999061,1011.2009765625,11555.60207,115890823,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2017,220595,124626,99213,167460,3965433,6200,6193.45,274.35,11236.87,171.99,268.1,99213.0,73390.0,25953.0,76546.0,229800.0,409397.0,1.7815361183637946,0.276444077,976.5859375,14704.28153,128522009,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2018,227861,116381,98366,169566,4332427,5566,7021.11,528.71,10406.71,174.04,230.76,98366.0,74734.0,30746.0,74287.0,243428.0,399201.0,1.639914060831129,0.32617464,682.9458984375,17364.39171,167552297,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2019,238169,143810,88657,149263,3583257,5580,6094.84,566.44,9824.27,176.01,229.17,88657.0,66535.0,22376.0,67376.0,246659.0,518974.0,2.104014043679736,0.358075056,967.5458984375,16959.55579,161253763,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2020,253938,180603,135148,242640,5395939,12771,9848.76,238.08,15453.23,189.99,255.61,135148.0,113839.0,37512.0,114849.0,241419.0,454504.0,1.8826355837775817,0.371855331,1069.24208984375,8523.30141,64764289,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2021,244676,160202,132905,242585,8056412,30323,13290.03,390.67,20028.42,177.54,212.8,132905.0,116928.0,36709.0,114117.0,240664.0,394148.0,1.6377522188611509,0.346217881,805.463330078125,8210.579911,92335506,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2022,232008,154339,119188,209485,6129807,17475,10378.17,969.5,19376.52,178.29,242.01,119188.0,102187.0,30108.0,100210.0,165843.0,441865.0,2.664357253547029,0.34556263,867.93671875,12128.05418,140867301,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2023,139651,76049,65663,109631,3363914,10263,6450.41,407.83,11423.03,195.3,287.33,65663.0,54527.0,10225.0,47868.0,165843.0,441865.0,2.664357253547029,0.346948608,803.777734375,15540.26829,151948912,0.134,0.08,1455843.5,6926.0
RAIGARH,CHHATTISGARH,2024,152673,91826,81515,131722,4848732,14113,10282.72,108.72,14993.16,215.6,282.79,81515.0,65720.0,11523.0,59422.0,165843.0,441865.0,2.664357253547029,0.375789526,903.62568359375,26973.07199,190851064,0.134,0.08,1455843.5,6926.0
RAIPUR,CHHATTISGARH,2014,142853,87243,76716,147093,2539739,2024,3757.29,648.75,5596.85,149.44,160.96,76716.0,78520.0,27360.0,112940.0,186666.0,377350.0,2.0215250768752746,0.30327657,1090.804443359375,11512.03786,71943542,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2015,142601,97355,79186,150127,2832978,3984,1948.03,22.29,2732.82,150.84,158.66,79186.0,80436.0,28113.0,115023.0,166282.0,265197.0,1.5948629436739996,0.342732068,880.2017211914062,8980.341495,54166109,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2016,186792,123735,104180,201527,3886579,4691,4753.48,2319.13,8285.9,150.15,179.46,104180.0,106718.0,42242.0,148195.0,180070.0,581488.0,3.2292330760259897,0.339434274,1442.7735595703125,10774.49353,68791377,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2017,192963,127692,108605,207612,5249891,11577,6033.94,195.69,9217.91,156.68,209.58,108605.0,110316.0,44178.0,152055.0,162978.0,330326.0,2.0268134349421394,0.329068044,761.4472045898438,13120.43883,72854305,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2018,193194,138772,120542,232816,6322492,17365,9368.53,302.66,12939.38,156.79,202.23,120542.0,123178.0,49334.0,170561.0,168363.0,381221.0,2.2642801565664663,0.35596611,978.6322021484376,11709.35794,93514472,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2019,194724,140990,119076,220857,5988768,13128,9055.91,522.22,13937.1,155.5,204.97,119076.0,118902.0,45945.0,162752.0,173184.0,512190.0,2.957490299334812,0.368810719,1254.21142578125,15335.17711,103829827,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2020,228010,182368,164943,343213,9356216,28005,14603.36,250.33,19787.34,167.3,206.6,164943.0,176792.0,71667.0,253641.0,172204.0,510705.0,2.9656976609138,0.385390682,1205.47509765625,8034.246651,60791948,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2021,229582,167807,152486,303062,8077871,21783,12372.45,1007.59,18963.24,169.15,196.49,152486.0,162398.0,63391.0,223620.0,173265.0,510001.0,2.9434738695062475,0.365357968,1155.3828125,11371.98513,95632592,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2022,223163,153926,137390,260238,8143159,27241,12584.16,1273.48,19603.8,177.67,214.75,137390.0,145980.0,52926.0,193690.0,174635.0,604889.0,3.4637329286798177,0.345617725,1062.19140625,16240.37033,128538721,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2023,158834,116897,101601,176809,5728452,17163,10488.18,1827.7,18545.18,187.24,260.37,101601.0,106188.0,30327.0,138483.0,174635.0,604889.0,3.4637329286798177,0.362329932,947.648193359375,13736.42832,117289882,0.095,0.036,2580583.0,11878.48
RAIPUR,CHHATTISGARH,2024,152905,121351,104982,181040,6226917,18782,12916.39,242.81,19265.68,213.75,283.78,104982.0,106770.0,29971.0,143091.0,174635.0,604889.0,3.4637329286798177,0.377511694,1215.9013671875,11922.06427,86581283,0.095,0.036,2580583.0,11878.48
