District,State,Year,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total
DHAR,MADHYA PRADESH,2020,263904.0,336421.0,59761.0,162951.0
DHAR,MADHYA PRADESH,2021,234085.0,279884.0,44315.0,111396.0
DHAR,MADHYA PRADESH,2022,145426.0,117895.0,25330.0,53430.0
DHAR,MADHYA PRADESH,2023,118799.0,83099.0,17877.0,41175.0
DHAR,MADHYA PRADESH,2024,138194.0,94037.0,19844.0,46077.0
DHAR,MADHYA PRADESH,2025,125143.0,84307.0,19153.0,41625.0
DHARASHIV,MAHARASHTRA,2016,28654.0,21694.0,5410.0,46566.0
DHARASHIV,MAHARASHTRA,2017,28771.0,19909.0,7221.0,42357.0
DHARASHIV,MAHARASHTRA,2018,34455.0,24252.0,7743.0,53176.0
DHARASHIV,MAHARASHTRA,2019,26083.0,18641.0,6621.0,39370.0
DHARASHIV,MAHARASHTRA,2020,23343.0,17466.0,4098.0,38677.0
DHARASHIV,MAHARASHTRA,2021,33515.0,24062.0,9621.0,50141.0
DHARASHIV,MAHARASHTRA,2022,35185.0,24369.0,7602.0,53424.0
DHARASHIV,MAHARASHTRA,2023,42395.0,25396.0,5939.0,60272.0
DHARASHIV,MAHARASHTRA,2024,55904.0,35669.0,6373.0,83101.0
DHARASHIV,MAHARASHTRA,2025,54117.0,39053.0,4892.0,86303.0
DHARMAPURI,TAMIL NADU,2014,131970.0,130205.0,20355.0,115753.0
DHARMAPURI,TAMIL NADU,2015,148418.0,146061.0,22890.0,131263.0
DHARMAPURI,TAMIL NADU,2016,162750.0,161433.0,23577.0,145824.0
DHARMAPURI,TAMIL NADU,2017,141072.0,138496.0,20087.0,123439.0
DHARMAPURI,TAMIL NADU,2018,154816.0,152154.0,20183.0,138572.0
DHARMAPURI,TAMIL NADU,2019,144104.0,141428.0,24061.0,122288.0
DHARMAPURI,TAMIL NADU,2020,201836.0,200323.0,32122.0,176858.0
DHARMAPURI,TAMIL NADU,2021,197275.0,195290.0,30504.0,174032.0
DHARMAPURI,TAMIL NADU,2022,193188.0,191361.0,28613.0,171749.0
DHARMAPURI,TAMIL NADU,2023,227527.0,224803.0,32581.0,205762.0
DHARMAPURI,TAMIL NADU,2024,210821.0,207211.0,29387.0,189029.0
DHARMAPURI,TAMIL NADU,2025,192010.0,188610.0,26440.0,171150.0
DHEMAJI,ASSAM,2014,10446.0,7050.0,334.0,10571.0
DHEMAJI,ASSAM,2015,59455.0,47704.0,4042.0,57729.0
DHEMAJI,ASSAM,2016,71983.0,59622.0,3851.0,65319.0
DHEMAJI,ASSAM,2017,54314.0,47851.0,3591.0,49486.0
DHEMAJI,ASSAM,2018,64618.0,62491.0,3886.0,54189.0
DHEMAJI,ASSAM,2019,76288.0,75141.0,4405.0,71620.0
DHEMAJI,ASSAM,2020,100807.0,102321.0,7399.0,96676.0
DHEMAJI,ASSAM,2021,114843.0,121400.0,8662.0,101899.0
DHEMAJI,ASSAM,2022,63539.0,58979.0,5571.0,55559.0
DHEMAJI,ASSAM,2023,94566.0,89420.0,8000.0,73005.0
DHEMAJI,ASSAM,2024,91677.0,83455.0,7970.0,63404.0
DHEMAJI,ASSAM,2025,53581.0,47923.0,4609.0,41614.0
DHENKANAL,ODISHA,2014,22919.0,12017.0,7301.0,20247.0
DHENKANAL,ODISHA,2015,35451.0,21115.0,12571.0,32089.0
DHENKANAL,ODISHA,2016,40194.0,25698.0,14269.0,38707.0
DHENKANAL,ODISHA,2017,56819.0,41715.0,22083.0,57262.0
DHENKANAL,ODISHA,2018,53494.0,39629.0,17743.0,55955.0
DHENKANAL,ODISHA,2019,63790.0,51651.0,19536.0,76241.0
DHENKANAL,ODISHA,2020,132927.0,111536.0,39584.0,163774.0
DHENKANAL,ODISHA,2021,116041.0,90778.0,31845.0,130931.0
DHENKANAL,ODISHA,2022,104836.0,78337.0,28034.0,115020.0
DHENKANAL,ODISHA,2023,111011.0,82599.0,30843.0,115273.0
DHENKANAL,ODISHA,2024,64786.0,44271.0,14478.0,64040.0
DHENKANAL,ODISHA,2025,73976.0,53301.0,15792.0,78549.0
DHOLPUR,RAJASTHAN,2014,50958.0,29820.0,24090.0,34655.0
DHOLPUR,RAJASTHAN,2015,51241.0,33787.0,25185.0,36017.0
DHOLPUR,RAJASTHAN,2016,56846.0,39944.0,28411.0,41324.0
DHOLPUR,RAJASTHAN,2017,59229.0,43206.0,29276.0,46925.0
DHOLPUR,RAJASTHAN,2018,64894.0,49144.0,38901.0,46453.0
DHOLPUR,RAJASTHAN,2019,75539.0,57316.0,47194.0,54614.0
DHOLPUR,RAJASTHAN,2020,123963.0,85089.0,68818.0,104386.0
DHOLPUR,RAJASTHAN,2021,95530.0,67460.0,47422.0,76273.0
DHOLPUR,RAJASTHAN,2022,80599.0,61041.0,39875.0,61828.0
DHOLPUR,RAJASTHAN,2023,78821.0,60323.0,37035.0,61206.0
DHOLPUR,RAJASTHAN,2024,40713.0,30234.0,19618.0,24956.0
DHOLPUR,RAJASTHAN,2025,38454.0,29595.0,18138.0,24488.0
DHUBRI,ASSAM,2014,27209.0,22012.0,663.0,57291.0
DHUBRI,ASSAM,2015,28729.0,24450.0,772.0,63522.0
DHUBRI,ASSAM,2016,34279.0,35432.0,830.0,89985.0
DHUBRI,ASSAM,2017,72853.0,80517.0,1213.0,197414.0
DHUBRI,ASSAM,2018,62845.0,51730.0,1046.0,127202.0
DHUBRI,ASSAM,2019,85696.0,70750.0,1536.0,169175.0
DHUBRI,ASSAM,2020,148467.0,112813.0,1930.0,245998.0
DHUBRI,ASSAM,2021,144533.0,110739.0,1409.0,235901.0
DHUBRI,ASSAM,2022,91891.0,76756.0,646.0,163147.0
DHUBRI,ASSAM,2023,112115.0,95835.0,1634.0,201454.0
DHUBRI,ASSAM,2024,77528.0,55874.0,979.0,112437.0
DHUBRI,ASSAM,2025,71608.0,56293.0,855.0,106297.0
DHULE,MAHARASHTRA,2014,23116.0,16800.0,3360.0,28728.0
DHULE,MAHARASHTRA,2015,28998.0,20216.0,4174.0,37178.0
DHULE,MAHARASHTRA,2016,38981.0,27953.0,4227.0,48319.0
DHULE,MAHARASHTRA,2017,62282.0,44911.0,7367.0,78597.0
DHULE,MAHARASHTRA,2018,67933.0,51389.0,8723.0,87805.0
DHULE,MAHARASHTRA,2019,48774.0,36203.0,4531.0,56351.0
DHULE,MAHARASHTRA,2020,38951.0,27291.0,3060.0,41948.0
DHULE,MAHARASHTRA,2021,30689.0,20805.0,3209.0,38489.0
DHULE,MAHARASHTRA,2022,41741.0,28468.0,4812.0,46851.0
DHULE,MAHARASHTRA,2023,44928.0,29245.0,4637.0,51722.0
DHULE,MAHARASHTRA,2024,67022.0,48133.0,4937.0,83982.0
DHULE,MAHARASHTRA,2025,90039.0,70639.0,5503.0,107356.0
DIBRUGARH,ASSAM,2014,55558.0,24501.0,2462.0,52672.0
DIBRUGARH,ASSAM,2015,66728.0,32757.0,2857.0,67879.0
DIBRUGARH,ASSAM,2016,59097.0,31439.0,2603.0,61474.0
DIBRUGARH,ASSAM,2017,65148.0,38392.0,2819.0,71856.0
DIBRUGARH,ASSAM,2018,81703.0,51781.0,4105.0,89231.0
DIBRUGARH,ASSAM,2019,81929.0,55425.0,3920.0,93374.0
DIBRUGARH,ASSAM,2020,120875.0,80222.0,5050.0,137667.0
DIBRUGARH,ASSAM,2021,109390.0,82061.0,4636.0,131458.0
DIBRUGARH,ASSAM,2022,68105.0,52789.0,3534.0,82040.0
DIBRUGARH,ASSAM,2023,73510.0,58774.0,3798.0,88041.0
DIBRUGARH,ASSAM,2024,73086.0,58416.0,3329.0,82917.0
DIBRUGARH,ASSAM,2025,48045.0,38582.0,1531.0,55559.0
DIMA HASAO,ASSAM,2014,5789.0,3632.0,108.0,614.0
DIMA HASAO,ASSAM,2015,9541.0,5119.0,165.0,863.0
DIMA HASAO,ASSAM,2016,11270.0,6580.0,277.0,1006.0
DIMA HASAO,ASSAM,2017,17970.0,11254.0,253.0,1467.0
DIMA HASAO,ASSAM,2018,7743.0,3382.0,65.0,542.0
DIMA HASAO,ASSAM,2019,11228.0,6054.0,218.0,991.0
DIMA HASAO,ASSAM,2020,19612.0,10598.0,315.0,1972.0
DIMA HASAO,ASSAM,2021,16151.0,8267.0,194.0,1238.0
DIMA HASAO,ASSAM,2022,9001.0,4939.0,196.0,807.0
DIMA HASAO,ASSAM,2023,8831.0,5013.0,205.0,1050.0
DIMA HASAO,ASSAM,2024,11710.0,7201.0,172.0,820.0
DIMA HASAO,ASSAM,2025,9178.0,5497.0,129.0,557.0
DIMAPUR,NAGALAND,2014,65433.0,33968.0,3799.0,4046.0
DIMAPUR,NAGALAND,2015,69518.0,38333.0,4424.0,4678.0
DIMAPUR,NAGALAND,2016,69471.0,23977.0,3807.0,4141.0
DIMAPUR,NAGALAND,2017,69029.0,20424.0,3669.0,3962.0
DIMAPUR,NAGALAND,2018,65059.0,18099.0,3192.0,3295.0
DIMAPUR,NAGALAND,2019,70652.0,25494.0,0.0,6507.0
DIMAPUR,NAGALAND,2020,70492.0,24686.0,0.0,6438.0
DIMAPUR,NAGALAND,2021,71430.0,40700.0,0.0,8361.0
DIMAPUR,NAGALAND,2022,66399.0,32886.0,0.0,5523.0
DIMAPUR,NAGALAND,2023,62886.0,34733.0,0.0,5869.0
DIMAPUR,NAGALAND,2024,25869.0,14149.0,0.0,1669.0
DIMAPUR,NAGALAND,2025,33449.0,18265.0,0.0,1886.0
DINDIGUL,TAMIL NADU,2014,191667.0,182920.0,57406.0,159227.0
DINDIGUL,TAMIL NADU,2015,204287.0,196182.0,60584.0,171810.0
DINDIGUL,TAMIL NADU,2016,215345.0,207388.0,62898.0,181672.0
DINDIGUL,TAMIL NADU,2017,217692.0,208760.0,62958.0,184935.0
DINDIGUL,TAMIL NADU,2018,212528.0,202628.0,59280.0,182411.0
DINDIGUL,TAMIL NADU,2019,227160.0,215363.0,67051.0,189478.0
DINDIGUL,TAMIL NADU,2020,260185.0,246042.0,76107.0,218500.0
DINDIGUL,TAMIL NADU,2021,265934.0,249790.0,75437.0,224525.0
DINDIGUL,TAMIL NADU,2022,247394.0,231075.0,67633.0,205992.0
DINDIGUL,TAMIL NADU,2023,260624.0,243379.0,68933.0,218010.0
DINDIGUL,TAMIL NADU,2024,222855.0,207191.0,56420.0,185914.0
DINDIGUL,TAMIL NADU,2025,213126.0,198967.0,54518.0,174040.0
DINDORI,MADHYA PRADESH,2014,123680.0,114390.0,7254.0,113348.0
DINDORI,MADHYA PRADESH,2015,129941.0,99293.0,6713.0,98470.0
DINDORI,MADHYA PRADESH,2016,132944.0,108342.0,7560.0,105402.0
DINDORI,MADHYA PRADESH,2017,129840.0,102801.0,7801.0,104445.0
DINDORI,MADHYA PRADESH,2018,145016.0,115252.0,8616.0,114619.0
DINDORI,MADHYA PRADESH,2019,150922.0,124945.0,9615.0,120474.0
DINDORI,MADHYA PRADESH,2020,187733.0,167567.0,13192.0,155648.0
DINDORI,MADHYA PRADESH,2021,181890.0,156239.0,12472.0,141652.0
DINDORI,MADHYA PRADESH,2022,177309.0,147235.0,11450.0,129747.0
DINDORI,MADHYA PRADESH,2023,179496.0,149753.0,11524.0,126845.0
DINDORI,MADHYA PRADESH,2024,172738.0,141800.0,10986.0,116956.0
DINDORI,MADHYA PRADESH,2025,165722.0,135416.0,10238.0,108920.0
DODA,JAMMU AND KASHMIR,2014,1685.0,604.0,250.0,1865.0
DODA,JAMMU AND KASHMIR,2015,53326.0,29797.0,7121.0,66184.0
DODA,JAMMU AND KASHMIR,2016,53979.0,31931.0,7174.0,68252.0
DODA,JAMMU AND KASHMIR,2017,56947.0,35616.0,7488.0,72224.0
DODA,JAMMU AND KASHMIR,2018,51937.0,33501.0,6673.0,66142.0
DODA,JAMMU AND KASHMIR,2019,62033.0,42435.0,7550.0,81395.0
DODA,JAMMU AND KASHMIR,2020,77729.0,57125.0,9757.0,105863.0
DODA,JAMMU AND KASHMIR,2021,83108.0,65326.0,10611.0,115945.0
DODA,JAMMU AND KASHMIR,2022,65898.0,45926.0,8018.0,83979.0
DODA,JAMMU AND KASHMIR,2023,71077.0,56146.0,8769.0,97636.0
DODA,JAMMU AND KASHMIR,2024,73975.0,60288.0,8566.0,103305.0
DODA,JAMMU AND KASHMIR,2025,79974.0,68044.0,9344.0,113378.0
DOHAD,GUJARAT,2014,43031.0,38336.0,827.0,31444.0
DOHAD,GUJARAT,2015,47712.0,43408.0,1084.0,38607.0
DOHAD,GUJARAT,2016,40054.0,36242.0,933.0,22676.0
DOHAD,GUJARAT,2017,61988.0,54836.0,1408.0,36271.0
DOHAD,GUJARAT,2018,86968.0,73908.0,1889.0,55900.0
DOHAD,GUJARAT,2019,125630.0,95920.0,2107.0,74577.0
DOHAD,GUJARAT,2020,211570.0,176687.0,3337.0,129075.0
DOHAD,GUJARAT,2021,195122.0,145119.0,2639.0,107917.0
DOHAD,GUJARAT,2022,200171.0,142321.0,2652.0,97198.0
DOHAD,GUJARAT,2023,210384.0,139522.0,2594.0,93485.0
DOHAD,GUJARAT,2024,155638.0,94519.0,1622.0,64880.0
DOHAD,GUJARAT,2025,87325.0,52732.0,845.0,32716.0
DUMKA,JHARKHAND,2014,66546.0,28626.0,5033.0,41239.0
DUMKA,JHARKHAND,2015,70281.0,33082.0,5292.0,46424.0
DUMKA,JHARKHAND,2016,89117.0,42776.0,6840.0,62461.0
DUMKA,JHARKHAND,2017,73179.0,32673.0,5297.0,54310.0
DUMKA,JHARKHAND,2018,72835.0,33397.0,4576.0,56662.0
DUMKA,JHARKHAND,2019,84860.0,40844.0,4750.0,67228.0
DUMKA,JHARKHAND,2020,125915.0,62699.0,6539.0,99964.0
DUMKA,JHARKHAND,2021,125238.0,64889.0,6570.0,100253.0
DUMKA,JHARKHAND,2022,103387.0,54411.0,5638.0,79700.0
DUMKA,JHARKHAND,2023,108849.0,56405.0,5572.0,81677.0
DUMKA,JHARKHAND,2024,98336.0,50986.0,5105.0,73113.0
DUMKA,JHARKHAND,2025,112203.0,60443.0,6510.0,83414.0
DUNGARPUR,RAJASTHAN,2014,242457.0,242098.0,11423.0,90965.0
DUNGARPUR,RAJASTHAN,2015,249639.0,250294.0,12084.0,96454.0
DUNGARPUR,RAJASTHAN,2016,249305.0,241072.0,11014.0,91039.0
DUNGARPUR,RAJASTHAN,2017,247370.0,231881.0,10522.0,86468.0
DUNGARPUR,RAJASTHAN,2018,271915.0,255191.0,12119.0,101781.0
DUNGARPUR,RAJASTHAN,2019,282417.0,261908.0,12383.0,102159.0
DUNGARPUR,RAJASTHAN,2020,335522.0,314558.0,16106.0,138259.0
DUNGARPUR,RAJASTHAN,2021,341220.0,313965.0,14956.0,133003.0
DUNGARPUR,RAJASTHAN,2022,316792.0,289861.0,12865.0,111637.0
DUNGARPUR,RAJASTHAN,2023,334580.0,299432.0,13654.0,118949.0
DUNGARPUR,RAJASTHAN,2024,332356.0,291838.0,12571.0,108383.0
DUNGARPUR,RAJASTHAN,2025,312151.0,271386.0,10922.0,94161.0
DURG,CHHATTISGARH,2014,54554.0,51089.0,9805.0,68772.0
DURG,CHHATTISGARH,2015,58439.0,54403.0,10093.0,71113.0
DURG,CHHATTISGARH,2016,57158.0,53728.0,10341.0,70244.0
DURG,CHHATTISGARH,2017,65430.0,61939.0,10775.0,80111.0
DURG,CHHATTISGARH,2018,71423.0,68335.0,11323.0,90915.0
DURG,CHHATTISGARH,2019,73955.0,71322.0,12253.0,94225.0
DURG,CHHATTISGARH,2020,93285.0,91933.0,16925.0,126576.0
DURG,CHHATTISGARH,2021,90753.0,89776.0,15407.0,117063.0
DURG,CHHATTISGARH,2022,89392.0,88751.0,14598.0,111849.0
DURG,CHHATTISGARH,2023,90404.0,89610.0,14072.0,110318.0
DURG,CHHATTISGARH,2024,90364.0,87903.0,13869.0,105926.0
DURG,CHHATTISGARH,2025,65581.0,61722.0,9427.0,71032.0
EAST DISTRICT,SIKKIM,2014,12456.0,7216.0,779.0,9948.0
EAST DISTRICT,SIKKIM,2015,17363.0,10101.0,1105.0,13885.0
EAST GARO HILLS,MEGHALAYA,2014,25276.0,12068.0,29.0,441.0
EAST GARO HILLS,MEGHALAYA,2015,27871.0,21296.0,33.0,547.0
EAST GARO HILLS,MEGHALAYA,2016,28083.0,23056.0,37.0,563.0
EAST GARO HILLS,MEGHALAYA,2017,29259.0,28666.0,41.0,773.0
EAST GARO HILLS,MEGHALAYA,2018,27117.0,28038.0,44.0,885.0
EAST GARO HILLS,MEGHALAYA,2019,29232.0,30635.0,49.0,966.0
EAST GARO HILLS,MEGHALAYA,2020,30137.0,31870.0,44.0,1078.0
EAST GARO HILLS,MEGHALAYA,2021,31059.0,33645.0,43.0,1089.0
EAST GARO HILLS,MEGHALAYA,2022,32222.0,36443.0,42.0,1056.0
EAST GARO HILLS,MEGHALAYA,2023,31072.0,30507.0,34.0,784.0
EAST GARO HILLS,MEGHALAYA,2024,31001.0,28262.0,35.0,731.0
EAST GARO HILLS,MEGHALAYA,2025,31934.0,28701.0,32.0,741.0
EAST GODAVARI,ANDHRA PRADESH,2014,318887.0,241054.0,164037.0,228773.0
EAST GODAVARI,ANDHRA PRADESH,2015,345288.0,260882.0,172029.0,246961.0
EAST GODAVARI,ANDHRA PRADESH,2016,393963.0,288201.0,186808.0,294613.0
EAST GODAVARI,ANDHRA PRADESH,2017,391400.0,291453.0,178755.0,295854.0
EAST GODAVARI,ANDHRA PRADESH,2018,416822.0,313674.0,185174.0,328067.0
EAST GODAVARI,ANDHRA PRADESH,2019,399713.0,297049.0,177080.0,306510.0
EAST GODAVARI,ANDHRA PRADESH,2020,427632.0,309449.0,195291.0,334903.0
EAST GODAVARI,ANDHRA PRADESH,2021,415189.0,307155.0,188972.0,325228.0
EAST GODAVARI,ANDHRA PRADESH,2022,102071.0,76230.0,56841.0,86407.0
EAST GODAVARI,ANDHRA PRADESH,2023,100528.0,74272.0,54236.0,80590.0
EAST GODAVARI,ANDHRA PRADESH,2024,100505.0,72141.0,50541.0,80443.0
EAST GODAVARI,ANDHRA PRADESH,2025,85788.0,60493.0,40523.0,69005.0
EAST JAINTIA HILLS,MEGHALAYA,2014,13567.0,10546.0,0.0,41.0
EAST JAINTIA HILLS,MEGHALAYA,2015,15757.0,11667.0,0.0,23.0
EAST JAINTIA HILLS,MEGHALAYA,2016,20466.0,15464.0,0.0,32.0
EAST JAINTIA HILLS,MEGHALAYA,2017,18111.0,13681.0,0.0,37.0
EAST JAINTIA HILLS,MEGHALAYA,2018,20344.0,14917.0,1.0,40.0
EAST JAINTIA HILLS,MEGHALAYA,2019,23409.0,17401.0,2.0,46.0
EAST JAINTIA HILLS,MEGHALAYA,2020,26114.0,19509.0,1.0,60.0
EAST JAINTIA HILLS,MEGHALAYA,2021,26068.0,20021.0,1.0,61.0
EAST JAINTIA HILLS,MEGHALAYA,2022,25772.0,20456.0,2.0,60.0
EAST JAINTIA HILLS,MEGHALAYA,2023,23615.0,18892.0,1.0,70.0
EAST JAINTIA HILLS,MEGHALAYA,2024,23087.0,18845.0,3.0,61.0
EAST JAINTIA HILLS,MEGHALAYA,2025,24219.0,19816.0,3.0,73.0
EAST KAMENG,ARUNACHAL PRADESH,2014,11889.0,3096.0,1.0,146.0
EAST KAMENG,ARUNACHAL PRADESH,2015,14000.0,4504.0,4.0,194.0
EAST KAMENG,ARUNACHAL PRADESH,2016,17935.0,5896.0,5.0,246.0
EAST KAMENG,ARUNACHAL PRADESH,2017,11563.0,3551.0,7.0,201.0
EAST KAMENG,ARUNACHAL PRADESH,2018,19389.0,8362.0,14.0,361.0
EAST KAMENG,ARUNACHAL PRADESH,2019,16903.0,6742.0,7.0,404.0
EAST KAMENG,ARUNACHAL PRADESH,2020,22644.0,10139.0,1.0,15.0
EAST KAMENG,ARUNACHAL PRADESH,2021,27310.0,13433.0,1.0,5.0
EAST KAMENG,ARUNACHAL PRADESH,2022,29615.0,15027.0,1.0,27.0
EAST KAMENG,ARUNACHAL PRADESH,2023,30904.0,16065.0,2.0,33.0
EAST KAMENG,ARUNACHAL PRADESH,2024,32755.0,17206.0,2.0,53.0
EAST KAMENG,ARUNACHAL PRADESH,2025,36075.0,19071.0,2.0,73.0
EAST KHASI HILLS,MEGHALAYA,2014,50669.0,35837.0,144.0,623.0
EAST KHASI HILLS,MEGHALAYA,2015,45053.0,32741.0,118.0,639.0
EAST KHASI HILLS,MEGHALAYA,2016,58884.0,45227.0,168.0,850.0
EAST KHASI HILLS,MEGHALAYA,2017,62660.0,48413.0,170.0,960.0
EAST KHASI HILLS,MEGHALAYA,2018,76784.0,59688.0,185.0,1191.0
EAST KHASI HILLS,MEGHALAYA,2019,79818.0,61490.0,200.0,1061.0
EAST KHASI HILLS,MEGHALAYA,2020,89950.0,69548.0,218.0,1518.0
EAST KHASI HILLS,MEGHALAYA,2021,85409.0,66603.0,217.0,1405.0
EAST KHASI HILLS,MEGHALAYA,2022,73838.0,58244.0,230.0,1055.0
EAST KHASI HILLS,MEGHALAYA,2023,66885.0,54049.0,180.0,784.0
EAST KHASI HILLS,MEGHALAYA,2024,67696.0,55338.0,167.0,993.0
EAST KHASI HILLS,MEGHALAYA,2025,72313.0,59413.0,210.0,1205.0
EAST SIANG,ARUNACHAL PRADESH,2014,7636.0,2918.0,12.0,813.0
EAST SIANG,ARUNACHAL PRADESH,2015,8373.0,3296.0,11.0,836.0
EAST SIANG,ARUNACHAL PRADESH,2016,5977.0,2442.0,7.0,119.0
EAST SIANG,ARUNACHAL PRADESH,2017,4887.0,2289.0,5.0,81.0
EAST SIANG,ARUNACHAL PRADESH,2018,5644.0,2522.0,8.0,112.0
EAST SIANG,ARUNACHAL PRADESH,2019,3666.0,1346.0,1.0,27.0
EAST SIANG,ARUNACHAL PRADESH,2020,7705.0,3632.0,0.0,18.0
EAST SIANG,ARUNACHAL PRADESH,2021,7496.0,3386.0,0.0,17.0
EAST SIANG,ARUNACHAL PRADESH,2022,8202.0,3796.0,0.0,19.0
EAST SIANG,ARUNACHAL PRADESH,2023,688.0,334.0,0.0,1.0
EAST SIANG,ARUNACHAL PRADESH,2024,8882.0,4241.0,1.0,26.0
EAST SIANG,ARUNACHAL PRADESH,2025,9841.0,4772.0,1.0,37.0
EAST SINGHBUM,JHARKHAND,2014,50570.0,29868.0,3171.0,25831.0
EAST SINGHBUM,JHARKHAND,2015,51095.0,30225.0,3322.0,26552.0
EAST SINGHBUM,JHARKHAND,2016,69064.0,43315.0,4882.0,41252.0
EAST SINGHBUM,JHARKHAND,2017,53442.0,31855.0,3749.0,31319.0
EAST SINGHBUM,JHARKHAND,2018,41378.0,24879.0,2345.0,25336.0
EAST SINGHBUM,JHARKHAND,2019,46199.0,28727.0,2854.0,25697.0
EAST SINGHBUM,JHARKHAND,2020,107713.0,72450.0,6170.0,75342.0
EAST SINGHBUM,JHARKHAND,2021,86772.0,58520.0,4805.0,59517.0
EAST SINGHBUM,JHARKHAND,2022,60553.0,40481.0,2963.0,38485.0
EAST SINGHBUM,JHARKHAND,2023,70161.0,45809.0,3180.0,42960.0
EAST SINGHBUM,JHARKHAND,2024,62069.0,40453.0,3159.0,38250.0
EAST SINGHBUM,JHARKHAND,2025,61658.0,41673.0,3140.0,38540.0
EASTERN WEST KHASI HILLS,MEGHALAYA,2023,11375.0,11273.0,0.0,11.0
EASTERN WEST KHASI HILLS,MEGHALAYA,2024,14443.0,14046.0,0.0,16.0
EASTERN WEST KHASI HILLS,MEGHALAYA,2025,14157.0,13740.0,0.0,17.0
ELURU,ANDHRA PRADESH,2022,271464.0,246813.0,166450.0,254721.0
ELURU,ANDHRA PRADESH,2023,267254.0,239547.0,156559.0,244363.0
ELURU,ANDHRA PRADESH,2024,259000.0,231601.0,145904.0,236014.0
ELURU,ANDHRA PRADESH,2025,242609.0,217242.0,134653.0,219742.0
ERNAKULAM,KERALA,2014,81679.0,79924.0,17326.0,69821.0
ERNAKULAM,KERALA,2015,86982.0,84859.0,19094.0,76864.0
ERNAKULAM,KERALA,2016,82058.0,79628.0,18455.0,70841.0
ERNAKULAM,KERALA,2017,72229.0,69035.0,15891.0,62486.0
ERNAKULAM,KERALA,2018,82264.0,79400.0,17244.0,74795.0
ERNAKULAM,KERALA,2019,79802.0,76244.0,15817.0,71880.0
ERNAKULAM,KERALA,2020,88569.0,85072.0,18883.0,77647.0
ERNAKULAM,KERALA,2021,86981.0,82002.0,18942.0,75620.0
ERNAKULAM,KERALA,2022,79918.0,74757.0,17679.0,67889.0
ERNAKULAM,KERALA,2023,72790.0,67993.0,16225.0,62156.0
ERNAKULAM,KERALA,2024,63560.0,58587.0,13629.0,54195.0
ERNAKULAM,KERALA,2025,56758.0,52431.0,11955.0,47961.0
ERODE,TAMIL NADU,2014,88995.0,77988.0,28094.0,65496.0
ERODE,TAMIL NADU,2015,106493.0,96238.0,35566.0,77461.0
ERODE,TAMIL NADU,2016,112887.0,103873.0,37314.0,81185.0
ERODE,TAMIL NADU,2017,107348.0,98180.0,34640.0,77670.0
ERODE,TAMIL NADU,2018,86306.0,77581.0,25672.0,64320.0
ERODE,TAMIL NADU,2019,93124.0,83892.0,29048.0,67319.0
ERODE,TAMIL NADU,2020,120012.0,107738.0,38289.0,86393.0
ERODE,TAMIL NADU,2021,121610.0,108905.0,37463.0,88211.0
ERODE,TAMIL NADU,2022,116376.0,104772.0,34749.0,85283.0
ERODE,TAMIL NADU,2023,119271.0,107997.0,34519.0,87685.0
ERODE,TAMIL NADU,2024,106514.0,96443.0,30491.0,79147.0
ERODE,TAMIL NADU,2025,79543.0,71949.0,22392.0,58424.0
ETAH,UTTAR PRADESH,2014,28659.0,5575.0,12518.0,20553.0
ETAH,UTTAR PRADESH,2015,39399.0,8750.0,17190.0,30167.0
ETAH,UTTAR PRADESH,2016,38185.0,9968.0,13993.0,31766.0
ETAH,UTTAR PRADESH,2017,38861.0,11700.0,13095.0,32556.0
ETAH,UTTAR PRADESH,2018,34824.0,10144.0,10654.0,28991.0
ETAH,UTTAR PRADESH,2019,40519.0,12459.0,10745.0,36023.0
ETAH,UTTAR PRADESH,2020,73796.0,23387.0,18078.0,69895.0
ETAH,UTTAR PRADESH,2021,63868.0,20416.0,14675.0,58928.0
ETAH,UTTAR PRADESH,2022,59033.0,20222.0,13606.0,53170.0
ETAH,UTTAR PRADESH,2023,61343.0,23072.0,13354.0,55380.0
ETAH,UTTAR PRADESH,2024,54453.0,20342.0,11449.0,48572.0
ETAH,UTTAR PRADESH,2025,47175.0,17592.0,9824.0,41834.0
ETAWAH,UTTAR PRADESH,2014,29393.0,4993.0,14581.0,17539.0
ETAWAH,UTTAR PRADESH,2015,33441.0,6296.0,17056.0,19644.0
ETAWAH,UTTAR PRADESH,2016,33669.0,7879.0,16791.0,20698.0
ETAWAH,UTTAR PRADESH,2017,36676.0,10600.0,18697.0,22116.0
ETAWAH,UTTAR PRADESH,2018,37859.0,11281.0,17680.0,24102.0
ETAWAH,UTTAR PRADESH,2019,42608.0,11544.0,18617.0,29171.0
ETAWAH,UTTAR PRADESH,2020,102265.0,25466.0,40825.0,75891.0
ETAWAH,UTTAR PRADESH,2021,68230.0,18914.0,28111.0,49832.0
ETAWAH,UTTAR PRADESH,2022,61343.0,18654.0,25898.0,43667.0
ETAWAH,UTTAR PRADESH,2023,53293.0,17180.0,21521.0,38430.0
ETAWAH,UTTAR PRADESH,2024,48303.0,16125.0,18819.0,34344.0
ETAWAH,UTTAR PRADESH,2025,39602.0,13193.0,15786.0,27456.0
FARIDABAD,HARYANA,2014,1146.0,368.0,549.0,660.0
FARIDABAD,HARYANA,2015,582.0,290.0,291.0,315.0
FARIDABAD,HARYANA,2016,1263.0,550.0,572.0,797.0
