DISTRICT,YEAR,asset_index_0_1
Banas Kantha,2014,0.17351068635688083
Banas Kantha,2015,0.24373959856275693
Banas Kantha,2016,0.2586315930756725
Banas Kantha,2017,0.24744274883728268
Banas Kantha,2018,0.25444125695010733
Banas Kantha,2019,0.2988661455043176
Banas Kantha,2020,0.2739527354166396
Banas Kantha,2021,0.24023207690418913
Banas Kantha,2022,0.26527551525513043
Banas Kantha,2023,0.33691088469492125
Banas Kantha,2024,0.2717506261262265
Banas Kantha,2025,0.34633196050442244
Bharuch,2014,0.17475961618814653
Bharuch,2015,0.27482451477751324
Bharuch,2016,0.2661316968410975
Bharuch,2017,0.2553343386687431
Bharuch,2018,0.2880463808612244
Bharuch,2019,0.35524048090495147
Bharuch,2020,0.34891602788659715
Bharuch,2021,0.3365218265025786
Bharuch,2022,0.3361676460186864
Bharuch,2023,0.34166281041213215
Bharuch,2024,0.35098570938406887
Bharuch,2025,0.3449872717985627
Bhavnagar,2014,0.30202859737161347
Bhavnagar,2015,0.33411493175345347
Bhavnagar,2016,0.33273510508274484
Bhavnagar,2017,0.319953400262526
Bhavnagar,2018,0.3299665971582875
Bhavnagar,2019,0.334085070553308
Bhavnagar,2020,0.3392546595119471
Bhavnagar,2021,0.33906056342899504
Bhavnagar,2022,0.3273266547410315
Bhavnagar,2023,0.3605429284563387
Bhavnagar,2024,0.3957259779509325
Bhavnagar,2025,0.2985644145951818
Dohad,2017,0.10761022399228994
Dohad,2018,0.1183916134497922
Dohad,2019,0.18509439432974847
Dohad,2020,0.17834932107459836
Dohad,2021,0.27424863781354525
Dohad,2022,0.16623905799540734
Dohad,2023,0.18291004276744466
Dohad,2024,0.17190982479906308
Dohad,2025,0.20124000527483496
Gandhinagar,2014,0.2320684822277743
Gandhinagar,2015,0.25928639865150677
Gandhinagar,2016,0.251713118436173
Gandhinagar,2017,0.24736001828656118
Gandhinagar,2018,0.3189587898105457
Gandhinagar,2019,0.31504056640633527
Gandhinagar,2020,0.30779410315266564
Gandhinagar,2021,0.345533273425949
Gandhinagar,2022,0.3344269163253297
Gandhinagar,2023,0.34174989936956407
Gandhinagar,2024,0.31628511441282964
Gandhinagar,2025,0.33262238962589447
Jamnagar,2014,0.2945433666849332
Jamnagar,2015,0.3098179725329347
Jamnagar,2016,0.3101160025675378
Jamnagar,2017,0.2953437762421939
Jamnagar,2018,0.3117511146926633
Jamnagar,2019,0.3283425204601937
Jamnagar,2020,0.326000637493369
Jamnagar,2021,0.32825085393175546
Jamnagar,2022,0.3270592270199645
Jamnagar,2023,0.3439438125253718
Jamnagar,2024,0.2870822168382976
Jamnagar,2025,0.328117988028559
Junagadh,2014,0.3060829585822007
Junagadh,2015,0.3204596396850391
Junagadh,2016,0.33212761780309935
Junagadh,2017,0.32543782555348677
Junagadh,2018,0.31027186520857447
Junagadh,2019,0.3201157396168281
Junagadh,2020,0.33133278486088136
Junagadh,2021,0.3219637942332507
Junagadh,2022,0.3250078324730187
Junagadh,2023,0.3165103396056833
Junagadh,2024,0.4191289623838486
Kachchh,2014,0.26523393775815013
Kachchh,2015,0.29411292289879726
Kachchh,2016,0.304487724273771
Kachchh,2017,0.28774811280341683
Kachchh,2018,0.32817914331951653
