State,District,Year,sugarcane_area,sugarcane_production,sugarcane_yield
Andhra Pradesh,Visakhapatanam,2013-2014,37603.0,2103656.0,55.94
Andhra Pradesh,Visakhapatanam,2014-2015,37535.0,1814054.0,48.33
Andhra Pradesh,Visakhapatanam,2015-2016,35885.0,2011535.0,56.06
Andhra Pradesh,Visakhapatanam,2016-2017,32364.0,1908343.0,58.96
Andhra Pradesh,Visakhapatanam,2017-2018,32153.0,1847660.0,57.46
Andhra Pradesh,Visakhapatanam,2018-2019,31417.0,1971707.0,62.76
Andhra Pradesh,Visakhapatanam,2019-2020,30434.0,1920521.0,63.1
Andhra Pradesh,Visakhapatanam,2020-2021,23633.0,1514719.0,64.09
Andhra Pradesh,Visakhapatanam,2021-2022,19590.0,1193903.0,60.94
Andhra Pradesh,Visakhapatanam,2022-2023,40.0,2710.0,67.75
Andhra Pradesh,Vizianagaram,2013-2014,16894.0,1062110.0,62.87
Andhra Pradesh,Vizianagaram,2014-2015,14463.0,875345.0,60.52
Andhra Pradesh,Vizianagaram,2015-2016,13692.0,884700.0,64.61
Andhra Pradesh,Vizianagaram,2016-2017,13272.0,886663.0,66.81
Andhra Pradesh,Vizianagaram,2017-2018,12481.0,806251.0,64.6
Andhra Pradesh,Vizianagaram,2018-2019,11695.0,760415.0,65.02
Andhra Pradesh,Vizianagaram,2019-2020,8968.0,567859.0,63.32
Andhra Pradesh,Vizianagaram,2020-2021,5953.0,388774.0,65.31
Andhra Pradesh,Vizianagaram,2021-2022,4877.0,379685.0,77.85
Andhra Pradesh,Vizianagaram,2022-2023,4506.0,280398.0,62.23
Andhra Pradesh,West godavari,2013-2014,24026.0,2214048.0,92.15
Andhra Pradesh,West godavari,2014-2015,19090.0,1732242.0,90.74
Andhra Pradesh,West godavari,2015-2016,14804.0,1370472.0,92.57
Andhra Pradesh,West godavari,2016-2017,9098.0,805391.0,88.52
Andhra Pradesh,West godavari,2017-2018,7951.0,849499.0,106.84
Andhra Pradesh,West godavari,2018-2019,9946.0,985278.0,99.06
Andhra Pradesh,West godavari,2019-2020,7722.0,758494.0,98.23
Andhra Pradesh,West godavari,2020-2021,3109.0,307076.0,98.77
Andhra Pradesh,West godavari,2021-2022,1981.0,194999.0,98.43
Andhra Pradesh,West godavari,2022-2023,94.0,6676.0,71.02
Arunachal Pradesh,Changlang,2013-2014,561.0,7097.0,12.65
Arunachal Pradesh,Changlang,2014-2015,586.0,7614.0,12.99
Arunachal Pradesh,Changlang,2015-2016,586.0,8109.0,13.84
Arunachal Pradesh,Changlang,2016-2017,595.0,8389.0,14.1
Arunachal Pradesh,Changlang,2017-2018,595.0,8693.0,14.61
Arunachal Pradesh,Changlang,2018-2019,595.0,8735.0,14.68
Arunachal Pradesh,Changlang,2019-2020,597.0,8788.0,14.72
Arunachal Pradesh,Changlang,2020-2021,597.0,8818.0,14.77
Arunachal Pradesh,Changlang,2021-2022,597.0,8818.0,14.77
Arunachal Pradesh,Changlang,2022-2023,599.0,8848.0,14.77
Arunachal Pradesh,East siang,2013-2014,281.0,10257.0,36.5
Arunachal Pradesh,East siang,2014-2015,306.0,10774.0,35.21
Arunachal Pradesh,East siang,2015-2016,214.0,10000.0,46.73
Arunachal Pradesh,East siang,2016-2017,231.0,10290.0,44.55
Arunachal Pradesh,East siang,2017-2018,266.0,10290.0,38.68
Arunachal Pradesh,East siang,2018-2019,181.0,7039.0,38.89
Arunachal Pradesh,East siang,2019-2020,182.0,7060.0,38.79
Arunachal Pradesh,East siang,2020-2021,184.0,7070.0,38.42
Arunachal Pradesh,East siang,2021-2022,184.0,7070.0,38.42
Arunachal Pradesh,East siang,2022-2023,185.0,7109.0,38.43
Arunachal Pradesh,Kamle,2018-2019,52.0,1544.0,29.69
Arunachal Pradesh,Kamle,2019-2020,53.0,1565.0,29.53
Arunachal Pradesh,Kamle,2020-2021,53.0,1575.0,29.72
Arunachal Pradesh,Kamle,2021-2022,53.0,1575.0,29.72
Arunachal Pradesh,Kamle,2022-2023,53.0,1575.0,29.72
Arunachal Pradesh,Kra daadi,2015-2016,100.0,976.0,9.76
Arunachal Pradesh,Kra daadi,2016-2017,109.0,1256.0,11.52
Arunachal Pradesh,Kra daadi,2017-2018,109.0,1313.0,12.05
Arunachal Pradesh,Kra daadi,2018-2019,109.0,1363.0,12.5
Arunachal Pradesh,Kra daadi,2019-2020,110.0,1384.0,12.58
Arunachal Pradesh,Kra daadi,2020-2021,110.0,1394.0,12.67
Arunachal Pradesh,Kra daadi,2021-2022,110.0,1394.0,12.67
Arunachal Pradesh,Kra daadi,2022-2023,110.0,1395.0,12.68
Arunachal Pradesh,Kurung kumey,2015-2016,60.0,542.0,9.03
Arunachal Pradesh,Kurung kumey,2016-2017,69.0,822.0,11.91
Arunachal Pradesh,Kurung kumey,2017-2018,69.0,879.0,12.74
Arunachal Pradesh,Kurung kumey,2018-2019,69.0,921.0,13.35
Arunachal Pradesh,Kurung kumey,2019-2020,70.0,942.0,13.46
Arunachal Pradesh,Kurung kumey,2020-2021,70.0,942.0,13.46
Arunachal Pradesh,Kurung kumey,2021-2022,70.0,942.0,13.46
Arunachal Pradesh,Kurung kumey,2022-2023,70.0,942.0,13.46
Arunachal Pradesh,Leparada,2019-2020,31.0,873.0,28.16
Arunachal Pradesh,Leparada,2020-2021,31.0,873.0,28.16
Arunachal Pradesh,Leparada,2021-2022,31.0,873.0,28.16
Arunachal Pradesh,Leparada,2022-2023,31.0,873.0,28.16
Arunachal Pradesh,Lohit,2013-2014,27.0,178.0,6.59
Arunachal Pradesh,Lohit,2014-2015,52.0,695.0,13.37
Arunachal Pradesh,Lohit,2015-2016,21.0,450.0,21.43
Arunachal Pradesh,Lohit,2016-2017,30.0,730.0,24.33
Arunachal Pradesh,Lohit,2017-2018,30.0,730.0,24.33
Arunachal Pradesh,Lohit,2018-2019,30.0,772.0,25.73
Arunachal Pradesh,Lohit,2019-2020,31.0,793.0,25.58
Arunachal Pradesh,Lohit,2020-2021,31.0,793.0,25.58
Arunachal Pradesh,Lohit,2021-2022,31.0,793.0,25.58
Arunachal Pradesh,Lohit,2022-2023,32.0,819.0,25.59
Arunachal Pradesh,Lower dibang valley,2013-2014,100.0,700.0,7.0
