State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2015 - 2016,68,108,1.59,,,,,,
,,2016 - 2017,78,117,1.5,,,,,,
,,2017 - 2018,,,,"9,898.00","10,393.00",1.05,,,
,,2018 - 2019,,,,"9,356.00","7,485.00",0.8,,,
,,2019 - 2020,,,,"8,200.00","9,020.00",1.1,,,
,,2020 - 2021,,,,"7,922.00","7,764.00",0.98,,,
,,2021 - 2022,,,,"4,000.00","3,940.00",0.99,,,
,,2022 - 2023,,,,"2,300.00","2,277.00",0.99,,,
,7. Garhwa,2013 - 2014,"4,013.00","4,675.00",1.16,,,,,,
,,2014 - 2015,"3,207.00","8,277.00",2.58,,,,,,
,,2015 - 2016,"3,094.00","3,871.00",1.25,,,,,,
,,2016 - 2017,"2,643.00","5,891.00",2.23,,,,,,
,,2017 - 2018,,,,"20,964.00","11,710.00",0.56,,,
,,2018 - 2019,,,,"21,970.00","14,281.00",0.65,,,
,,2019 - 2020,,,,"24,082.00","15,653.00",0.65,,,
,,2020 - 2021,,,,"22,450.00","21,889.00",0.98,,,
,,2021 - 2022,,,,"21,565.00","21,134.00",0.98,,,
,,2022 - 2023,,,,"20,255.00","16,710.00",0.82,,,
,8. Giridih,2013 - 2014,88,141,1.6,,,,,,
,,2014 - 2015,110,200,1.82,,,,,,
,,2015 - 2016,109,168,1.54,,,,,,
,,2016 - 2017,70,89,1.27,,,,,,
,,2017 - 2018,,,,"6,480.00","9,882.00",1.53,,,
,,2018 - 2019,,,,"7,269.00","9,886.00",1.36,,,
,,2019 - 2020,,,,"7,631.00","10,500.00",1.38,,,
,,2020 - 2021,,,,"8,040.00","11,296.00",1.4,,,
,,2021 - 2022,,,,"8,040.00","11,352.00",1.41,,,
,,2022 - 2023,,,,"5,165.00","7,386.00",1.43,,,
,9. Godda,2013 - 2014,201,326,1.62,,,,,,
,,2014 - 2015,158,287,1.82,,,,,,
,,2015 - 2016,194,320,1.65,,,,,,
,,2016 - 2017,815,"1,520.00",1.87,,,,,,
,,2017 - 2018,,,,"1,168.00","1,168.00",1,,,
,,2018 - 2019,,,,"5,089.00","5,038.00",0.99,,,
,,2019 - 2020,,,,"5,432.00","5,160.00",0.95,,,
,,2020 - 2021,,,,"6,500.00","6,370.00",0.98,,,
,,2021 - 2022,,,,"9,000.00","7,110.00",0.79,,,
,,2022 - 2023,,,,"6,776.00","5,082.00",0.75,,,
,10. Gumla,2013 - 2014,819,851,1.04,,,,,,
,,2014 - 2015,827,"1,226.00",1.48,,,,,,
,,2015 - 2016,772,"1,246.00",1.61,,,,,,
,,2016 - 2017,181,187,1.03,,,,,,
,,2017 - 2018,,,,"11,569.00","18,325.00",1.58,,,
,,2018 - 2019,,,,"12,730.00","19,884.00",1.56,,,
,,2019 - 2020,,,,"8,908.00","12,560.00",1.41,,,
,,2020 - 2021,,,,"16,000.00","22,560.00",1.41,,,
,,2021 - 2022,,,,"15,784.00","22,255.00",1.41,,,
,,2022 - 2023,,,,"15,367.00","21,053.00",1.37,,,
,11. Hazaribagh,2013 - 2014,410,887,2.16,,,,,,
,,2014 - 2015,395,694,1.76,,,,,,
,,2015 - 2016,275,414,1.51,,,,,,
,,2016 - 2017,461,587,1.27,,,,,,
,,2017 - 2018,,,,"7,970.00","9,564.00",1.2,,,
,,2018 - 2019,,,,"6,706.00","8,047.00",1.2,,,
,,2019 - 2020,,,,"6,812.00","8,174.00",1.2,,,
,,2020 - 2021,,,,"7,880.00","7,565.00",0.96,,,
,,2021 - 2022,,,,"8,317.00","8,483.00",1.02,,,
,,2022 - 2023,,,,"5,621.00","5,733.00",1.02,,,
,12. Jamtara,2013 - 2014,36,24,0.67,,,,,,
,,2014 - 2015,23,13,0.57,,,,,,
,,2015 - 2016,30,20,0.67,,,,,,
,,2016 - 2017,25,19,0.76,,,,,,
,,2017 - 2018,,,,365,478,1.31,,,
,,2018 - 2019,,,,203,162,0.8,,,
,,2019 - 2020,,,,851,894,1.05,,,
,,2020 - 2021,,,,510,638,1.25,,,
,,2021 - 2022,,,,"4,004.00","5,205.00",1.3,,,
,,2022 - 2023,,,,"3,705.00","5,187.00",1.4,,,
,13. Khunti,2013 - 2014,604,651,1.08,,,,,,
,,2014 - 2015,560,958,1.71,,,,,,
,,2015 - 2016,416,454,1.09,,,,,,
,,2016 - 2017,373,489,1.31,,,,,,
,,2017 - 2018,,,,"7,120.00","7,156.00",1.01,,,
,,2018 - 2019,,,,"6,422.00","2,774.00",0.43,,,
,,2019 - 2020,,,,"4,911.00","3,929.00",0.8,,,
,,2020 - 2021,,,,"11,095.00","11,650.00",1.05,,,
,,2021 - 2022,,,,"9,500.00","9,975.00",1.05,,,
,,2022 - 2023,,,,"7,333.00","6,086.00",0.83,,,
,14. Koderma,2013 - 2014,489,"2,136.00",4.37,,,,,,
,,2014 - 2015,142,241,1.7,,,,,,
,,2015 - 2016,178,325,1.83,,,,,,
,,2016 - 2017,245,238,0.97,,,,,,
,,2017 - 2018,,,,"6,600.00","5,280.00",0.8,,,
,,2018 - 2019,,,,"6,802.00","6,802.00",1,,,
,,2019 - 2020,,,,"6,405.00","5,124.00",0.8,,,
,,2020 - 2021,,,,"6,405.00","7,686.00",1.2,,,
,,2021 - 2022,,,,"6,900.00","8,280.00",1.2,,,
,,2022 - 2023,,,,"7,220.00","8,664.00",1.2,,,
,15. Latehar,2013 - 2014,"1,816.00","2,068.00",1.14,,,,,,
,,2014 - 2015,"1,383.00","1,700.00",1.23,,,,,,
,,2015 - 2016,"1,709.00","1,588.00",0.93,,,,,,
,,2016 - 2017,"1,871.00","3,145.00",1.68,,,,,,
,,2017 - 2018,,,,"22,917.00","35,109.00",1.53,,,
,,2018 - 2019,,,,"24,549.00","37,609.00",1.53,,,
,,2019 - 2020,,,,"23,586.00","36,676.00",1.55,,,
,,2020 - 2021,,,,"25,422.00","39,557.00",1.56,,,
,,2021 - 2022,,,,"26,366.00","40,920.00",1.55,,,
,,2022 - 2023,,,,"25,166.00","39,058.00",1.55,,,
,16. Lohardaga,2013 - 2014,614,828,1.35,,,,,,
,,2014 - 2015,498,477,0.96,,,,,,
,,2015 - 2016,461,571,1.24,,,,,,
,,2016 - 2017,341,495,1.45,,,,,,
,,2017 - 2018,,,,"6,951.00","7,299.00",1.05,,,
,,2018 - 2019,,,,"5,686.00","5,970.00",1.05,,,
,,2019 - 2020,,,,"5,534.00","5,811.00",1.05,,,
,,2020 - 2021,,,,"5,215.00","5,476.00",1.05,,,
,,2021 - 2022,,,,"5,000.00","5,000.00",1,,,
,,2022 - 2023,,,,"4,050.00","4,253.00",1.05,,,
,17. Pakur,2013 - 2014,265,334,1.26,,,,,,
,,2014 - 2015,222,335,1.51,,,,,,
,,2015 - 2016,368,739,2.01,,,,,,
,,2016 - 2017,532,992,1.86,,,,,,
,,2017 - 2018,,,,"8,084.00","6,265.00",0.77,,,
,,2018 - 2019,,,,"8,001.00","5,161.00",0.65,,,
,,2019 - 2020,,,,"7,650.00","5,929.00",0.78,,,
,,2020 - 2021,,,,"8,849.00","6,858.00",0.78,,,
,,2021 - 2022,,,,"7,462.00","5,783.00",0.77,,,
,,2022 - 2023,,,,"4,938.00","2,469.00",0.5,,,
,18. Palamu,2013 - 2014,"26,220.00","35,528.00",1.35,,,,,,
,,2014 - 2015,"21,566.00","21,480.00",1,,,,,,
,,2015 - 2016,"16,483.00","16,879.00",1.02,,,,,,
,,2016 - 2017,"27,752.00","60,666.00",2.19,,,,,,
,,2017 - 2018,,,,"30,502.00","27,574.00",0.9,,,
,,2018 - 2019,,,,"22,022.00","14,424.00",0.65,,,
,,2019 - 2020,,,,"32,844.00","30,381.00",0.93,,,
,,2020 - 2021,,,,"30,412.00","33,605.00",1.1,,,
,,2021 - 2022,,,,"30,086.00","32,974.00",1.1,,,
,,2022 - 2023,,,,"22,373.00","24,700.00",1.1,,,
,19. Ramgarh,2013 - 2014,149,285,1.91,,,,,,
,,2014 - 2015,708,"1,639.00",2.31,,,,,,
,,2015 - 2016,29,41,1.41,,,,,,
,,2016 - 2017,23,29,1.26,,,,,,
,,2017 - 2018,,,,"6,020.00","7,224.00",1.2,,,
,,2018 - 2019,,,,"4,909.00","5,891.00",1.2,,,
,,2019 - 2020,,,,"4,861.00","5,833.00",1.2,,,
,,2020 - 2021,,,,"5,675.00","5,845.00",1.03,,,
,,2021 - 2022,,,,"6,555.00","7,538.00",1.15,,,
,,2022 - 2023,,,,"4,621.00","5,152.00",1.11,,,
,20. Ranchi,2013 - 2014,"1,121.00","2,917.00",2.6,,,,,,
,,2014 - 2015,"1,030.00","2,496.00",2.42,,,,,,
,,2015 - 2016,919,"1,828.00",1.99,,,,,,
,,2016 - 2017,861,"1,358.00",1.58,,,,,,
,,2017 - 2018,,,,"14,028.00","11,222.00",0.8,,,
,,2018 - 2019,,,,"11,631.00","9,770.00",0.84,,,
,,2019 - 2020,,,,"12,001.00","10,801.00",0.9,,,
,,2020 - 2021,,,,"13,275.00","11,948.00",0.9,,,
,,2021 - 2022,,,,"13,281.00","11,953.00",0.9,,,
,,2022 - 2023,,,,"11,565.00","10,409.00",0.9,,,
,21. Sahebganj,2013 - 2014,336,468,1.39,,,,,,
,,2014 - 2015,114,162,1.42,,,,,,
,,2015 - 2016,339,317,0.94,,,,,,
,,2016 - 2017,359,670,1.87,,,,,,
,,2017 - 2018,,,,"8,945.00","3,972.00",0.44,,,
,,2018 - 2019,,,,"6,825.00","3,030.00",0.44,,,
,,2019 - 2020,,,,"7,012.00","3,611.00",0.51,,,
,,2020 - 2021,,,,"7,120.00","3,667.00",0.52,,,
,,2021 - 2022,,,,"9,210.00","4,743.00",0.51,,,
,,2022 - 2023,,,,654,337,0.52,,,
,22. Saraikela kharsawan,2013 - 2014,89,8,0.09,,,,,,
,,2014 - 2015,84,153,1.82,,,,,,
,,2015 - 2016,13,19,1.46,,,,,,
,,2016 - 2017,11,17,1.55,,,,,,
,,2017 - 2018,,,,"9,654.00","15,446.00",1.6,,,
,,2018 - 2019,,,,"10,080.00","12,096.00",1.2,,,
,,2019 - 2020,,,,"7,811.00","8,983.00",1.15,,,
,,2020 - 2021,,,,"7,957.00","9,548.00",1.2,,,
,,2021 - 2022,,,,"9,240.00","11,088.00",1.2,,,
,,2022 - 2023,,,,"10,687.00","12,824.00",1.2,,,
,23. Simdega,2013 - 2014,114,270,2.37,,,,,,
,,2014 - 2015,118,226,1.92,,,,,,
,,2015 - 2016,123,162,1.32,,,,,,
,,2016 - 2017,173,513,2.97,,,,,,
,,2017 - 2018,,,,"15,000.00","22,500.00",1.5,,,
,,2018 - 2019,,,,"15,000.00","22,500.00",1.5,,,
,,2019 - 2020,,,,"15,027.00","17,281.00",1.15,,,
,,2020 - 2021,,,,"15,002.00","18,002.00",1.2,,,
,,2021 - 2022,,,,"14,998.00","20,997.00",1.4,,,
,,2022 - 2023,,,,"3,705.00","5,187.00",1.4,,,
,24. West singhbhum,2013 - 2014,638,"1,420.00",2.23,,,,,,
,,2014 - 2015,499,834,1.67,,,,,,
,,2015 - 2016,154,223,1.45,,,,,,
,,2016 - 2017,7,11,1.57,,,,,,
,,2017 - 2018,,,,"8,824.00","8,736.00",0.99,,,
,,2018 - 2019,,,,"9,593.00","9,631.00",1,,,
,,2019 - 2020,,,,"6,685.00","6,926.00",1.04,,,
,,2020 - 2021,,,,"8,232.00","9,286.00",1.13,,,
,,2021 - 2022,,,,"9,715.00","10,609.00",1.09,,,
,,2022 - 2023,,,,"10,759.00","12,158.00",1.13,,,
12. Karnataka,1. Bagalkot,2013 - 2014,,,,"4,074.00","2,129.00",0.52,,,
,,2014 - 2015,,,,"6,144.00","2,673.00",0.44,,,
,,2015 - 2016,,,,"4,547.00","1,261.00",0.28,,,
,,2016 - 2017,,,,"37,261.00","29,239.00",0.78,,,
,,2017 - 2018,,,,"23,003.00","15,974.00",0.69,,,
,,2018 - 2019,,,,"42,565.00","19,329.00",0.45,,,
,,2019 - 2020,,,,"50,933.00","30,145.00",0.59,,,
,,2020 - 2021,,,,"51,972.00","45,579.00",0.88,,,
,,2021 - 2022,,,,"68,771.00","46,695.00",0.68,,,
,,2022 - 2023,,,,"36,745.00","24,693.00",0.67,,,
,2. Bangalore rural,2013 - 2014,,,,"1,274.00",815,0.64,,,
,,2014 - 2015,,,,"1,554.00","1,736.00",1.12,,,
,,2015 - 2016,,,,"1,416.00",527,0.37,,,
,,2016 - 2017,,,,"1,274.00","2,301.00",1.81,,,
,,2017 - 2018,,,,"1,347.00","1,144.00",0.85,,,
,,2018 - 2019,,,,815,782,0.96,,,
,,2019 - 2020,,,,822,906,1.1,,,
,,2020 - 2021,,,,"1,049.00","1,202.00",1.15,,,
,,2021 - 2022,,,,684,491,0.72,,,
,,2022 - 2023,,,,410,211,0.51,,,
,3. Belgaum,2013 - 2014,,,,"3,834.00","1,650.00",0.43,,,
,,2014 - 2015,,,,"2,869.00","2,322.00",0.81,,,
,,2015 - 2016,,,,"5,075.00","1,143.00",0.23,,,
,,2016 - 2017,,,,"9,895.00","7,295.00",0.74,,,
,,2017 - 2018,,,,"6,278.00","4,276.00",0.68,,,
,,2018 - 2019,,,,"14,881.00","7,719.00",0.52,,,
,,2019 - 2020,,,,"14,311.00","6,104.00",0.43,,,
,,2020 - 2021,,,,"14,452.00","6,113.00",0.42,,,
,,2021 - 2022,,,,"17,804.00","7,210.00",0.4,,,
,,2022 - 2023,,,,"11,286.00","3,995.00",0.35,,,
,4. Bellary,2013 - 2014,,,,"3,325.00","1,614.00",0.49,,,
,,2014 - 2015,,,,"3,427.00","1,319.00",0.38,,,
,,2015 - 2016,,,,"2,931.00","1,041.00",0.36,,,
,,2016 - 2017,,,,"11,946.00","7,036.00",0.59,,,
,,2017 - 2018,,,,"9,363.00","7,694.00",0.82,,,
,,2018 - 2019,,,,"13,708.00","9,168.00",0.67,,,
,,2019 - 2020,,,,"11,498.00","9,547.00",0.83,,,
,,2020 - 2021,,,,"13,902.00","10,385.00",0.75,,,
,,2021 - 2022,,,,"13,832.00","8,133.00",0.59,,,
,,2022 - 2023,,,,"3,676.00","1,662.00",0.45,,,
,5. Bengaluru urban,2013 - 2014,,,,"1,011.00",929,0.92,,,
,,2014 - 2015,,,,"2,093.00","1,362.00",0.65,,,
,,2015 - 2016,,,,463,170,0.37,,,
,,2016 - 2017,,,,821,820,1,,,
,,2017 - 2018,,,,600,569,0.95,,,
,,2018 - 2019,,,,461,279,0.61,,,
,,2019 - 2020,,,,952,659,0.69,,,
,,2020 - 2021,,,,681,517,0.76,,,
,,2021 - 2022,,,,516,344,0.67,,,
,,2022 - 2023,,,,235,181,0.77,,,
,6. Bidar,2013 - 2014,,,,"73,270.00","59,305.00",0.81,,,
,,2014 - 2015,,,,"65,965.00","44,243.00",0.67,,,
,,2015 - 2016,,,,"67,453.00","29,797.00",0.44,,,
,,2016 - 2017,,,,"81,611.00","1,01,487.00",1.24,,,
,,2017 - 2018,,,,"78,680.00","1,29,909.00",1.65,,,
,,2018 - 2019,,,,"77,019.00","34,828.00",0.45,,,
,,2019 - 2020,,,,"1,27,939.00","1,56,182.00",1.22,,,
,,2020 - 2021,,,,"1,39,653.00","1,08,091.00",0.77,,,
,,2021 - 2022,,,,"1,30,628.00","1,02,543.00",0.79,,,
,,2022 - 2023,,,,"1,11,444.00","1,10,218.00",0.99,,,
,7. Bijapur,2013 - 2014,,,,"1,80,625.00","1,70,564.00",0.94,,,
,,2014 - 2015,,,,"1,87,324.00","1,14,783.00",0.61,,,
,,2015 - 2016,,,,"1,35,696.00","39,576.00",0.29,,,
,,2016 - 2017,,,,"3,88,932.00","3,30,320.00",0.85,,,
,,2017 - 2018,,,,"2,62,563.00","1,59,638.00",0.61,,,
,,2018 - 2019,,,,"5,20,937.00","1,67,273.00",0.32,,,
,,2019 - 2020,,,,"4,97,180.00","2,18,685.00",0.44,,,
,,2020 - 2021,,,,"5,14,353.00","2,22,715.00",0.43,,,
,,2021 - 2022,,,,"5,28,346.00","2,22,962.00",0.42,,,
,,2022 - 2023,,,,"3,67,676.00","2,48,549.00",0.68,,,
,8. Chamarajanagar,2013 - 2014,,,,"1,124.00",366,0.33,,,
,,2014 - 2015,,,,"1,054.00",473,0.45,,,
,,2015 - 2016,,,,542,141,0.26,,,
,,2016 - 2017,,,,821,68,0.08,,,
,,2017 - 2018,,,,786,755,0.96,,,
,,2018 - 2019,,,,962,442,0.46,,,
,,2019 - 2020,,,,319,237,0.74,,,
,,2020 - 2021,,,,368,191,0.52,,,
,,2021 - 2022,,,,162,62,0.38,,,
,,2022 - 2023,,,,186,93,0.5,,,
,9. Chikballapur,2013 - 2014,,,,"4,989.00","4,033.00",0.81,,,
,,2014 - 2015,,,,"3,417.00","1,834.00",0.54,,,
,,2015 - 2016,,,,"7,682.00","3,780.00",0.49,,,
,,2016 - 2017,,,,"13,168.00","4,979.00",0.38,,,
,,2017 - 2018,,,,"10,720.00","11,172.00",1.04,,,
,,2018 - 2019,,,,"4,417.00","1,229.00",0.28,,,
,,2019 - 2020,,,,"5,149.00","3,351.00",0.65,,,
,,2020 - 2021,,,,"3,477.00","2,493.00",0.72,,,
,,2021 - 2022,,,,"3,201.00","1,040.00",0.32,,,
,,2022 - 2023,,,,"1,330.00",581,0.44,,,
,10. Chikmagalur,2013 - 2014,,,,469,431,0.92,,,
,,2014 - 2015,,,,545,355,0.65,,,
,,2015 - 2016,,,,754,277,0.37,,,
,,2016 - 2017,,,,782,781,1,,,
,,2017 - 2018,,,,509,483,0.95,,,
,,2018 - 2019,,,,332,201,0.61,,,
,,2019 - 2020,,,,224,155,0.69,,,
,,2020 - 2021,,,,267,203,0.76,,,
,,2021 - 2022,,,,122,81,0.66,,,
,,2022 - 2023,,,,54,41,0.76,,,
,11. Chitradurga,2013 - 2014,,,,"8,957.00","7,250.00",0.81,,,
,,2014 - 2015,,,,"8,728.00","7,205.00",0.83,,,
,,2015 - 2016,,,,"9,587.00","9,581.00",1,,,
,,2016 - 2017,,,,"23,759.00","6,568.00",0.28,,,
,,2017 - 2018,,,,"13,338.00","10,099.00",0.76,,,
,,2018 - 2019,,,,"4,054.00","1,806.00",0.45,,,
,,2019 - 2020,,,,"5,773.00","2,687.00",0.47,,,
,,2020 - 2021,,,,"4,883.00","3,179.00",0.65,,,
,,2021 - 2022,,,,"9,328.00","3,171.00",0.34,,,
,,2022 - 2023,,,,"6,679.00","3,139.00",0.47,,,
,12. Dakshin kannad,2018 - 2019,,,,1,1,1,,,
,,2019 - 2020,,,,1,1,1,,,
,13. Davangere,2013 - 2014,,,,"8,145.00","6,152.00",0.76,,,
,,2014 - 2015,,,,"4,403.00","6,224.00",1.41,,,
,,2015 - 2016,,,,"8,373.00","5,361.00",0.64,,,
,,2016 - 2017,,,,"12,611.00","7,727.00",0.61,,,
,,2017 - 2018,,,,"8,143.00","8,440.00",1.04,,,
,,2018 - 2019,,,,"4,750.00","4,955.00",1.04,,,
,,2019 - 2020,,,,646,298,0.46,,,
,,2020 - 2021,,,,510,435,0.85,,,
,,2021 - 2022,,,,"2,199.00","1,933.00",0.88,,,
,,2022 - 2023,,,,502,577,1.15,,,
,14. Dharwad,2013 - 2014,,,,"2,694.00","1,996.00",0.74,,,
,,2014 - 2015,,,,"1,609.00","1,637.00",1.02,,,
,,2015 - 2016,,,,"1,002.00",267,0.27,,,
,,2016 - 2017,,,,"1,551.00",805,0.52,,,
,,2017 - 2018,,,,881,375,0.43,,,
,,2018 - 2019,,,,628,184,0.29,,,
,,2019 - 2020,,,,545,389,0.71,,,
,,2020 - 2021,,,,283,161,0.57,,,
,,2021 - 2022,,,,186,126,0.68,,,
,,2022 - 2023,,,,69,53,0.77,,,
,15. Gadag,2013 - 2014,,,,"1,808.00",670,0.37,,,
,,2014 - 2015,,,,"1,540.00",726,0.47,,,
,,2015 - 2016,,,,"1,651.00",289,0.18,,,
,,2016 - 2017,,,,"3,482.00","1,684.00",0.48,,,
,,2017 - 2018,,,,"3,373.00","2,150.00",0.64,,,
,,2018 - 2019,,,,"2,975.00",791,0.27,,,
,,2019 - 2020,,,,878,449,0.51,,,
,,2020 - 2021,,,,563,293,0.52,,,
,,2021 - 2022,,,,661,215,0.33,,,
,,2022 - 2023,,,,192,121,0.63,,,
,16. Gulbarga,2013 - 2014,,,,"3,69,537.00","3,94,592.00",1.07,,,
,,2014 - 2015,,,,"3,15,343.00","2,10,003.00",0.67,,,
,,2015 - 2016,,,,"2,61,076.00","94,993.00",0.36,,,
,,2016 - 2017,,,,"3,88,914.00","5,41,641.00",1.39,,,
,,2017 - 2018,,,,"3,28,808.00","3,77,652.00",1.15,,,
,,2018 - 2019,,,,"6,13,760.00","5,69,078.00",0.93,,,
,,2019 - 2020,,,,"6,06,717.00","5,23,354.00",0.86,,,
,,2020 - 2021,,,,"5,81,825.00","6,22,553.00",1.07,,,
,,2021 - 2022,,,,"6,21,122.00","5,68,948.00",0.92,,,
,,2022 - 2023,,,,"4,76,513.00","4,30,768.00",0.9,,,
,17. Hassan,2013 - 2014,,,,"2,015.00",869,0.43,,,
,,2014 - 2015,,,,"2,359.00","3,433.00",1.46,,,
,,2015 - 2016,,,,"1,915.00",990,0.52,,,
,,2016 - 2017,,,,"1,770.00",925,0.52,,,
,,2017 - 2018,,,,"1,622.00","1,273.00",0.78,,,
,,2018 - 2019,,,,"1,138.00",231,0.2,,,
,,2019 - 2020,,,,880,362,0.41,,,
,,2020 - 2021,,,,730,316,0.43,,,
,,2021 - 2022,,,,473,117,0.25,,,
,,2022 - 2023,,,,222,107,0.48,,,
,18. Haveri,2013 - 2014,,,,"1,673.00","1,162.00",0.69,,,
,,2014 - 2015,,,,"1,410.00",964,0.68,,,
,,2015 - 2016,,,,"1,739.00",831,0.48,,,
,,2016 - 2017,,,,"3,332.00","2,146.00",0.64,,,
,,2017 - 2018,,,,"1,221.00","1,231.00",1.01,,,
,,2018 - 2019,,,,"1,463.00",960,0.66,,,
,,2019 - 2020,,,,795,427,0.54,,,
,,2020 - 2021,,,,132,181,1.37,,,
,,2021 - 2022,,,,196,116,0.59,,,
,,2022 - 2023,,,,105,102,0.97,,,
,19. Kodagu,2019 - 2020,,,,3,2,0.67,,,
,,2020 - 2021,,,,2,2,1,,,
,20. Kolar,2013 - 2014,,,,"2,506.00","1,895.00",0.76,,,
,,2014 - 2015,,,,"4,657.00","4,929.00",1.06,,,
,,2015 - 2016,,,,"2,637.00","1,816.00",0.69,,,
,,2016 - 2017,,,,"3,540.00",972,0.27,,,
,,2017 - 2018,,,,"2,297.00","2,653.00",1.15,,,
,,2018 - 2019,,,,"2,053.00",876,0.43,,,
,,2019 - 2020,,,,"1,028.00",560,0.54,,,
,,2020 - 2021,,,,"1,233.00",811,0.66,,,
,,2021 - 2022,,,,"1,210.00",459,0.38,,,
,,2022 - 2023,,,,450,241,0.54,,,
,21. Koppal,2013 - 2014,,,,"10,186.00","4,809.00",0.47,,,
,,2014 - 2015,,,,"14,572.00","8,472.00",0.58,,,
,,2015 - 2016,,,,"11,637.00","3,969.00",0.34,,,
,,2016 - 2017,,,,"25,501.00","12,428.00",0.49,,,
,,2017 - 2018,,,,"17,255.00","9,819.00",0.57,,,
,,2018 - 2019,,,,"24,740.00","6,722.00",0.27,,,
,,2019 - 2020,,,,"33,633.00","11,375.00",0.34,,,
,,2020 - 2021,,,,"33,896.00","17,219.00",0.51,,,
,,2021 - 2022,,,,"48,662.00","17,226.00",0.35,,,
,,2022 - 2023,,,,"34,264.00","16,344.00",0.48,,,
,22. Mandya,2013 - 2014,,,,"1,234.00",359,0.29,,,
,,2014 - 2015,,,,"1,073.00",315,0.29,,,
,,2015 - 2016,,,,"1,245.00",457,0.37,,,
,,2016 - 2017,,,,888,302,0.34,,,
,,2017 - 2018,,,,"1,048.00",676,0.65,,,
,,2018 - 2019,,,,341,221,0.65,,,
,,2019 - 2020,,,,366,240,0.66,,,
,,2020 - 2021,,,,605,399,0.66,,,
,,2021 - 2022,,,,384,182,0.47,,,
,,2022 - 2023,,,,178,124,0.7,,,
,23. Mysore,2013 - 2014,,,,"3,763.00","2,291.00",0.61,,,
,,2014 - 2015,,,,"2,697.00","1,617.00",0.6,,,
,,2015 - 2016,,,,"2,774.00","1,181.00",0.43,,,
,,2016 - 2017,,,,"2,903.00","1,081.00",0.37,,,
,,2017 - 2018,,,,"2,022.00","1,510.00",0.75,,,
,,2018 - 2019,,,,"3,767.00","3,457.00",0.92,,,
,,2019 - 2020,,,,"2,530.00","1,524.00",0.6,,,
,,2020 - 2021,,,,"3,288.00","1,993.00",0.61,,,
,,2021 - 2022,,,,"1,429.00",594,0.42,,,
,,2022 - 2023,,,,"1,799.00",554,0.31,,,
,24. Raichur,2013 - 2014,,,,"38,322.00","16,965.00",0.44,,,
,,2014 - 2015,,,,"37,594.00","24,929.00",0.66,,,
,,2015 - 2016,,,,"33,623.00","14,246.00",0.42,,,
,,2016 - 2017,,,,"89,220.00","70,265.00",0.79,,,
,,2017 - 2018,,,,"38,188.00","27,100.00",0.71,,,
,,2018 - 2019,,,,"1,02,883.00","36,261.00",0.35,,,
,,2019 - 2020,,,,"1,44,487.00","77,965.00",0.54,,,
,,2020 - 2021,,,,"1,53,093.00","1,08,390.00",0.71,,,
,,2021 - 2022,,,,"1,50,963.00","79,407.00",0.53,,,
,,2022 - 2023,,,,"1,06,170.00","56,801.00",0.54,,,
,25. Ramanagara,2013 - 2014,,,,"5,030.00","4,654.00",0.93,,,
,,2014 - 2015,,,,"2,468.00","1,564.00",0.63,,,
,,2015 - 2016,,,,"3,557.00","2,774.00",0.78,,,
,,2016 - 2017,,,,"3,275.00","1,055.00",0.32,,,
,,2017 - 2018,,,,"3,377.00","2,416.00",0.72,,,
,,2018 - 2019,,,,"1,379.00",760,0.55,,,
,,2019 - 2020,,,,"1,644.00","1,151.00",0.7,,,
,,2020 - 2021,,,,"1,745.00","1,260.00",0.72,,,
,,2021 - 2022,,,,890,606,0.68,,,
,,2022 - 2023,,,,490,350,0.71,,,
,26. Shimoga,2013 - 2014,,,,252,231,0.92,,,
,,2014 - 2015,,,,251,163,0.65,,,
,,2015 - 2016,,,,296,109,0.37,,,
,,2016 - 2017,,,,453,452,1,,,
,,2017 - 2018,,,,491,466,0.95,,,
,,2018 - 2019,,,,23,14,0.61,,,
,,2019 - 2020,,,,12,8,0.67,,,
,,2020 - 2021,,,,67,51,0.76,,,
,,2021 - 2022,,,,63,42,0.67,,,
,,2022 - 2023,,,,19,14,0.74,,,
,27. Tumkur,2013 - 2014,,,,"10,966.00","4,240.00",0.39,,,
,,2014 - 2015,,,,"10,040.00","2,337.00",0.23,,,
,,2015 - 2016,,,,"9,824.00","3,378.00",0.34,,,
,,2016 - 2017,,,,"14,142.00","3,009.00",0.21,,,
,,2017 - 2018,,,,"10,963.00","2,874.00",0.26,,,
,,2018 - 2019,,,,"10,507.00","3,573.00",0.34,,,
,,2019 - 2020,,,,"7,987.00","2,504.00",0.31,,,
,,2020 - 2021,,,,"14,058.00","5,679.00",0.4,,,
,,2021 - 2022,,,,"11,351.00","2,361.00",0.21,,,
,,2022 - 2023,,,,"6,477.00","1,898.00",0.29,,,
,28. Udupi,2019 - 2020,,,,1,1,1,,,
,,2020 - 2021,,,,1,1,1,,,
,29. Uttar kannad,2013 - 2014,,,,7,6,0.86,,,
,,2014 - 2015,,,,5,3,0.6,,,
,,2015 - 2016,,,,13,5,0.38,,,
,,2016 - 2017,,,,13,13,1,,,
,,2017 - 2018,,,,2,2,1,,,
,,2018 - 2019,,,,2,1,0.5,,,
,,2020 - 2021,,,,12,9,0.75,,,
