State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,22. West godavari,2014 - 2015,44,85,1.93,,,,,,
,,2015 - 2016,25,46,1.84,,,,,,
,,2016 - 2017,5,8,1.6,,,,,,
,,2017 - 2018,33,47,1.42,,,,,,
,,2018 - 2019,36,39,1.08,,,,,,
,,2019 - 2020,4,6,1.5,,,,,,
,,2020 - 2021,2,3,1.5,,,,,,
,,2021 - 2022,,,,2,3,1.5,,,
2. Assam,1. Baksa,2013 - 2014,80,40,0.5,,,,,,
,,2014 - 2015,78,49,0.63,,,,,,
,,2015 - 2016,65,52,0.8,,,,,,
,,2016 - 2017,302,188,0.62,,,,,,
,,2017 - 2018,282,230,0.82,,,,,,
,,2018 - 2019,282,223,0.79,,,,,,
,,2019 - 2020,282,251,0.89,,,,,,
,,2020 - 2021,257,228,0.89,,,,,,
,,2021 - 2022,232,206,0.89,,,,,,
,,2022 - 2023,213,189,0.89,,,,,,
,2. Barpeta,2013 - 2014,83,39,0.47,,,,,,
,,2014 - 2015,83,51,0.61,,,,,,
,,2015 - 2016,81,51,0.63,,,,,,
,,2016 - 2017,72,39,0.54,,,,,,
,,2017 - 2018,77,54,0.7,,,,,,
,,2018 - 2019,84,57,0.68,,,,,,
,,2019 - 2020,81,55,0.68,,,,,,
,,2020 - 2021,75,51,0.68,,,,,,
,,2021 - 2022,71,51,0.72,,,,,,
,,2022 - 2023,69,50,0.72,,,,,,
,3. Biswanath,2020 - 2021,4,2,0.5,,,,,,
,,2021 - 2022,8,5,0.63,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,4. Bongaigaon,2013 - 2014,265,202,0.76,,,,,,
,,2014 - 2015,242,232,0.96,,,,,,
,,2015 - 2016,234,140,0.6,,,,,,
,,2016 - 2017,258,160,0.62,,,,,,
,,2017 - 2018,242,144,0.6,,,,,,
,,2018 - 2019,244,132,0.54,,,,,,
,,2019 - 2020,233,128,0.55,,,,,,
,,2020 - 2021,229,175,0.76,,,,,,
,,2021 - 2022,249,189,0.76,,,,,,
,,2022 - 2023,250,149,0.6,,,,,,
,5. Cachar,2013 - 2014,64,38,0.59,,,,,,
,,2014 - 2015,61,46,0.75,,,,,,
,,2015 - 2016,56,31,0.55,,,,,,
,,2016 - 2017,55,31,0.56,,,,,,
,,2017 - 2018,50,28,0.56,,,,,,
,,2018 - 2019,48,32,0.67,,,,,,
,,2019 - 2020,51,34,0.67,,,,,,
,,2020 - 2021,52,34,0.65,,,,,,
,,2021 - 2022,56,36,0.64,,,,,,
,,2022 - 2023,50,38,0.76,,,,,,
,6. Chirang,2013 - 2014,141,75,0.53,,,,,,
,,2014 - 2015,118,79,0.67,,,,,,
,,2015 - 2016,131,64,0.49,,,,,,
,,2016 - 2017,130,61,0.47,,,,,,
,,2017 - 2018,126,93,0.74,,,,,,
,,2018 - 2019,129,116,0.9,,,,,,
,,2019 - 2020,110,53,0.48,,,,,,
,,2020 - 2021,100,49,0.49,,,,,,
,,2021 - 2022,87,41,0.47,,,,,,
,,2022 - 2023,80,54,0.68,,,,,,
,7. Darrang,2013 - 2014,15,11,0.73,,,,,,
,,2014 - 2015,17,15,0.88,,,,,,
,,2015 - 2016,19,13,0.68,,,,,,
,,2016 - 2017,47,32,0.68,,,,,,
,,2017 - 2018,28,22,0.79,,,,,,
,,2018 - 2019,36,29,0.81,,,,,,
,,2019 - 2020,33,26,0.79,,,,,,
,,2020 - 2021,31,21,0.68,,,,,,
,,2021 - 2022,32,24,0.75,,,,,,
,,2022 - 2023,34,23,0.68,,,,,,
,8. Dhemaji,2013 - 2014,6,4,0.67,,,,,,
,,2014 - 2015,5,4,0.8,,,,,,
,,2015 - 2016,5,4,0.8,,,,,,
,,2016 - 2017,5,4,0.8,,,,,,
,,2017 - 2018,4,3,0.75,,,,,,
,,2018 - 2019,5,3,0.6,,,,,,
,,2019 - 2020,4,2,0.5,,,,,,
,,2020 - 2021,4,2,0.5,,,,,,
,,2021 - 2022,4,2,0.5,,,,,,
,9. Dhubri,2013 - 2014,167,122,0.73,,,,,,
,,2014 - 2015,163,486,2.98,,,,,,
,,2015 - 2016,200,243,1.22,,,,,,
,,2016 - 2017,183,133,0.73,,,,,,
,,2017 - 2018,182,138,0.76,,,,,,
,,2018 - 2019,190,155,0.82,,,,,,
,,2019 - 2020,189,154,0.81,,,,,,
,,2020 - 2021,67,51,0.76,,,,,,
,,2021 - 2022,67,51,0.76,,,,,,
,,2022 - 2023,209,161,0.77,,,,,,
,10. Dibrugarh,2015 - 2016,2,1,0.5,,,,,,
,,2016 - 2017,3,1,0.33,,,,,,
,,2017 - 2018,3,1,0.33,,,,,,
,,2019 - 2020,1,1,1,,,,,,
,,2020 - 2021,1,1,1,,,,,,
,11. Goalpara,2013 - 2014,150,259,1.73,,,,,,
,,2014 - 2015,186,109,0.59,,,,,,
,,2015 - 2016,161,106,0.66,,,,,,
,,2016 - 2017,165,107,0.65,,,,,,
,,2017 - 2018,56,39,0.7,,,,,,
,,2018 - 2019,63,44,0.7,,,,,,
,,2019 - 2020,59,41,0.69,,,,,,
,,2020 - 2021,69,48,0.7,,,,,,
,,2021 - 2022,69,49,0.71,,,,,,
,,2022 - 2023,153,109,0.71,,,,,,
,12. Golaghat,2013 - 2014,4,2,0.5,,,,,,
,,2014 - 2015,9,5,0.56,,,,,,
,,2015 - 2016,4,2,0.5,,,,,,
,,2017 - 2018,3,2,0.67,,,,,,
,,2018 - 2019,3,2,0.67,,,,,,
,,2019 - 2020,3,2,0.67,,,,,,
,,2020 - 2021,3,2,0.67,,,,,,
,,2021 - 2022,8,5,0.63,,,,,,
,,2022 - 2023,45,24,0.53,,,,,,
,13. Hailakandi,2013 - 2014,2,1,0.5,,,,,,
,,2014 - 2015,2,1,0.5,,,,,,
,,2015 - 2016,1,1,1,,,,,,
,,2016 - 2017,2,1,0.5,,,,,,
,,2017 - 2018,2,1,0.5,,,,,,
,,2018 - 2019,3,1,0.33,,,,,,
,,2019 - 2020,2,1,0.5,,,,,,
,,2020 - 2021,2,1,0.5,,,,,,
,,2021 - 2022,2,1,0.5,,,,,,
,,2022 - 2023,2,1,0.5,,,,,,
,14. Hojai,2020 - 2021,51,56,1.1,,,,,,
,,2021 - 2022,51,39,0.76,,,,,,
,,2022 - 2023,51,59,1.16,,,,,,
,15. Jorhat,2013 - 2014,8,4,0.5,,,,,,
,,2014 - 2015,8,6,0.75,,,,,,
,,2015 - 2016,7,5,0.71,,,,,,
,,2016 - 2017,117,78,0.67,,,,,,
,,2017 - 2018,27,15,0.56,,,,,,
,,2018 - 2019,35,25,0.71,,,,,,
,,2019 - 2020,41,28,0.68,,,,,,
,,2020 - 2021,7,5,0.71,,,,,,
,,2021 - 2022,7,5,0.71,,,,,,
,,2022 - 2023,4,3,0.75,,,,,,
,16. Kamrup,2013 - 2014,68,35,0.51,,,,,,
,,2014 - 2015,92,59,0.64,,,,,,
,,2015 - 2016,55,18,0.33,,,,,,
,,2016 - 2017,87,28,0.32,,,,,,
,,2017 - 2018,86,28,0.33,,,,,,
,,2018 - 2019,82,27,0.33,,,,,,
,,2019 - 2020,80,26,0.33,,,,,,
,,2020 - 2021,80,26,0.33,,,,,,
,,2021 - 2022,56,19,0.34,,,,,,
,,2022 - 2023,63,60,0.95,,,,,,
,17. Kamrup metro,2013 - 2014,4,2,0.5,,,,,,
,,2014 - 2015,4,2,0.5,,,,,,
,,2015 - 2016,5,3,0.6,,,,,,
,,2016 - 2017,3,1,0.33,,,,,,
,,2017 - 2018,21,7,0.33,,,,,,
,,2018 - 2019,11,4,0.36,,,,,,
,,2019 - 2020,10,4,0.4,,,,,,
,,2020 - 2021,4,2,0.5,,,,,,
,,2021 - 2022,12,5,0.42,,,,,,
,,2022 - 2023,15,17,1.13,,,,,,
,18. Karbi anglong,2013 - 2014,453,236,0.52,,,,,,
,,2014 - 2015,465,337,0.72,,,,,,
,,2015 - 2016,465,357,0.77,,,,,,
,,2016 - 2017,434,333,0.77,,,,,,
,,2017 - 2018,459,352,0.77,,,,,,
,,2018 - 2019,438,313,0.71,,,,,,
,,2019 - 2020,441,338,0.77,,,,,,
,,2020 - 2021,375,288,0.77,,,,,,
,,2021 - 2022,316,242,0.77,,,,,,
,,2022 - 2023,427,328,0.77,,,,,,
,19. Karimganj,2013 - 2014,7,4,0.57,,,,,,
,,2014 - 2015,7,5,0.71,,,,,,
,,2015 - 2016,7,4,0.57,,,,,,
,,2016 - 2017,7,4,0.57,,,,,,
,,2017 - 2018,7,2,0.29,,,,,,
,,2018 - 2019,8,3,0.38,,,,,,
,,2019 - 2020,7,3,0.43,,,,,,
,,2020 - 2021,5,1,0.2,,,,,,
,,2021 - 2022,5,4,0.8,,,,,,
,,2022 - 2023,4,3,0.75,,,,,,
,20. Kokrajhar,2013 - 2014,62,35,0.56,,,,,,
,,2014 - 2015,52,36,0.69,,,,,,
,,2015 - 2016,50,27,0.54,,,,,,
,,2016 - 2017,46,26,0.57,,,,,,
,,2017 - 2018,39,22,0.56,,,,,,
,,2018 - 2019,41,23,0.56,,,,,,
,,2019 - 2020,40,22,0.55,,,,,,
,,2020 - 2021,31,18,0.58,,,,,,
,,2021 - 2022,29,16,0.55,,,,,,
,,2022 - 2023,30,33,1.1,,,,,,
,21. Lakhimpur,2013 - 2014,7,3,0.43,,,,,,
,,2014 - 2015,7,4,0.57,,,,,,
,,2015 - 2016,16,13,0.81,,,,,,
,,2016 - 2017,10,7,0.7,,,,,,
,,2017 - 2018,9,5,0.56,,,,,,
,,2018 - 2019,16,8,0.5,,,,,,
,,2019 - 2020,11,6,0.55,,,,,,
,,2020 - 2021,12,6,0.5,,,,,,
,,2021 - 2022,20,11,0.55,,,,,,
,,2022 - 2023,31,23,0.74,,,,,,
,22. Majuli,2020 - 2021,25,18,0.72,,,,,,
,,2021 - 2022,120,84,0.7,,,,,,
,,2022 - 2023,120,86,0.72,,,,,,
,23. Marigaon,2013 - 2014,34,16,0.47,,,,,,
,,2014 - 2015,37,21,0.57,,,,,,
,,2015 - 2016,106,67,0.63,,,,,,
,,2016 - 2017,99,63,0.64,,,,,,
,,2017 - 2018,99,64,0.65,,,,,,
,,2018 - 2019,97,63,0.65,,,,,,
,,2019 - 2020,98,59,0.6,,,,,,
,,2020 - 2021,98,70,0.71,,,,,,
,,2021 - 2022,85,60,0.71,,,,,,
,,2022 - 2023,40,46,1.15,,,,,,
,24. Nagaon,2013 - 2014,105,51,0.49,,,,,,
,,2014 - 2015,103,62,0.6,,,,,,
,,2015 - 2016,181,107,0.59,,,,,,
,,2016 - 2017,121,82,0.68,,,,,,
,,2017 - 2018,121,92,0.76,,,,,,
,,2018 - 2019,108,89,0.82,,,,,,
,,2019 - 2020,113,84,0.74,,,,,,
,,2020 - 2021,57,54,0.95,,,,,,
,,2021 - 2022,63,58,0.92,,,,,,
,,2022 - 2023,153,104,0.68,,,,,,
,25. Nalbari,2013 - 2014,20,10,0.5,,,,,,
,,2014 - 2015,17,11,0.65,,,,,,
,,2015 - 2016,17,8,0.47,,,,,,
,,2016 - 2017,20,14,0.7,,,,,,
,,2017 - 2018,18,14,0.78,,,,,,
,,2018 - 2019,18,13,0.72,,,,,,
,,2019 - 2020,17,12,0.71,,,,,,
,,2020 - 2021,25,18,0.72,,,,,,
,,2021 - 2022,12,10,0.83,,,,,,
,,2022 - 2023,30,24,0.8,,,,,,
,26. Sivasagar,2013 - 2014,8,5,0.63,,,,,,
,,2014 - 2015,6,5,0.83,,,,,,
,,2015 - 2016,5,3,0.6,,,,,,
,,2016 - 2017,5,3,0.6,,,,,,
,,2017 - 2018,5,3,0.6,,,,,,
,,2018 - 2019,3,2,0.67,,,,,,
,27. Sonitpur,2013 - 2014,285,228,0.8,,,,,,
,,2014 - 2015,310,314,1.01,,,,,,
,,2015 - 2016,284,202,0.71,,,,,,
,,2016 - 2017,235,170,0.72,,,,,,
,,2017 - 2018,304,188,0.62,,,,,,
,,2018 - 2019,272,189,0.69,,,,,,
,,2019 - 2020,242,170,0.7,,,,,,
,,2020 - 2021,235,166,0.71,,,,,,
,,2021 - 2022,154,115,0.75,,,,,,
,,2022 - 2023,158,118,0.75,,,,,,
,28. South salmara mancachar,2020 - 2021,110,94,0.85,,,,,,
,,2021 - 2022,110,91,0.83,,,,,,
,,2022 - 2023,100,80,0.8,,,,,,
,29. Tinsukia,2013 - 2014,6,4,0.67,,,,,,
,,2014 - 2015,7,5,0.71,,,,,,
,,2015 - 2016,11,5,0.45,,,,,,
,,2016 - 2017,3,2,0.67,,,,,,
,,2017 - 2018,3,2,0.67,,,,,,
,,2018 - 2019,6,4,0.67,,,,,,
,,2019 - 2020,3,2,0.67,,,,,,
,,2020 - 2021,5,3,0.6,,,,,,
,,2021 - 2022,9,6,0.67,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,30. Udalguri,2013 - 2014,9,6,0.67,,,,,,
,,2014 - 2015,15,12,0.8,,,,,,
,,2015 - 2016,25,17,0.68,,,,,,
,,2016 - 2017,20,14,0.7,,,,,,
,,2017 - 2018,20,13,0.65,,,,,,
,,2018 - 2019,22,18,0.82,,,,,,
,,2019 - 2020,25,21,0.84,,,,,,
,,2020 - 2021,30,25,0.83,,,,,,
,,2021 - 2022,31,27,0.87,,,,,,
,,2022 - 2023,41,33,0.8,,,,,,
,31. West karbi anglong,2020 - 2021,45,34,0.76,,,,,,
,,2021 - 2022,186,141,0.76,,,,,,
,,2022 - 2023,184,141,0.77,,,,,,
3. Bihar,1. Araria,2013 - 2014,151,173,1.15,,,,,,
,,2014 - 2015,322,308,0.96,,,,,,
,,2015 - 2016,116,114,0.98,,,,,,
,,2016 - 2017,196,220,1.12,,,,,,
,,2017 - 2018,41,47,1.15,,,,,,
,,2018 - 2019,34,41,1.21,,,,,,
,2. Arwal,2013 - 2014,916,"1,022.00",1.12,,,,,,
,,2014 - 2015,797,880,1.1,,,,,,
,,2015 - 2016,946,744,0.79,,,,,,
,,2016 - 2017,944,"1,191.00",1.26,,,,,,
,,2017 - 2018,896,"1,012.00",1.13,,,,,,
,,2018 - 2019,"1,349.00","2,397.00",1.78,,,,,,
,,2019 - 2020,"1,420.00",868,0.61,,,,,,
,,2020 - 2021,830,942,1.13,,,,,,
,,2021 - 2022,828,898,1.08,,,,,,
,,2022 - 2023,828,869,1.05,,,,,,
,3. Aurangabad,2013 - 2014,"7,063.00","5,523.00",0.78,,,,,,
,,2014 - 2015,"7,599.00","6,543.00",0.86,,,,,,
,,2015 - 2016,"5,857.00","4,721.00",0.81,,,,,,
,,2016 - 2017,"7,394.00","6,470.00",0.88,,,,,,
,,2017 - 2018,"6,844.00","7,255.00",1.06,,,,,,
,,2018 - 2019,"6,928.00","6,353.00",0.92,,,,,,
,,2019 - 2020,"5,964.00","3,125.00",0.52,,,,,,
,,2020 - 2021,"8,062.00","4,934.00",0.61,,,,,,
,,2021 - 2022,"7,718.00","6,946.00",0.9,,,,,,
,,2022 - 2023,"7,811.00","7,678.00",0.98,,,,,,
,4. Banka,2013 - 2014,"2,439.00","3,102.00",1.27,,,,,,
,,2014 - 2015,"2,207.00","2,090.00",0.95,,,,,,
,,2015 - 2016,"2,266.00","1,935.00",0.85,,,,,,
,,2016 - 2017,"3,251.00","4,444.00",1.37,,,,,,
,,2017 - 2018,"2,871.00","2,354.00",0.82,,,,,,
,,2018 - 2019,"2,143.00","1,759.00",0.82,,,,,,
,,2019 - 2020,"2,388.00","1,839.00",0.77,,,,,,
,,2020 - 2021,"2,395.00","1,720.00",0.72,,,,,,
,,2021 - 2022,"2,344.00","1,725.00",0.74,,,,,,
,,2022 - 2023,"2,250.00","1,949.00",0.87,,,,,,
,5. Begusarai,2013 - 2014,13,19,1.46,,,,,,
,,2014 - 2015,14,12,0.86,,,,,,
,,2015 - 2016,15,16,1.07,,,,,,
,,2016 - 2017,15,16,1.07,,,,,,
,,2017 - 2018,17,21,1.24,,,,,,
,,2018 - 2019,25,31,1.24,,,,,,
,,2021 - 2022,9,8,0.89,,,,,,
,,2022 - 2023,6,6,1,,,,,,
,6. Bhagalpur,2013 - 2014,"4,489.00","5,800.00",1.29,,,,,,
,,2014 - 2015,"4,614.00","3,248.00",0.7,,,,,,
,,2015 - 2016,"4,165.00","3,257.00",0.78,,,,,,
,,2016 - 2017,"2,288.00","1,890.00",0.83,,,,,,
,,2017 - 2018,"2,283.00","1,457.00",0.64,,,,,,
,,2018 - 2019,"2,284.00","2,037.00",0.89,,,,,,
,,2019 - 2020,"2,273.00","1,571.00",0.69,,,,,,
,,2020 - 2021,"1,741.00","1,798.00",1.03,,,,,,
,,2021 - 2022,"1,626.00","1,382.00",0.85,,,,,,
,,2022 - 2023,"1,646.00","1,337.00",0.81,,,,,,
,7. Bhojpur,2013 - 2014,"6,580.00","8,593.00",1.31,,,,,,
,,2014 - 2015,"4,149.00","3,452.00",0.83,,,,,,
,,2015 - 2016,"5,125.00","4,638.00",0.9,,,,,,
,,2016 - 2017,"6,598.00","8,195.00",1.24,,,,,,
,,2017 - 2018,"4,125.00","4,698.00",1.14,,,,,,
,,2018 - 2019,"4,240.00","5,504.00",1.3,,,,,,
,,2019 - 2020,"4,376.00","3,995.00",0.91,,,,,,
,,2020 - 2021,"6,092.00","7,134.00",1.17,,,,,,
,,2021 - 2022,"3,612.00","5,541.00",1.53,,,,,,
,,2022 - 2023,"4,266.00","5,755.00",1.35,,,,,,
,8. Buxar,2013 - 2014,"2,434.00","2,955.00",1.21,,,,,,
,,2014 - 2015,"2,552.00","1,848.00",0.72,,,,,,
,,2015 - 2016,"2,183.00","2,011.00",0.92,,,,,,
,,2016 - 2017,"1,878.00","2,252.00",1.2,,,,,,
,,2017 - 2018,"2,178.00","2,598.00",1.19,,,,,,
,,2018 - 2019,"1,726.00","2,466.00",1.43,,,,,,
,,2019 - 2020,"1,796.00","1,329.00",0.74,,,,,,
,,2020 - 2021,"1,685.00","2,367.00",1.4,,,,,,
,,2021 - 2022,"1,853.00","2,348.00",1.27,,,,,,
,,2022 - 2023,"1,787.00","2,473.00",1.38,,,,,,
,9. Darbhanga,2013 - 2014,73,84,1.15,,,,,,
,,2014 - 2015,73,70,0.96,,,,,,
,,2015 - 2016,58,57,0.98,,,,,,
,,2016 - 2017,46,52,1.13,,,,,,
,,2017 - 2018,45,52,1.16,,,,,,
,,2018 - 2019,45,54,1.2,,,,,,
,,2019 - 2020,40,29,0.73,,,,,,
,,2020 - 2021,42,44,1.05,,,,,,
,,2021 - 2022,40,42,1.05,,,,,,
,10. Gaya,2013 - 2014,"4,922.00","4,656.00",0.95,,,,,,
,,2014 - 2015,"5,058.00","5,093.00",1.01,,,,,,
,,2015 - 2016,"4,671.00","5,605.00",1.2,,,,,,
,,2016 - 2017,"4,884.00","5,929.00",1.21,,,,,,
,,2017 - 2018,"4,887.00","7,023.00",1.44,,,,,,
,,2018 - 2019,"4,176.00","4,999.00",1.2,,,,,,
,,2019 - 2020,"3,615.00","2,494.00",0.69,,,,,,
,,2020 - 2021,"4,062.00","3,924.00",0.97,,,,,,
,,2021 - 2022,"3,913.00","3,670.00",0.94,,,,,,
,,2022 - 2023,"3,906.00","4,597.00",1.18,,,,,,
,11. Gopalganj,2022 - 2023,249,268,1.08,,,,,,
,12. Jamui,2013 - 2014,"1,006.00",853,0.85,,,,,,
,,2014 - 2015,"2,140.00",950,0.44,,,,,,
,,2015 - 2016,"4,316.00","4,152.00",0.96,,,,,,
,,2016 - 2017,"2,942.00","2,601.00",0.88,,,,,,
,,2017 - 2018,"2,754.00","3,294.00",1.2,,,,,,
,,2018 - 2019,"3,024.00","3,420.00",1.13,,,,,,
,,2019 - 2020,"2,356.00","1,560.00",0.66,,,,,,
,,2020 - 2021,"3,025.00","2,974.00",0.98,,,,,,
,,2021 - 2022,"2,464.00","1,784.00",0.72,,,,,,
,,2022 - 2023,"2,885.00","2,314.00",0.8,,,,,,
,13. Jehanabad,2013 - 2014,"2,017.00","2,295.00",1.14,,,,,,
,,2014 - 2015,"2,043.00","2,811.00",1.38,,,,,,
,,2015 - 2016,"2,043.00","1,955.00",0.96,,,,,,
,,2016 - 2017,"2,043.00","2,629.00",1.29,,,,,,
,,2017 - 2018,"2,087.00","2,592.00",1.24,,,,,,
,,2018 - 2019,"2,109.00","3,743.00",1.77,,,,,,
,,2019 - 2020,"1,937.00","1,337.00",0.69,,,,,,
,,2020 - 2021,"1,851.00","2,073.00",1.12,,,,,,
,,2021 - 2022,"2,131.00","2,591.00",1.22,,,,,,
,,2022 - 2023,"2,172.00","2,168.00",1,,,,,,
,14. Kaimur (bhabua),2013 - 2014,"4,590.00","3,677.00",0.8,,,,,,
,,2014 - 2015,"4,580.00","3,110.00",0.68,,,,,,
,,2015 - 2016,"4,237.00","3,436.00",0.81,,,,,,
,,2016 - 2017,"4,469.00","3,924.00",0.88,,,,,,
,,2017 - 2018,"4,197.00","4,260.00",1.02,,,,,,
,,2018 - 2019,"4,375.00","3,421.00",0.78,,,,,,
,,2019 - 2020,"2,719.00","2,037.00",0.75,,,,,,
,,2020 - 2021,"1,782.00","1,488.00",0.84,,,,,,
,,2021 - 2022,"1,850.00","1,839.00",0.99,,,,,,
,,2022 - 2023,"1,787.00","1,773.00",0.99,,,,,,
,15. Katihar,2013 - 2014,96,110,1.15,,,,,,
,,2014 - 2015,174,167,0.96,,,,,,
,,2015 - 2016,161,159,0.99,,,,,,
,,2016 - 2017,92,103,1.12,,,,,,
,,2017 - 2018,16,18,1.13,,,,,,
,,2018 - 2019,3,4,1.33,,,,,,
,,2020 - 2021,1,1,1,,,,,,
,,2021 - 2022,4,4,1,,,,,,
,,2022 - 2023,3,3,1,,,,,,
,16. Khagaria,2013 - 2014,232,347,1.5,,,,,,
,,2014 - 2015,232,207,0.89,,,,,,
,,2015 - 2016,534,584,1.09,,,,,,
,,2016 - 2017,401,276,0.69,,,,,,
,,2017 - 2018,18,18,1,,,,,,
,,2018 - 2019,17,21,1.24,,,,,,
,,2019 - 2020,17,13,0.76,,,,,,
,,2020 - 2021,12,14,1.17,,,,,,
,,2021 - 2022,23,20,0.87,,,,,,
,,2022 - 2023,6,6,1,,,,,,
,17. Kishanganj,2013 - 2014,166,190,1.14,,,,,,
,,2014 - 2015,162,155,0.96,,,,,,
,,2015 - 2016,171,169,0.99,,,,,,
,,2016 - 2017,175,196,1.12,,,,,,
,,2017 - 2018,179,207,1.16,,,,,,
,,2018 - 2019,207,248,1.2,,,,,,
,,2019 - 2020,201,147,0.73,,,,,,
,,2020 - 2021,160,168,1.05,,,,,,
,,2021 - 2022,95,100,1.05,,,,,,
,,2022 - 2023,86,93,1.08,,,,,,
,18. Lakhisarai,2013 - 2014,"4,482.00","7,924.00",1.77,,,,,,
,,2014 - 2015,"3,729.00","4,039.00",1.08,,,,,,
,,2015 - 2016,"3,729.00","3,975.00",1.07,,,,,,
,,2016 - 2017,"3,473.00","4,529.00",1.3,,,,,,
,,2017 - 2018,"3,630.00","4,654.00",1.28,,,,,,
,,2018 - 2019,"3,613.00","4,935.00",1.37,,,,,,
,,2019 - 2020,"3,139.00","2,477.00",0.79,,,,,,
,,2020 - 2021,"2,591.00","3,573.00",1.38,,,,,,
,,2021 - 2022,"5,585.00","4,848.00",0.87,,,,,,
,,2022 - 2023,"6,186.00","6,904.00",1.12,,,,,,
,19. Madhepura,2017 - 2018,1,1,1,,,,,,
,,2021 - 2022,12,13,1.08,,,,,,
,,2022 - 2023,4,4,1,,,,,,
,20. Madhubani,2013 - 2014,32,37,1.16,,,,,,
,,2014 - 2015,30,29,0.97,,,,,,
,,2015 - 2016,12,12,1,,,,,,
,,2016 - 2017,3,3,1,,,,,,
,,2017 - 2018,11,13,1.18,,,,,,
,,2018 - 2019,4,5,1.25,,,,,,
,,2019 - 2020,4,3,0.75,,,,,,
,,2020 - 2021,8,8,1,,,,,,
,,2021 - 2022,5,5,1,,,,,,
,,2022 - 2023,4,4,1,,,,,,
,21. Munger,2013 - 2014,847,929,1.1,,,,,,
,,2014 - 2015,801,686,0.86,,,,,,
,,2015 - 2016,854,"1,106.00",1.3,,,,,,
,,2016 - 2017,855,994,1.16,,,,,,
,,2017 - 2018,855,908,1.06,,,,,,
,,2018 - 2019,856,860,1,,,,,,
,,2019 - 2020,828,749,0.9,,,,,,
,,2020 - 2021,828,912,1.1,,,,,,
,,2021 - 2022,831,"1,030.00",1.24,,,,,,
,,2022 - 2023,829,608,0.73,,,,,,
,22. Muzaffarpur,2014 - 2015,395,378,0.96,,,,,,
,,2015 - 2016,4,4,1,,,,,,
,,2016 - 2017,134,150,1.12,,,,,,
,,2017 - 2018,122,141,1.16,,,,,,
,,2018 - 2019,114,137,1.2,,,,,,
,,2019 - 2020,117,85,0.73,,,,,,
,,2020 - 2021,112,118,1.05,,,,,,
,,2021 - 2022,112,118,1.05,,,,,,
,,2022 - 2023,112,121,1.08,,,,,,
,23. Nalanda,2013 - 2014,"4,808.00","4,471.00",0.93,,,,,,
,,2014 - 2015,"5,293.00","5,589.00",1.06,,,,,,
,,2015 - 2016,"5,352.00","6,460.00",1.21,,,,,,
,,2016 - 2017,"4,898.00","6,064.00",1.24,,,,,,
,,2017 - 2018,"5,369.00","6,513.00",1.21,,,,,,
,,2018 - 2019,"5,054.00","6,004.00",1.19,,,,,,
,,2019 - 2020,"5,182.00","3,280.00",0.63,,,,,,
,,2020 - 2021,"5,369.00","6,088.00",1.13,,,,,,
,,2021 - 2022,"4,339.00","4,955.00",1.14,,,,,,
,,2022 - 2023,"4,448.00","5,213.00",1.17,,,,,,
,24. Nawada,2013 - 2014,"2,426.00","1,696.00",0.7,,,,,,
,,2014 - 2015,"2,041.00","1,221.00",0.6,,,,,,
,,2015 - 2016,"2,297.00","3,092.00",1.35,,,,,,
,,2016 - 2017,"1,501.00","1,611.00",1.07,,,,,,
,,2017 - 2018,"1,885.00","2,605.00",1.38,,,,,,
,,2018 - 2019,"2,079.00","2,044.00",0.98,,,,,,
,,2019 - 2020,"1,811.00","1,882.00",1.04,,,,,,
,,2020 - 2021,"1,689.00","1,495.00",0.89,,,,,,
,,2021 - 2022,"1,891.00","2,090.00",1.11,,,,,,
,,2022 - 2023,"1,886.00","1,958.00",1.04,,,,,,
,25. Pashchim champaran,2013 - 2014,26,30,1.15,,,,,,
,,2014 - 2015,24,23,0.96,,,,,,
,,2015 - 2016,14,14,1,,,,,,
,,2016 - 2017,12,13,1.08,,,,,,
,,2017 - 2018,11,13,1.18,,,,,,
,,2018 - 2019,9,11,1.22,,,,,,
,,2019 - 2020,6,4,0.67,,,,,,
,,2020 - 2021,6,6,1,,,,,,
,,2021 - 2022,6,6,1,,,,,,
,,2022 - 2023,6,6,1,,,,,,
,26. Patna,2013 - 2014,"6,448.00","9,304.00",1.44,,,,,,
,,2014 - 2015,"6,338.00","10,027.00",1.58,,,,,,
,,2015 - 2016,"6,184.00","5,417.00",0.88,,,,,,
,,2016 - 2017,"6,322.00","8,187.00",1.3,,,,,,
,,2017 - 2018,"8,737.00","10,423.00",1.19,,,,,,
,,2018 - 2019,"7,861.00","11,611.00",1.48,,,,,,
,,2019 - 2020,"6,053.00","4,564.00",0.75,,,,,,
,,2020 - 2021,"6,275.00","8,308.00",1.32,,,,,,
,,2021 - 2022,"7,065.00","9,248.00",1.31,,,,,,
,,2022 - 2023,"6,370.00","7,319.00",1.15,,,,,,
,27. Purnia,2013 - 2014,50,57,1.14,,,,,,
,,2014 - 2015,28,27,0.96,,,,,,
,,2016 - 2017,26,29,1.12,,,,,,
,28. Rohtas,2013 - 2014,"3,470.00","4,542.00",1.31,,,,,,
