State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
1. Arunachal Pradesh,1. Anjaw,2016 - 2017,29,13,0.45,75,105,1.4
,,2017 - 2018,22,15,0.68,66,106,1.61
,,2018 - 2019,22,15,0.68,66,106,1.61
,,2019 - 2020,22,15,0.68,67,107,1.6
,,2020 - 2021,22,15,0.68,67,109,1.63
,,2021 - 2022,22,15,0.68,67,110,1.64
,,2022 - 2023,22,15,0.68,67,110,1.64
,2. Changlang,2016 - 2017,27,24,0.89,204,268,1.31
,,2017 - 2018,30,27,0.9,209,272,1.3
,,2018 - 2019,30,27,0.9,209,672,3.22
,,2019 - 2020,30,27,0.9,210,279,1.33
,,2020 - 2021,30,27,0.9,210,281,1.34
,,2021 - 2022,32,29,0.91,211,283,1.34
,,2022 - 2023,32,29,0.91,211,283,1.34
,3. Dibang valley,2016 - 2017,28,28,1,173,136,0.79
,,2017 - 2018,24,28,1.17,166,133,0.8
,,2018 - 2019,24,28,1.17,166,133,0.8
,,2019 - 2020,23,28,1.22,167,133,0.8
,,2020 - 2021,23,28,1.22,167,133,0.8
,,2021 - 2022,23,28,1.22,168,134,0.8
,,2022 - 2023,23,28,1.22,168,134,0.8
,4. East kameng,2016 - 2017,36,39,1.08,291,336,1.15
,,2017 - 2018,44,49,1.11,307,356,1.16
,,2018 - 2019,44,49,1.11,307,356,1.16
,,2019 - 2020,32,34,1.06,215,255,1.19
,,2020 - 2021,32,34,1.06,215,257,1.2
,,2021 - 2022,33,35,1.06,216,258,1.19
,,2022 - 2023,38,41,1.08,216,288,1.33
,5. East siang,2016 - 2017,41,45,1.1,395,463,1.17
,,2017 - 2018,46,47,1.02,401,464,1.16
,,2018 - 2019,40,37,0.93,206,277,1.34
,,2019 - 2020,40,37,0.93,206,277,1.34
,,2020 - 2021,40,42,1.05,206,279,1.35
,,2021 - 2022,42,44,1.05,207,282,1.36
,,2022 - 2023,47,50,1.06,207,287,1.39
,6. Kamle,2018 - 2019,24,31,1.29,54,49,0.91
,,2019 - 2020,24,31,1.29,54,49,0.91
,,2020 - 2021,24,31,1.29,54,49,0.91
,,2021 - 2022,24,31,1.29,55,50,0.91
,,2022 - 2023,24,31,1.29,56,54,0.96
,7. Kra daadi,2016 - 2017,28,17,0.61,37,56,1.51
,,2017 - 2018,21,7,0.33,27,45,1.67
,,2018 - 2019,21,7,0.33,27,45,1.67
,,2019 - 2020,21,10,0.48,28,45,1.61
,,2020 - 2021,21,10,0.48,28,45,1.61
,,2021 - 2022,21,10,0.48,28,45,1.61
,,2022 - 2023,21,14,0.67,28,115,4.11
,8. Kurung kumey,2016 - 2017,27,26,0.96,36,51,1.42
,,2017 - 2018,17,18,1.06,26,43,1.65
,,2018 - 2019,17,18,1.06,26,43,1.65
,,2019 - 2020,17,19,1.12,27,43,1.59
,,2020 - 2021,17,19,1.12,27,43,1.59
,,2021 - 2022,17,19,1.12,28,44,1.57
,,2022 - 2023,17,19,1.12,28,44,1.57
,9. Leparada,2019 - 2020,8,11,1.38,48,113,2.35
,,2020 - 2021,8,11,1.38,48,95,1.98
,,2021 - 2022,11,14,1.27,49,98,2
,,2022 - 2023,11,14,1.27,49,98,2
,10. Lohit,2016 - 2017,39,49,1.26,279,376,1.35
,,2017 - 2018,28,49,1.75,257,377,1.47
,,2018 - 2019,28,49,1.75,257,377,1.47
,,2019 - 2020,28,49,1.75,258,377,1.46
,,2020 - 2021,28,50,1.79,258,379,1.47
,,2021 - 2022,30,53,1.77,259,382,1.47
,,2022 - 2023,30,33,1.1,264,392,1.48
,11. Longding,2016 - 2017,26,16,0.62,99,102,1.03
,,2017 - 2018,22,15,0.68,90,100,1.11
,,2018 - 2019,22,15,0.68,90,100,1.11
,,2019 - 2020,22,15,0.68,91,107,1.18
,,2020 - 2021,22,15,0.68,91,109,1.2
,,2021 - 2022,22,15,0.68,91,110,1.21
,,2022 - 2023,22,15,0.68,91,110,1.21
,12. Lower dibang valley,2016 - 2017,42,35,0.83,322,415,1.29
,,2017 - 2018,48,43,0.9,331,427,1.29
,,2018 - 2019,48,43,0.9,331,427,1.29
,,2019 - 2020,48,43,0.9,332,427,1.29
,,2020 - 2021,48,34,0.71,332,429,1.29
,,2021 - 2022,49,35,0.71,333,430,1.29
,,2022 - 2023,54,56,1.04,333,435,1.31
,13. Lower siang,2018 - 2019,30,34,1.13,317,398,1.26
,,2019 - 2020,27,31,1.15,285,364,1.28
,,2020 - 2021,27,33,1.22,285,366,1.28
,,2021 - 2022,28,34,1.21,286,367,1.28
,,2022 - 2023,28,34,1.21,286,372,1.3
,14. Lower subansiri,2016 - 2017,36,40,1.11,159,391,2.46
,,2017 - 2018,44,39,0.89,172,388,2.26
,,2018 - 2019,34,38,1.12,118,370,3.14
,,2019 - 2020,34,39,1.15,119,370,3.11
,,2020 - 2021,34,39,1.15,119,372,3.13
,,2021 - 2022,35,40,1.14,120,373,3.11
,,2022 - 2023,35,40,1.14,120,253,2.11
,15. Namsai,2016 - 2017,55,63,1.15,519,629,1.21
,,2017 - 2018,70,63,0.9,549,635,1.16
,,2018 - 2019,70,63,0.9,549,635,1.16
,,2019 - 2020,70,63,0.9,550,642,1.17
,,2020 - 2021,70,65,0.93,550,644,1.17
,,2021 - 2022,73,69,0.95,551,647,1.17
,,2022 - 2023,78,80,1.03,561,657,1.17
,16. Pakke kessang,2019 - 2020,13,15,1.15,92,108,1.17
,,2020 - 2021,13,15,1.15,92,110,1.2
,,2021 - 2022,14,16,1.14,93,111,1.19
,,2022 - 2023,14,16,1.14,93,141,1.52
,17. Papum pare,2016 - 2017,29,29,1,133,341,2.56
,,2017 - 2018,37,29,0.78,146,335,2.29
,,2018 - 2019,37,29,0.78,146,335,2.29
,,2019 - 2020,37,30,0.81,148,335,2.26
,,2020 - 2021,37,30,0.81,148,337,2.28
,,2021 - 2022,39,32,0.82,149,339,2.28
,,2022 - 2023,44,42,0.95,149,339,2.28
,18. Shi yomi,2019 - 2020,,,,19,72,3.79
,,2020 - 2021,,,,19,32,1.68
,,2021 - 2022,,,,19,33,1.74
,,2022 - 2023,,,,9,13,1.44
,19. Siang,2016 - 2017,32,32,1,201,212,1.05
,,2017 - 2018,26,31,1.19,192,211,1.1
,,2018 - 2019,26,31,1.19,192,211,1.1
,,2019 - 2020,26,31,1.19,192,218,1.14
,,2020 - 2021,26,34,1.31,194,379,1.95
,,2021 - 2022,29,38,1.31,195,382,1.96
,,2022 - 2023,34,40,1.18,195,373,1.91
,20. Tirap,2016 - 2017,29,11,0.38,69,105,1.52
,,2017 - 2018,23,14,0.61,59,106,1.8
,,2018 - 2019,23,14,0.61,59,106,1.8
,,2019 - 2020,23,14,0.61,60,113,1.88
,,2020 - 2021,23,14,0.61,60,115,1.92
,,2021 - 2022,24,15,0.63,61,116,1.9
,,2022 - 2023,24,15,0.63,61,106,1.74
,21. Upper siang,2016 - 2017,22,17,0.77,103,173,1.68
,,2017 - 2018,19,17,0.89,98,172,1.76
,,2018 - 2019,19,17,0.89,98,172,1.76
,,2019 - 2020,19,17,0.89,98,172,1.76
,,2020 - 2021,19,17,0.89,98,174,1.78
,,2021 - 2022,20,18,0.9,99,175,1.77
,,2022 - 2023,20,18,0.9,99,175,1.77
,22. Upper subansiri,2016 - 2017,30,34,1.13,198,310,1.57
,,2017 - 2018,32,42,1.31,194,324,1.67
,,2018 - 2019,22,32,1.45,178,244,1.37
,,2019 - 2020,22,33,1.5,179,244,1.36
,,2020 - 2021,22,33,1.5,179,246,1.37
,,2021 - 2022,23,34,1.48,180,247,1.37
,,2022 - 2023,23,30,1.3,180,247,1.37
,23. West kameng,2016 - 2017,57,65,1.14,208,407,1.96
,,2017 - 2018,72,73,1.01,230,434,1.89
,,2018 - 2019,72,73,1.01,230,434,1.89
,,2019 - 2020,74,74,1,230,434,1.89
,,2020 - 2021,74,75,1.01,230,436,1.9
,,2021 - 2022,76,77,1.01,231,439,1.9
,,2022 - 2023,81,84,1.04,231,464,2.01
,24. West siang,2016 - 2017,33,35,1.06,144,313,2.17
,,2017 - 2018,37,34,0.92,150,311,2.07
,,2018 - 2019,19,30,1.58,64,285,4.45
,,2019 - 2020,14,22,1.57,29,148,5.1
,,2020 - 2021,14,22,1.57,29,53,1.83
,,2021 - 2022,17,25,1.47,30,56,1.87
,,2022 - 2023,17,25,1.47,30,56,1.87
2. Assam,1. Baksa,2013 - 2014,,,,"1,290.00","1,251.00",0.97
,,2014 - 2015,,,,"1,519.00","1,700.00",1.12
,,2015 - 2016,,,,"1,385.00","1,310.00",0.95
,,2016 - 2017,,,,"1,270.00","1,447.00",1.14
,,2017 - 2018,,,,"1,405.00","1,325.00",0.94
,,2018 - 2019,,,,"1,380.00","1,449.00",1.05
,,2019 - 2020,,,,"1,430.00","1,539.00",1.08
,,2020 - 2021,,,,"1,436.00","1,529.00",1.06
,,2021 - 2022,,,,"1,300.00","1,388.00",1.07
,,2022 - 2023,,,,"1,200.00","1,296.00",1.08
,2. Barpeta,2013 - 2014,,,,"1,435.00","1,222.00",0.85
,,2014 - 2015,,,,"1,427.00","1,647.00",1.15
,,2015 - 2016,,,,"1,355.00","1,554.00",1.15
,,2016 - 2017,,,,"1,344.00","1,412.00",1.05
,,2017 - 2018,,,,"1,804.00","1,131.00",0.63
,,2018 - 2019,,,,"1,250.00",792,0.63
,,2019 - 2020,,,,"1,233.00","1,079.00",0.88
,,2020 - 2021,,,,"1,206.00",768,0.64
,,2021 - 2022,,,,"1,087.00",729,0.67
,,2022 - 2023,,,,"1,065.00",727,0.68
,3. Biswanath,2020 - 2021,,,,961,"1,175.00",1.22
,,2021 - 2022,,,,"1,122.00","1,378.00",1.23
,,2022 - 2023,,,,"1,370.00","1,690.00",1.23
,4. Bongaigaon,2013 - 2014,,,,409,350,0.86
,,2014 - 2015,,,,420,450,1.07
,,2015 - 2016,,,,470,389,0.83
,,2016 - 2017,,,,498,525,1.05
,,2017 - 2018,,,,455,569,1.25
,,2018 - 2019,,,,472,344,0.73
,,2019 - 2020,,,,325,438,1.35
,,2020 - 2021,,,,329,227,0.69
,,2021 - 2022,,,,677,467,0.69
,,2022 - 2023,,,,696,525,0.75
,5. Cachar,2013 - 2014,,,,498,332,0.67
,,2014 - 2015,,,,422,353,0.84
,,2015 - 2016,,,,406,305,0.75
,,2016 - 2017,,,,422,317,0.75
,,2017 - 2018,,,,444,336,0.76
,,2018 - 2019,,,,445,349,0.78
,,2019 - 2020,,,,408,476,1.17
,,2020 - 2021,,,,398,92,0.23
,,2021 - 2022,,,,401,146,0.36
,,2022 - 2023,,,,829,291,0.35
,6. Charaideo,2020 - 2021,,,,74,48,0.65
,,2021 - 2022,,,,85,55,0.65
,,2022 - 2023,,,,108,70,0.65
,7. Chirang,2013 - 2014,,,,397,272,0.69
,,2014 - 2015,,,,419,458,1.09
,,2015 - 2016,,,,205,189,0.92
,,2016 - 2017,,,,312,316,1.01
,,2017 - 2018,,,,460,292,0.63
,,2018 - 2019,,,,326,207,0.63
,,2019 - 2020,,,,339,392,1.16
,,2020 - 2021,,,,330,227,0.69
,,2021 - 2022,,,,325,302,0.93
,,2022 - 2023,,,,350,420,1.2
,8. Darrang,2013 - 2014,,,,"2,179.00","5,556.00",2.55
,,2014 - 2015,,,,"2,153.00","2,263.00",1.05
,,2015 - 2016,,,,"2,058.00","2,459.00",1.19
,,2016 - 2017,,,,"2,205.00","2,635.00",1.2
,,2017 - 2018,,,,"2,139.00","2,622.00",1.23
,,2018 - 2019,,,,"1,940.00","2,386.00",1.23
,,2019 - 2020,,,,"1,933.00","1,486.00",0.77
,,2020 - 2021,,,,"1,951.00","2,400.00",1.23
,,2021 - 2022,,,,"1,936.00","2,284.00",1.18
,,2022 - 2023,,,,"1,945.00","2,529.00",1.3
,9. Dhemaji,2013 - 2014,,,,"2,223.00","1,535.00",0.69
,,2014 - 2015,,,,"1,914.00","1,832.00",0.96
,,2015 - 2016,,,,599,517,0.86
,,2016 - 2017,,,,630,542,0.86
,,2017 - 2018,,,,659,564,0.86
,,2018 - 2019,,,,681,953,1.4
,,2019 - 2020,,,,618,526,0.85
,,2020 - 2021,,,,600,635,1.06
,,2021 - 2022,,,,600,622,1.04
,,2022 - 2023,,,,554,394,0.71
,10. Dhubri,2013 - 2014,,,,338,287,0.85
,,2014 - 2015,,,,369,411,1.11
,,2015 - 2016,,,,626,693,1.11
,,2016 - 2017,,,,668,612,0.92
,,2017 - 2018,,,,554,505,0.91
,,2018 - 2019,,,,624,576,0.92
,,2019 - 2020,,,,666,616,0.92
,,2020 - 2021,,,,590,550,0.93
,,2021 - 2022,,,,590,550,0.93
,,2022 - 2023,,,,"1,170.00","1,095.00",0.94
,11. Dibrugarh,2013 - 2014,,,,"1,100.00",627,0.57
,,2014 - 2015,,,,"1,044.00",509,0.49
,,2015 - 2016,,,,"1,101.00",672,0.61
,,2016 - 2017,,,,"1,128.00",688,0.61
,,2017 - 2018,,,,"1,091.00",666,0.61
,,2018 - 2019,,,,"1,060.00",806,0.76
,,2019 - 2020,,,,"1,000.00",799,0.8
,,2020 - 2021,,,,998,783,0.78
,,2021 - 2022,,,,856,347,0.41
,,2022 - 2023,,,,878,536,0.61
,12. Dima hasao,2013 - 2014,,,,597,333,0.56
,,2014 - 2015,,,,462,321,0.69
,,2015 - 2016,,,,488,238,0.49
,,2016 - 2017,,,,516,252,0.49
,,2017 - 2018,,,,492,223,0.45
,,2018 - 2019,,,,499,244,0.49
,,2019 - 2020,,,,578,460,0.8
,,2020 - 2021,,,,578,282,0.49
,,2021 - 2022,,,,570,278,0.49
,,2022 - 2023,,,,570,278,0.49
,13. Goalpara,2013 - 2014,,,,520,520,1
,,2014 - 2015,,,,650,483,0.74
,,2015 - 2016,,,,"1,012.00",767,0.76
,,2016 - 2017,,,,"1,568.00","1,129.00",0.72
,,2017 - 2018,,,,"1,511.00","1,058.00",0.7
,,2018 - 2019,,,,"1,625.00","1,138.00",0.7
,,2019 - 2020,,,,"1,501.00","1,492.00",0.99
,,2020 - 2021,,,,"1,489.00","1,050.00",0.71
,,2021 - 2022,,,,"1,505.00","1,106.00",0.73
,,2022 - 2023,,,,"1,537.00","1,207.00",0.79
,14. Golaghat,2013 - 2014,,,,"1,101.00","1,044.00",0.95
,,2014 - 2015,,,,983,"1,259.00",1.28
,,2015 - 2016,,,,973,907,0.93
,,2016 - 2017,,,,885,837,0.95
,,2017 - 2018,,,,880,858,0.98
,,2018 - 2019,,,,876,853,0.97
,,2019 - 2020,,,,814,969,1.19
,,2020 - 2021,,,,816,740,0.91
,,2021 - 2022,,,,913,827,0.91
,,2022 - 2023,,,,911,830,0.91
,15. Hailakandi,2013 - 2014,,,,35,38,1.09
,,2014 - 2015,,,,41,33,0.8
,,2015 - 2016,,,,50,31,0.62
,,2016 - 2017,,,,42,26,0.62
,,2017 - 2018,,,,32,29,0.91
,,2018 - 2019,,,,52,47,0.9
,,2019 - 2020,,,,42,56,1.33
,,2020 - 2021,,,,59,53,0.9
,,2021 - 2022,,,,54,52,0.96
,,2022 - 2023,,,,49,61,1.24
,16. Hojai,2020 - 2021,,,,325,269,0.83
,,2021 - 2022,,,,325,269,0.83
,,2022 - 2023,,,,325,271,0.83
,17. Jorhat,2013 - 2014,,,,"1,993.00","1,339.00",0.67
,,2014 - 2015,,,,"2,051.00","1,288.00",0.63
,,2015 - 2016,,,,"1,981.00","1,251.00",0.63
,,2016 - 2017,,,,"2,184.00","1,358.00",0.62
,,2017 - 2018,,,,"2,279.00","2,187.00",0.96
,,2018 - 2019,,,,"3,095.00","2,059.00",0.67
,,2019 - 2020,,,,"2,429.00","1,749.00",0.72
,,2020 - 2021,,,,384,242,0.63
,,2021 - 2022,,,,381,242,0.64
,,2022 - 2023,,,,330,211,0.64
,18. Kamrup,2013 - 2014,,,,"1,624.00","1,399.00",0.86
,,2014 - 2015,,,,"1,516.00","1,731.00",1.14
,,2015 - 2016,,,,"1,423.00","1,209.00",0.85
,,2016 - 2017,,,,"1,258.00","1,090.00",0.87
,,2017 - 2018,,,,"1,061.00",914,0.86
,,2018 - 2019,,,,"1,020.00",913,0.9
,,2019 - 2020,,,,"1,030.00","1,085.00",1.05
,,2020 - 2021,,,,"1,570.00","1,410.00",0.9
,,2021 - 2022,,,,"2,395.00","1,595.00",0.67
,,2022 - 2023,,,,"1,799.00","2,159.00",1.2
,19. Kamrup metro,2013 - 2014,,,,284,254,0.89
,,2014 - 2015,,,,275,330,1.2
,,2015 - 2016,,,,273,244,0.89
,,2016 - 2017,,,,78,70,0.9
,,2017 - 2018,,,,138,124,0.9
,,2018 - 2019,,,,171,153,0.89
,,2019 - 2020,,,,156,269,1.72
,,2020 - 2021,,,,125,112,0.9
,,2021 - 2022,,,,220,164,0.75
,,2022 - 2023,,,,198,230,1.16
,20. Karbi anglong,2013 - 2014,,,,590,417,0.71
,,2014 - 2015,,,,624,525,0.84
,,2015 - 2016,,,,628,466,0.74
,,2016 - 2017,,,,647,468,0.72
,,2017 - 2018,,,,742,536,0.72
,,2018 - 2019,,,,"1,236.00",900,0.73
,,2019 - 2020,,,,"1,257.00","1,338.00",1.06
,,2020 - 2021,,,,"1,281.00",930,0.73
,,2021 - 2022,,,,"1,062.00",771,0.73
,,2022 - 2023,,,,"1,304.00",947,0.73
,21. Karimganj,2013 - 2014,,,,156,99,0.63
,,2014 - 2015,,,,171,79,0.46
,,2015 - 2016,,,,68,58,0.85
,,2016 - 2017,,,,340,221,0.65
,,2017 - 2018,,,,123,45,0.37
,,2018 - 2019,,,,133,106,0.8
,,2019 - 2020,,,,175,175,1
,,2020 - 2021,,,,325,279,0.86
,,2021 - 2022,,,,197,187,0.95
,,2022 - 2023,,,,195,205,1.05
,22. Kokrajhar,2013 - 2014,,,,710,459,0.65
,,2014 - 2015,,,,705,583,0.83
,,2015 - 2016,,,,720,494,0.69
,,2016 - 2017,,,,730,458,0.63
,,2017 - 2018,,,,751,472,0.63
,,2018 - 2019,,,,730,461,0.63
,,2019 - 2020,,,,690,726,1.05
,,2020 - 2021,,,,672,425,0.63
,,2021 - 2022,,,,730,526,0.72
,,2022 - 2023,,,,417,496,1.19
,23. Lakhimpur,2013 - 2014,,,,"1,478.00",910,0.62
,,2014 - 2015,,,,"1,590.00","1,431.00",0.9
,,2015 - 2016,,,,"1,260.00","1,144.00",0.91
,,2016 - 2017,,,,"1,665.00","1,509.00",0.91
,,2017 - 2018,,,,"2,800.00","2,363.00",0.84
,,2018 - 2019,,,,"1,910.00","2,388.00",1.25
,,2019 - 2020,,,,"1,895.00","1,446.00",0.76
,,2020 - 2021,,,,"1,835.00","2,331.00",1.27
,,2021 - 2022,,,,"1,667.00","2,076.00",1.25
,,2022 - 2023,,,,"1,446.00","1,750.00",1.21
,24. Majuli,2020 - 2021,,,,"2,010.00","1,347.00",0.67
,,2021 - 2022,,,,"1,520.00","1,018.00",0.67
,,2022 - 2023,,,,"1,520.00","1,018.00",0.67
,25. Marigaon,2013 - 2014,,,,842,825,0.98
,,2014 - 2015,,,,761,"1,068.00",1.4
,,2015 - 2016,,,,740,"1,038.00",1.4
,,2016 - 2017,,,,780,"1,104.00",1.42
,,2017 - 2018,,,,760,"1,097.00",1.44
,,2018 - 2019,,,,735,953,1.3
,,2019 - 2020,,,,779,"1,027.00",1.32
,,2020 - 2021,,,,774,968,1.25
,,2021 - 2022,,,,"1,001.00","1,251.00",1.25
,,2022 - 2023,,,,"1,436.00","1,666.00",1.16
,26. Nagaon,2013 - 2014,,,,"2,062.00","1,128.00",0.55
,,2014 - 2015,,,,"1,888.00","1,075.00",0.57
,,2015 - 2016,,,,"2,171.00","1,749.00",0.81
,,2016 - 2017,,,,"2,096.00","1,624.00",0.77
,,2017 - 2018,,,,"2,052.00","1,398.00",0.68
,,2018 - 2019,,,,"1,841.00","1,363.00",0.74
,,2019 - 2020,,,,"1,857.00","1,089.00",0.59
,,2020 - 2021,,,,"1,528.00","1,051.00",0.69
,,2021 - 2022,,,,"1,543.00","1,061.00",0.69
,,2022 - 2023,,,,"1,880.00","1,329.00",0.71
,27. Nalbari,2013 - 2014,,,,"3,000.00","2,505.00",0.84
,,2014 - 2015,,,,"2,720.00","3,016.00",1.11
,,2015 - 2016,,,,"2,720.00","2,263.00",0.83
,,2016 - 2017,,,,"1,184.00","1,421.00",1.2
,,2017 - 2018,,,,"2,208.00","2,833.00",1.28
,,2018 - 2019,,,,"2,037.00","2,444.00",1.2
,,2019 - 2020,,,,"1,288.00","1,484.00",1.15
,,2020 - 2021,,,,"1,100.00","1,430.00",1.3
,,2021 - 2022,,,,"1,100.00","1,441.00",1.31
,,2022 - 2023,,,,510,638,1.25
,28. Sivasagar,2013 - 2014,,,,980,611,0.62
,,2014 - 2015,,,,565,475,0.84
,,2015 - 2016,,,,733,857,1.17
,,2016 - 2017,,,,"1,286.00","1,179.00",0.92
,,2017 - 2018,,,,"1,366.00","1,621.00",1.19
,,2018 - 2019,,,,"1,155.00","1,424.00",1.23
,,2019 - 2020,,,,965,"1,445.00",1.5
,,2020 - 2021,,,,310,247,0.8
,,2021 - 2022,,,,289,191,0.66
,,2022 - 2023,,,,180,130,0.72
,29. Sonitpur,2013 - 2014,,,,"3,234.00","1,788.00",0.55
,,2014 - 2015,,,,"3,053.00","2,276.00",0.75
,,2015 - 2016,,,,"2,793.00","2,262.00",0.81
,,2016 - 2017,,,,"2,827.00","2,324.00",0.82
,,2017 - 2018,,,,"2,621.00","2,468.00",0.94
,,2018 - 2019,,,,"2,449.00","2,200.00",0.9
,,2019 - 2020,,,,"2,668.00","2,297.00",0.86
,,2020 - 2021,,,,"1,810.00","1,660.00",0.92
,,2021 - 2022,,,,"1,810.00","1,602.00",0.89
,,2022 - 2023,,,,"1,880.00","1,673.00",0.89
,30. South salmara mancachar,2020 - 2021,,,,60,53,0.88
,,2021 - 2022,,,,60,53,0.88
,,2022 - 2023,,,,70,77,1.1
,31. Tinsukia,2013 - 2014,,,,"1,564.00","1,063.00",0.68
,,2014 - 2015,,,,"1,645.00","1,661.00",1.01
,,2015 - 2016,,,,"1,600.00","1,555.00",0.97
,,2016 - 2017,,,,"1,572.00","1,543.00",0.98
,,2017 - 2018,,,,"1,606.00","1,753.00",1.09
,,2018 - 2019,,,,"1,593.00","1,780.00",1.12
,,2019 - 2020,,,,"1,329.00","1,124.00",0.85
,,2020 - 2021,,,,"1,392.00","1,714.00",1.23
,,2021 - 2022,,,,"1,387.00","1,643.00",1.18
,,2022 - 2023,,,,"1,045.00","1,325.00",1.27
,32. Udalguri,2013 - 2014,,,,607,345,0.57
,,2014 - 2015,,,,565,419,0.74
,,2015 - 2016,,,,496,820,1.65
,,2016 - 2017,,,,545,901,1.65
,,2017 - 2018,,,,535,880,1.64
,,2018 - 2019,,,,525,677,1.29
,,2019 - 2020,,,,486,499,1.03
,,2020 - 2021,,,,478,607,1.27
,,2021 - 2022,,,,478,612,1.28
,,2022 - 2023,,,,482,586,1.22
,33. West karbi anglong,2020 - 2021,,,,190,138,0.73
,,2021 - 2022,,,,190,138,0.73
,,2022 - 2023,,,,192,140,0.73
3. Bihar,1. Araria,2013 - 2014,,,,22,23,1.05
,,2016 - 2017,,,,7,7,1
,2. Arwal,2013 - 2014,,,,576,432,0.75
,,2014 - 2015,,,,861,870,1.01
,,2015 - 2016,,,,788,788,1
,,2016 - 2017,,,,718,661,0.92
,,2017 - 2018,,,,694,569,0.82
,,2018 - 2019,,,,575,525,0.91
,,2019 - 2020,,,,289,255,0.88
,,2020 - 2021,,,,233,204,0.88
,,2021 - 2022,,,,236,233,0.99
,,2022 - 2023,,,,234,214,0.91
,3. Aurangabad,2013 - 2014,,,,"1,513.00","1,135.00",0.75
,,2014 - 2015,,,,"1,053.00","1,064.00",1.01
,,2015 - 2016,,,,"1,193.00","1,193.00",1
,,2016 - 2017,,,,644,592,0.92
,,2017 - 2018,,,,651,534,0.82
,,2018 - 2019,,,,776,708,0.91
,,2019 - 2020,,,,622,550,0.88
,,2020 - 2021,,,,623,543,0.87
,,2021 - 2022,,,,737,728,0.99
,,2022 - 2023,,,,709,649,0.92
,4. Banka,2013 - 2014,,,,3,3,1
,,2014 - 2015,,,,25,24,0.96
,,2015 - 2016,,,,10,11,1.1
,,2016 - 2017,,,,28,29,1.04
,,2017 - 2018,,,,27,28,1.04
,,2018 - 2019,,,,43,45,1.05
,,2019 - 2020,,,,80,83,1.04
,,2020 - 2021,,,,79,82,1.04
,,2021 - 2022,,,,79,82,1.04
,,2022 - 2023,,,,73,75,1.03
,5. Begusarai,2013 - 2014,,,,"1,281.00","1,358.00",1.06
,,2014 - 2015,,,,"1,241.00","1,253.00",1.01
,,2015 - 2016,,,,"1,454.00","1,701.00",1.17
,,2016 - 2017,,,,"1,454.00","1,406.00",0.97
,,2017 - 2018,,,,"1,466.00","1,727.00",1.18
,,2018 - 2019,,,,"1,475.00","1,630.00",1.11
,,2019 - 2020,,,,"1,235.00","1,338.00",1.08
,,2020 - 2021,,,,"1,353.00","1,518.00",1.12
,,2021 - 2022,,,,"1,321.00","1,457.00",1.1
,,2022 - 2023,,,,"1,279.00","1,965.00",1.54
,6. Bhagalpur,2013 - 2014,,,,"1,261.00","1,337.00",1.06
,,2014 - 2015,,,,"1,142.00","1,115.00",0.98
,,2015 - 2016,,,,"1,183.00","1,246.00",1.05
,,2016 - 2017,,,,"1,151.00","1,186.00",1.03
,,2017 - 2018,,,,"1,308.00","1,349.00",1.03
,,2018 - 2019,,,,"1,309.00","1,359.00",1.04
,,2019 - 2020,,,,"1,291.00","1,334.00",1.03
,,2020 - 2021,,,,933,965,1.03
,,2021 - 2022,,,,864,894,1.03
,,2022 - 2023,,,,867,896,1.03
,7. Bhojpur,2013 - 2014,,,,827,"1,034.00",1.25
,,2014 - 2015,,,,815,823,1.01
,,2015 - 2016,,,,821,865,1.05
,,2016 - 2017,,,,937,"1,034.00",1.1
,,2017 - 2018,,,,747,770,1.03
,,2018 - 2019,,,,666,708,1.06
,,2019 - 2020,,,,527,562,1.07
,,2020 - 2021,,,,462,486,1.05
,,2021 - 2022,,,,528,560,1.06
,,2022 - 2023,,,,395,419,1.06
,8. Buxar,2013 - 2014,,,,909,"1,136.00",1.25
,,2014 - 2015,,,,734,741,1.01
,,2015 - 2016,,,,808,851,1.05
,,2016 - 2017,,,,773,853,1.1
,,2017 - 2018,,,,816,841,1.03
,,2018 - 2019,,,,767,815,1.06
,,2019 - 2020,,,,715,762,1.07
,,2020 - 2021,,,,621,654,1.05
,,2021 - 2022,,,,539,572,1.06
,,2022 - 2023,,,,485,514,1.06
,9. Darbhanga,2013 - 2014,,,,6,6,1
,,2014 - 2015,,,,6,6,1
,,2015 - 2016,,,,9,9,1
,,2016 - 2017,,,,8,8,1
,,2017 - 2018,,,,8,8,1
,,2018 - 2019,,,,8,8,1
,10. Gaya,2013 - 2014,,,,191,143,0.75
,,2014 - 2015,,,,174,176,1.01
,,2015 - 2016,,,,191,191,1
,,2016 - 2017,,,,187,172,0.92
,,2017 - 2018,,,,347,285,0.82
,11. Gopalganj,2013 - 2014,,,,455,569,1.25
,,2014 - 2015,,,,411,514,1.25
,,2015 - 2016,,,,315,258,0.82
,,2016 - 2017,,,,291,322,1.11
,,2017 - 2018,,,,357,368,1.03
,,2018 - 2019,,,,328,323,0.98
,,2019 - 2020,,,,442,460,1.04
,,2020 - 2021,,,,393,400,1.02
,,2021 - 2022,,,,373,382,1.02
,,2022 - 2023,,,,406,417,1.03
,12. Jamui,2013 - 2014,,,,19,20,1.05
,,2014 - 2015,,,,2,2,1
,,2015 - 2016,,,,171,200,1.17
,,2016 - 2017,,,,173,167,0.97
,,2017 - 2018,,,,147,173,1.18
