State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,10. Chikmagalur,2013 - 2014,,,,,,,"1,546.00","88,122.00",57,,,,,,
,,2014 - 2015,,,,,,,"1,391.00","1,32,145.00",95,,,,,,
,,2015 - 2016,,,,,,,"1,113.00","69,785.00",62.7,,,,,,
,,2016 - 2017,,,,,,,"1,040.00","72,124.00",69.35,,,,,,
,,2017 - 2018,,,,,,,937,"69,432.00",74.1,,,,,,
,,2018 - 2019,,,,,,,448,"34,048.00",76,,,,,,
,,2019 - 2020,,,,,,,315,"28,299.00",89.84,,,,,,
,,2020 - 2021,,,,,,,254,"25,400.00",100,,,,,,
,,2021 - 2022,,,,,,,222,"22,468.00",101.21,,,,,,
,,2022 - 2023,,,,,,,198,"17,816.00",89.98,,,,,,
,11. Chitradurga,2015 - 2016,,,,,,,2,162,81,,,,,,
,,2016 - 2017,,,,,,,6,416,69.33,,,,,,
,,2017 - 2018,,,,,,,2,188,94,,,,,,
,,2018 - 2019,,,,,,,15,"1,282.00",85.47,,,,,,
,,2019 - 2020,,,,,,,28,"2,376.00",84.86,,,,,,
,,2020 - 2021,,,,,,,41,"3,936.00",96,,,,,,
,,2021 - 2022,,,,,,,60,"5,739.00",95.65,,,,,,
,,2022 - 2023,,,,,,,3,265,88.33,,,,,,
,12. Dakshin kannad,2013 - 2014,,,,,,,16,"1,444.00",90.25,,,,,,
,,2014 - 2015,,,,,,,10,912,91.2,,,,,,
,,2015 - 2016,,,,,,,10,808,80.8,,,,,,
,,2016 - 2017,,,,,,,10,694,69.4,,,,,,
,,2018 - 2019,,,,,,,7,598,85.43,,,,,,
,,2019 - 2020,,,,,,,5,453,90.6,,,,,,
,,2020 - 2021,,,,,,,15,"1,440.00",96,,,,,,
,,2021 - 2022,,,,,,,4,376,94,,,,,,
,,2022 - 2023,,,,,,,1,88,88,,,,,,
,13. Davangere,2013 - 2014,,,,,,,"6,900.00","7,93,155.00",114.95,,,,,,
,,2014 - 2015,,,,,,,"9,523.00","12,21,325.00",128.25,,,,,,
,,2015 - 2016,,,,,,,"4,444.00","5,69,943.00",128.25,,,,,,
,,2016 - 2017,,,,,,,"3,843.00","4,12,546.00",107.35,,,,,,
,,2017 - 2018,,,,,,,"3,795.00","4,10,998.00",108.3,,,,,,
,,2018 - 2019,,,,,,,890,"99,769.00",112.1,,,,,,
,,2019 - 2020,,,,,,,"1,028.00","1,07,800.00",104.86,,,,,,
,,2020 - 2021,,,,,,,981,"1,10,853.00",113,,,,,,
,,2021 - 2022,,,,,,,"1,310.00","1,41,508.00",108.02,,,,,,
,,2022 - 2023,,,,,,,"1,348.00","1,46,984.00",109.04,,,,,,
,14. Dharwad,2013 - 2014,,,,,,,"3,706.00","2,53,490.00",68.4,,,,,,
,,2014 - 2015,,,,,,,"8,653.00","6,41,187.00",74.1,,,,,,
,,2015 - 2016,,,,,,,"8,450.00","5,69,952.00",67.45,,,,,,
,,2016 - 2017,,,,,,,"7,327.00","5,08,127.00",69.35,,,,,,
,,2017 - 2018,,,,,,,"8,350.00","6,58,398.00",78.85,,,,,,
,,2018 - 2019,,,,,,,"8,046.00","5,50,346.00",68.4,,,,,,
,,2019 - 2020,,,,,,,"7,922.00","4,79,120.00",60.48,,,,,,
,,2020 - 2021,,,,,,,"5,744.00","4,42,288.00",77,,,,,,
,,2021 - 2022,,,,,,,"8,258.00","7,59,723.00",92,,,,,,
,,2022 - 2023,,,,,,,"11,061.00","8,62,778.00",78,,,,,,
,15. Gadag,2013 - 2014,,,,,,,964,"89,748.00",93.1,,,,,,
,,2014 - 2015,,,,,,,"1,870.00","1,97,192.00",105.45,,,,,,
,,2015 - 2016,,,,,,,"4,722.00","3,81,302.00",80.75,,,,,,
,,2016 - 2017,,,,,,,"2,855.00","1,60,023.00",56.05,,,,,,
,,2017 - 2018,,,,,,,813,"55,609.00",68.4,,,,,,
,,2018 - 2019,,,,,,,"1,905.00","1,10,395.00",57.95,,,,,,
,,2019 - 2020,,,,,,,"1,677.00","79,366.00",47.33,,,,,,
,,2020 - 2021,,,,,,,"1,086.00","54,300.00",50,,,,,,
,,2021 - 2022,,,,,,,"2,100.00","88,218.00",42.01,,,,,,
,,2022 - 2023,,,,,,,"2,452.00","1,25,050.00",51,,,,,,
,16. Gulbarga,2013 - 2014,,,,,,,"27,602.00","16,78,202.00",60.8,,,,,,
,,2014 - 2015,,,,,,,"45,503.00","30,25,950.00",66.5,,,,,,
,,2015 - 2016,,,,,,,"28,601.00","11,95,522.00",41.8,,,,,,
,,2016 - 2017,,,,,,,"28,429.00","10,80,302.00",38,,,,,,
,,2017 - 2018,,,,,,,"1,003.00","68,605.00",68.4,,,,,,
,,2018 - 2019,,,,,,,"25,629.00","19,72,152.00",76.95,,,,,,
,,2019 - 2020,,,,,,,"16,388.00","13,19,066.00",80.49,,,,,,
,,2020 - 2021,,,,,,,"19,117.00","13,38,190.00",70,,,,,,
,,2021 - 2022,,,,,,,"45,129.00","43,32,426.00",96,,,,,,
,,2022 - 2023,,,,,,,"57,164.00","48,01,808.00",84,,,,,,
,17. Hassan,2013 - 2014,,,,,,,"1,463.00","1,22,307.00",83.6,,,,,,
,,2014 - 2015,,,,,,,"1,568.00","1,71,304.00",109.25,,,,,,
,,2015 - 2016,,,,,,,689,"98,182.00",142.5,,,,,,
,,2016 - 2017,,,,,,,835,"58,700.00",70.3,,,,,,
,,2017 - 2018,,,,,,,"2,175.00","2,76,878.00",127.3,,,,,,
,,2018 - 2019,,,,,,,"2,849.00","3,00,427.00",105.45,,,,,,
,,2019 - 2020,,,,,,,"2,915.00","1,99,698.00",68.51,,,,,,
,,2020 - 2021,,,,,,,"2,125.00","2,12,500.00",100,,,,,,
,,2021 - 2022,,,,,,,"3,422.00","3,14,801.00",91.99,,,,,,
,,2022 - 2023,,,,,,,"3,611.00","3,68,353.00",102.01,,,,,,
,18. Haveri,2013 - 2014,,,,,,,"7,338.00","8,71,388.00",118.75,,,,,,
,,2014 - 2015,,,,,,,"10,376.00","10,94,149.00",105.45,,,,,,
,,2015 - 2016,,,,,,,"9,820.00","9,60,887.00",97.85,,,,,,
,,2016 - 2017,,,,,,,"7,632.00","7,03,289.00",92.15,,,,,,
,,2017 - 2018,,,,,,,"13,347.00","11,53,848.00",86.45,,,,,,
,,2018 - 2019,,,,,,,"7,323.00","5,00,893.00",68.4,,,,,,
,,2019 - 2020,,,,,,,"6,309.00","3,00,840.00",47.68,,,,,,
,,2020 - 2021,,,,,,,"8,226.00","7,97,922.00",97,,,,,,
,,2021 - 2022,,,,,,,"10,978.00","9,55,062.00",87,,,,,,
,,2022 - 2023,,,,,,,"12,373.00","6,68,115.00",54,,,,,,
,19. Kodagu,2020 - 2021,,,,,,,1,96,96,,,,,,
,,2021 - 2022,,,,,,,1,107,107,,,,,,
,20. Kolar,2016 - 2017,,,,,,,81,"5,617.00",69.35,,,,,,
,,2018 - 2019,,,,,,,48,"4,104.00",85.5,,,,,,
,,2019 - 2020,,,,,,,36,"3,064.00",85.11,,,,,,
,,2020 - 2021,,,,,,,40,"3,840.00",96,,,,,,
,,2021 - 2022,,,,,,,11,"1,035.00",94.09,,,,,,
,,2022 - 2023,,,,,,,42,"3,793.00",90.31,,,,,,
,21. Koppal,2013 - 2014,,,,,,,"2,593.00","2,31,555.00",89.3,,,,,,
,,2014 - 2015,,,,,,,"2,383.00","2,17,330.00",91.2,,,,,,
,,2015 - 2016,,,,,,,"1,789.00","1,44,462.00",80.75,,,,,,
,,2016 - 2017,,,,,,,310,"21,498.00",69.35,,,,,,
,,2017 - 2018,,,,,,,"1,291.00","1,21,419.00",94.05,,,,,,
,,2018 - 2019,,,,,,,"2,378.00","2,03,319.00",85.5,,,,,,
,,2019 - 2020,,,,,,,"1,959.00","1,64,710.00",84.08,,,,,,
,,2020 - 2021,,,,,,,944,"90,624.00",96,,,,,,
,,2021 - 2022,,,,,,,"2,052.00","1,96,966.00",95.99,,,,,,
,,2022 - 2023,,,,,,,"2,255.00","2,02,948.00",90,,,,,,
,22. Mandya,2013 - 2014,,,,,,,"19,462.00","24,96,002.00",128.25,,,,,,
,,2014 - 2015,,,,,,,"21,592.00","25,43,538.00",117.8,,,,,,
,,2015 - 2016,,,,,,,"27,784.00","30,61,797.00",110.2,,,,,,
,,2016 - 2017,,,,,,,"17,628.00","21,93,805.00",124.45,,,,,,
,,2017 - 2018,,,,,,,"20,941.00","23,47,486.00",112.1,,,,,,
,,2018 - 2019,,,,,,,"34,637.00","37,18,282.00",107.35,,,,,,
,,2019 - 2020,,,,,,,"37,208.00","39,84,515.00",107.09,,,,,,
,,2020 - 2021,,,,,,,"38,999.00","43,28,889.00",111,,,,,,
,,2021 - 2022,,,,,,,"40,397.00","47,66,810.00",118,,,,,,
,,2022 - 2023,,,,,,,"43,502.00","48,72,246.00",112,,,,,,
,23. Mysore,2013 - 2014,,,,,,,"7,995.00","6,83,572.00",85.5,,,,,,
,,2014 - 2015,,,,,,,"4,104.00","3,74,285.00",91.2,,,,,,
,,2015 - 2016,,,,,,,"6,261.00","6,18,587.00",98.8,,,,,,
,,2016 - 2017,,,,,,,"3,338.00","3,32,966.00",99.75,,,,,,
,,2017 - 2018,,,,,,,"4,150.00","5,08,582.00",122.55,,,,,,
,,2018 - 2019,,,,,,,"9,345.00","8,61,142.00",92.15,,,,,,
,,2019 - 2020,,,,,,,"10,680.00","12,07,682.00",113.08,,,,,,
,,2020 - 2021,,,,,,,"10,721.00","14,58,056.00",136,,,,,,
,,2021 - 2022,,,,,,,"14,719.00","16,63,192.00",113,,,,,,
,,2022 - 2023,,,,,,,"13,968.00","16,90,121.00",121,,,,,,
,24. Raichur,2013 - 2014,,,,,,,345,"30,808.00",89.3,,,,,,
,,2014 - 2015,,,,,,,295,"26,904.00",91.2,,,,,,
,,2018 - 2019,,,,,,,558,"47,709.00",85.5,,,,,,
,,2019 - 2020,,,,,,,297,"24,947.00",84,,,,,,
,,2020 - 2021,,,,,,,331,"31,776.00",96,,,,,,
,,2021 - 2022,,,,,,,"1,372.00","1,31,707.00",96,,,,,,
,,2022 - 2023,,,,,,,"1,679.00","1,51,087.00",89.99,,,,,,
,25. Ramanagara,2013 - 2014,,,,,,,191,"14,697.00",76.95,,,,,,
,,2014 - 2015,,,,,,,"1,027.00","67,320.00",65.55,,,,,,
,,2015 - 2016,,,,,,,492,"45,338.00",92.15,,,,,,
,,2016 - 2017,,,,,,,98,"10,241.00",104.5,,,,,,
,,2017 - 2018,,,,,,,221,"17,216.00",77.9,,,,,,
,,2018 - 2019,,,,,,,278,"23,769.00",85.5,,,,,,
,,2019 - 2020,,,,,,,230,"15,313.00",66.58,,,,,,
,,2020 - 2021,,,,,,,215,"8,600.00",40,,,,,,
,,2021 - 2022,,,,,,,286,"18,571.00",64.93,,,,,,
,,2022 - 2023,,,,,,,286,"12,591.00",44.02,,,,,,
,26. Shimoga,2013 - 2014,,,,,,,"4,915.00","4,71,594.00",95.95,,,,,,
,,2014 - 2015,,,,,,,"3,940.00","3,93,015.00",99.75,,,,,,
,,2015 - 2016,,,,,,,"3,981.00","3,59,285.00",90.25,,,,,,
,,2016 - 2017,,,,,,,"2,447.00","2,11,543.00",86.45,,,,,,
,,2017 - 2018,,,,,,,"1,268.00","1,12,028.00",88.35,,,,,,
,,2018 - 2019,,,,,,,"1,002.00","95,190.00",95,,,,,,
,,2019 - 2020,,,,,,,764,"81,263.00",106.37,,,,,,
,,2020 - 2021,,,,,,,713,"85,560.00",120,,,,,,
,,2021 - 2022,,,,,,,804,"1,09,290.00",135.93,,,,,,
,,2022 - 2023,,,,,,,729,"92,598.00",127.02,,,,,,
,27. Tumkur,2013 - 2014,,,,,,,"1,556.00","1,22,691.00",78.85,,,,,,
,,2014 - 2015,,,,,,,"1,670.00","1,74,515.00",104.5,,,,,,
,,2015 - 2016,,,,,,,214,"22,363.00",104.5,,,,,,
,,2016 - 2017,,,,,,,735,"66,334.00",90.25,,,,,,
,,2017 - 2018,,,,,,,917,"86,244.00",94.05,,,,,,
,,2018 - 2019,,,,,,,616,"52,668.00",85.5,,,,,,
,,2019 - 2020,,,,,,,404,"47,759.00",118.22,,,,,,
,,2020 - 2021,,,,,,,416,"38,272.00",92,,,,,,
,,2021 - 2022,,,,,,,449,"46,644.00",103.88,,,,,,
,,2022 - 2023,,,,,,,371,"29,714.00",80.09,,,,,,
,28. Udupi,2013 - 2014,,,,,,,55,"4,912.00",89.31,,,,,,
,,2014 - 2015,,,,,,,42,"3,830.00",91.19,,,,,,
,,2015 - 2016,,,,,,,11,888,80.73,,,,,,
,,2016 - 2017,,,,,,,14,971,69.36,,,,,,
,,2017 - 2018,,,,,,,11,"1,035.00",94.09,,,,,,
,,2018 - 2019,,,,,,,24,"2,052.00",85.5,,,,,,
,,2019 - 2020,,,,,,,20,"1,662.00",83.1,,,,,,
,,2020 - 2021,,,,,,,13,"1,248.00",96,,,,,,
,,2021 - 2022,,,,,,,13,"1,217.00",93.62,,,,,,
,,2022 - 2023,,,,,,,11,970,88.18,,,,,,
,29. Uttar kannad,2013 - 2014,,,,,,,"5,324.00","4,19,797.00",78.85,,,,,,
,,2014 - 2015,,,,,,,"6,207.00","4,83,525.00",77.9,,,,,,
,,2015 - 2016,,,,,,,"6,542.00","4,78,547.00",73.15,,,,,,
,,2016 - 2017,,,,,,,"5,941.00","3,72,501.00",62.7,,,,,,
,,2018 - 2019,,,,,,,"6,836.00","4,67,582.00",68.4,,,,,,
,,2019 - 2020,,,,,,,"7,788.00","4,51,087.00",57.92,,,,,,
,,2020 - 2021,,,,,,,"7,796.00","5,30,128.00",68,,,,,,
,,2021 - 2022,,,,,,,"11,676.00","10,74,190.00",92,,,,,,
,,2022 - 2023,,,,,,,"14,176.00","10,49,002.00",74,,,,,,
,30. Vijayanagar,2022 - 2023,,,,,,,"10,403.00","7,28,189.00",70,,,,,,
,31. Yadgir,2013 - 2014,,,,,,,"1,207.00","1,07,785.00",89.3,,,,,,
,,2014 - 2015,,,,,,,862,"78,614.00",91.2,,,,,,
,,2015 - 2016,,,,,,,794,"64,116.00",80.75,,,,,,
,,2016 - 2017,,,,,,,945,"65,536.00",69.35,,,,,,
,,2017 - 2018,,,,,,,"1,216.00","1,14,365.00",94.05,,,,,,
,,2018 - 2019,,,,,,,911,"77,890.00",85.5,,,,,,
,,2019 - 2020,,,,,,,525,"44,158.00",84.11,,,,,,
,,2020 - 2021,,,,,,,592,"56,832.00",96,,,,,,
,,2021 - 2022,,,,,,,862,"82,765.00",96.02,,,,,,
,,2022 - 2023,,,,,,,"2,073.00","1,86,543.00",89.99,,,,,,
16. Kerala,1. Alappuzha,2013 - 2014,,,,,,,45,"4,030.00",89.56,,,,,,
,,2014 - 2015,,,,,,,54.9,250,4.55,,,,,,
,,2015 - 2016,,,,,,,44.01,"3,852.66",87.54,,,,,,
,,2016 - 2017,,,,,,,40,"3,220.00",80.5,,,,,,
,,2017 - 2018,,,,,,,28,"2,300.00",82.14,,,,,,
,,2018 - 2019,,,,,,,29,"1,537.00",53,,,,,,
,,2019 - 2020,,,,,,,36.01,"2,704.65",75.11,,,,,,
,,2020 - 2021,,,,,,,32.71,234.88,7.18,,,,,,
,,2021 - 2022,,,,,,,33,260.7,7.9,,,,,,
,,2022 - 2023,,,,,,,34.84,295.7,8.49,,,,,,
,2. Ernakulam,2013 - 2014,,,,,,,1,,0,,,,,,
,,2014 - 2015,,,,,,,0.2,,0,,,,,,
,,2015 - 2016,,,,,,,0.31,,0,,,,,,
,,2016 - 2017,,,,,,,0,,0,,,,,,
,,2017 - 2018,,,,,,,0.16,,0,,,,,,
,,2018 - 2019,,,,,,,0.01,0.68,85,,,,,,
,,2019 - 2020,,,,,,,4,,0,,,,,,
,,2020 - 2021,,,,,,,4,20,5,,,,,,
,,2021 - 2022,,,,,,,4,10,2.5,,,,,,
,,2022 - 2023,,,,,,,5.25,37.37,7.12,,,,,,
,3. Idukki,2013 - 2014,,,,,,,"1,660.00","1,75,590.00",105.78,,,,,,
,,2014 - 2015,,,,,,,"1,068.90","1,15,120.00",107.7,,,,,,
,,2015 - 2016,,,,,,,875.79,"98,271.48",112.21,,,,,,
,,2016 - 2017,,,,,,,829,"93,510.00",112.8,,,,,,
,,2017 - 2018,,,,,,,918,"1,03,090.00",112.3,,,,,,
,,2018 - 2019,,,,,,,888,"97,768.80",110.1,,,,,,
,,2019 - 2020,,,,,,,849,"1,12,832.10",132.9,,,,,,
,,2020 - 2021,,,,,,,838,"10,076.95",12.03,,,,,,
,,2021 - 2022,,,,,,,835,"9,848.83",11.8,,,,,,
,,2022 - 2023,,,,,,,836,"9,413.36",11.26,,,,,,
,4. Kannur,2013 - 2014,,,,,,,1,90,90,,,,,,
,,2014 - 2015,,,,,,,3.43,460,134.11,,,,,,
,,2015 - 2016,,,,,,,2.79,374.34,134.27,,,,,,
,,2016 - 2017,,,,,,,3.64,410,112.64,,,,,,
,,2017 - 2018,,,,,,,2.63,360,136.88,,,,,,
,,2018 - 2019,,,,,,,2.52,262.6,104.21,,,,,,
,,2019 - 2020,,,,,,,2.44,168.62,69.11,,,,,,
,,2020 - 2021,,,,,,,0.84,9.37,11.15,,,,,,
,,2021 - 2022,,,,,,,0.39,3.9,9.99,,,,,,
,,2022 - 2023,,,,,,,1,7.68,7.68,,,,,,
,5. Kasaragod,2013 - 2014,,,,,,,1,,0,,,,,,
,,2014 - 2015,,,,,,,0.66,,0,,,,,,
,,2015 - 2016,,,,,,,0.59,,0,,,,,,
,6. Kollam,2013 - 2014,,,,,,,5,,0,,,,,,
,,2014 - 2015,,,,,,,0.38,,0,,,,,,
,,2015 - 2016,,,,,,,0.18,,0,,,,,,
,,2019 - 2020,,,,,,,0.3,33.12,110.4,,,,,,
,7. Kottayam,2013 - 2014,,,,,,,7,540,77.14,,,,,,
,,2014 - 2015,,,,,,,10.21,730,71.5,,,,,,
,,2015 - 2016,,,,,,,6.78,565.36,83.39,,,,,,
,,2016 - 2017,,,,,,,8.23,640,77.76,,,,,,
,,2017 - 2018,,,,,,,12.78,"1,060.00",82.94,,,,,,
,,2018 - 2019,,,,,,,15.43,"1,093.88",70.89,,,,,,
,,2019 - 2020,,,,,,,15.71,"1,249.32",79.52,,,,,,
,,2020 - 2021,,,,,,,15.32,111.69,7.29,,,,,,
,,2021 - 2022,,,,,,,18.21,120.42,6.61,,,,,,
,,2022 - 2023,,,,,,,32.34,176.74,5.47,,,,,,
,8. Kozhikode,2014 - 2015,,,,,,,0.21,,0,,,,,,
,,2015 - 2016,,,,,,,0.1,,0,,,,,,
,,2016 - 2017,,,,,,,0.01,,0,,,,,,
,,2017 - 2018,,,,,,,0,,0,,,,,,
,,2019 - 2020,,,,,,,0.01,0.87,87,,,,,,
,9. Malappuram,2015 - 2016,,,,,,,0.46,,0,,,,,,
,,2018 - 2019,,,,,,,0.12,10.29,85.04,,,,,,
,,2019 - 2020,,,,,,,0.12,10.45,87.08,,,,,,
,,2020 - 2021,,,,,,,0.12,1.11,9.25,,,,,,
,10. Palakkad,2013 - 2014,,,,,,,473,"39,550.00",83.62,,,,,,
,,2014 - 2015,,,,,,,371.81,"31,420.00",84.51,,,,,,
,,2015 - 2016,,,,,,,422.75,"34,480.74",81.56,,,,,,
,,2016 - 2017,,,,,,,171.45,"14,230.00",83,,,,,,
,,2017 - 2018,,,,,,,77.51,"7,460.00",96.25,,,,,,
,,2018 - 2019,,,,,,,66.6,"4,945.39",74.25,,,,,,
,,2019 - 2020,,,,,,,30.82,"2,477.05",80.37,,,,,,
,,2020 - 2021,,,,,,,17.93,83.21,4.64,,,,,,
,,2021 - 2022,,,,,,,13.77,93.37,6.78,,,,,,
,,2022 - 2023,,,,,,,7,68.97,9.85,,,,,,
,11. Pathanamthitta,2013 - 2014,,,,,,,16,"1,690.00",105.63,,,,,,
,,2014 - 2015,,,,,,,5.3,530,100,,,,,,
,,2015 - 2016,,,,,,,6.98,579.66,83.05,,,,,,
,,2016 - 2017,,,,,,,10.17,"1,120.00",110.13,,,,,,
,,2017 - 2018,,,,,,,8.14,840,103.19,,,,,,
,,2018 - 2019,,,,,,,10.2,680.21,66.7,,,,,,
,,2019 - 2020,,,,,,,11.63,"1,358.91",116.85,,,,,,
,,2020 - 2021,,,,,,,11.81,128.37,10.87,,,,,,
,,2021 - 2022,,,,,,,11.04,94.52,8.56,,,,,,
,,2022 - 2023,,,,,,,14.61,124.05,8.49,,,,,,
,12. Thiruvananthapuram,2014 - 2015,,,,,,,0.07,,0,,,,,,
,,2015 - 2016,,,,,,,0.09,,0,,,,,,
,13. Thrissur,2013 - 2014,,,,,,,0.29,30,103.45,,,,,,
,,2014 - 2015,,,,,,,0.24,20,83.33,,,,,,
,,2015 - 2016,,,,,,,0.09,0.86,9.56,,,,,,
,14. Wayanad,2013 - 2014,,,,,,,1,,0,,,,,,
,,2014 - 2015,,,,,,,0.75,,0,,,,,,
,,2015 - 2016,,,,,,,0.67,,0,,,,,,
,,2017 - 2018,,,,,,,0.45,,0,,,,,,
17. Madhya Pradesh,1. Agar malwa,2013 - 2014,,,,,,,14,530,37.86,,,,,,
,,2018 - 2019,,,,,,,1,4,4,,,,,,
,,2019 - 2020,,,,,,,2,6,3,,,,,,
,,2020 - 2021,,,,,,,2,0,0,,,,,,
,,2021 - 2022,,,,,,,2,60,30,,,,,,
,2. Alirajpur,2013 - 2014,,,,,,,8,400,50,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","20,000.00",20,,,,,,
,,2018 - 2019,,,,,,,1,3,3,,,,,,
,,2020 - 2021,,,,,,,2,0,0,,,,,,
,,2021 - 2022,,,,,,,2,20,10,,,,,,
,,2022 - 2023,,,,,,,3,6,2,,,,,,
,3. Anuppur,2017 - 2018,,,,,,,10,30,3,,,,,,
,,2018 - 2019,,,,,,,9,23,2.56,,,,,,
,,2019 - 2020,,,,,,,9,23,2.56,,,,,,
,,2020 - 2021,,,,,,,16,65,4.06,,,,,,
,,2021 - 2022,,,,,,,5,160,32,,,,,,
,,2022 - 2023,,,,,,,11,31,2.82,,,,,,
,4. Ashoknagar,2013 - 2014,,,,,,,233,"7,680.00",32.96,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","30,000.00",30,,,,,,
,,2018 - 2019,,,,,,,160,520,3.25,,,,,,
,,2019 - 2020,,,,,,,244,878,3.6,,,,,,
,,2020 - 2021,,,,,,,203,"8,729.00",43,,,,,,
,,2021 - 2022,,,,,,,101,"2,530.00",25.05,,,,,,
,,2022 - 2023,,,,,,,147,478,3.25,,,,,,
,5. Balaghat,2013 - 2014,,,,,,,912,"48,610.00",53.3,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","50,000.00",50,,,,,,
,,2015 - 2016,,,,,,,"1,000.00","30,000.00",30,,,,,,
,,2017 - 2018,,,,,,,"3,700.00","19,060.00",5.15,,,,,,
,,2018 - 2019,,,,,,,"1,656.00","8,275.00",5,,,,,,
,,2019 - 2020,,,,,,,"1,848.00","9,850.00",5.33,,,,,,
,,2020 - 2021,,,,,,,"1,958.00","16,447.00",8.4,,,,,,
,,2021 - 2022,,,,,,,"1,939.00","1,66,750.00",86,,,,,,
,,2022 - 2023,,,,,,,"1,809.00","15,557.00",8.6,,,,,,
,6. Barwani,2013 - 2014,,,,,,,"1,241.00","51,730.00",41.68,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","30,000.00",30,,,,,,
,,2016 - 2017,,,,,,,"6,000.00","1,08,000.00",18,,,,,,
,,2017 - 2018,,,,,,,"1,730.00","10,060.00",5.82,,,,,,
,,2018 - 2019,,,,,,,"3,820.00","20,159.00",5.28,,,,,,
,,2019 - 2020,,,,,,,"3,372.00","16,015.00",4.75,,,,,,
,,2020 - 2021,,,,,,,"3,957.00","2,71,055.00",68.5,,,,,,
,,2021 - 2022,,,,,,,"5,065.00","3,46,950.00",68.5,,,,,,
,,2022 - 2023,,,,,,,"5,218.00","35,743.00",6.85,,,,,,
,7. Betul,2013 - 2014,,,,,,,"4,861.00","2,97,110.00",61.12,,,,,,
,,2014 - 2015,,,,,,,"8,000.00","2,30,000.00",28.75,,,,,,
,,2015 - 2016,,,,,,,"5,000.00","2,40,000.00",48,,,,,,
,,2016 - 2017,,,,,,,"12,000.00","3,38,000.00",28.17,,,,,,
,,2017 - 2018,,,,,,,"11,290.00","71,590.00",6.34,,,,,,
,,2018 - 2019,,,,,,,"13,284.00","56,977.00",4.29,,,,,,
,,2019 - 2020,,,,,,,"13,446.00","75,719.00",5.63,,,,,,
,,2020 - 2021,,,,,,,"2,130.00","21,300.00",10,,,,,,
,,2021 - 2022,,,,,,,"19,190.00","14,68,040.00",76.5,,,,,,
,,2022 - 2023,,,,,,,"22,056.00","1,67,912.00",7.61,,,,,,
,8. Bhind,2013 - 2014,,,,,,,30,840,28,,,,,,
,,2018 - 2019,,,,,,,12,37,3.08,,,,,,
,,2019 - 2020,,,,,,,20,122,6.1,,,,,,
,,2020 - 2021,,,,,,,24,0,0,,,,,,
,,2021 - 2022,,,,,,,1,40,40,,,,,,
,,2022 - 2023,,,,,,,10,49,4.9,,,,,,
,9. Bhopal,2013 - 2014,,,,,,,175,"5,140.00",29.37,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","20,000.00",20,,,,,,
,,2016 - 2017,,,,,,,300,"11,000.00",36.67,,,,,,
,,2018 - 2019,,,,,,,17,41,2.41,,,,,,
,,2019 - 2020,,,,,,,21,58,2.76,,,,,,
,,2020 - 2021,,,,,,,32,157,4.91,,,,,,
,,2021 - 2022,,,,,,,2,100,50,,,,,,
,,2022 - 2023,,,,,,,14,72,5.14,,,,,,
,10. Burhanpur,2013 - 2014,,,,,,,"2,832.00","1,72,860.00",61.04,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","40,000.00",40,,,,,,
,,2015 - 2016,,,,,,,"4,000.00","2,60,000.00",65,,,,,,
,,2017 - 2018,,,,,,,"5,300.00","34,190.00",6.45,,,,,,
,,2018 - 2019,,,,,,,8,26,3.25,,,,,,
,,2019 - 2020,,,,,,,"4,265.00","29,192.00",6.84,,,,,,
,,2020 - 2021,,,,,,,"4,532.00","3,07,496.00",67.85,,,,,,
,,2021 - 2022,,,,,,,"4,510.00","3,08,940.00",68.5,,,,,,
,,2022 - 2023,,,,,,,"5,134.00","35,168.00",6.85,,,,,,
,11. Chhatarpur,2013 - 2014,,,,,,,266,"9,680.00",36.39,,,,,,
,,2014 - 2015,,,,,,,"1,000.00","20,000.00",20,,,,,,
,,2016 - 2017,,,,,,,230,"7,000.00",30.43,,,,,,
,,2017 - 2018,,,,,,,120,260,2.17,,,,,,
,,2018 - 2019,,,,,,,86,280,3.26,,,,,,
,,2019 - 2020,,,,,,,117,321,2.74,,,,,,
,,2020 - 2021,,,,,,,92,309,3.36,,,,,,
,,2021 - 2022,,,,,,,8,270,33.75,,,,,,
,,2022 - 2023,,,,,,,20,61,3.05,,,,,,
,12. Chhindwara,2013 - 2014,,,,,,,"4,527.00","3,13,800.00",69.32,,,,,,
,,2014 - 2015,,,,,,,"6,000.00","3,50,000.00",58.33,,,,,,
,,2015 - 2016,,,,,,,"4,000.00","1,90,000.00",47.5,,,,,,
,,2017 - 2018,,,,,,,"11,000.00","44,000.00",4,,,,,,
,,2018 - 2019,,,,,,,"2,028.00","16,346.00",8.06,,,,,,
,,2019 - 2020,,,,,,,"3,316.00","28,046.00",8.46,,,,,,
,,2020 - 2021,,,,,,,"3,957.00","38,383.00",9.7,,,,,,
