State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2019 - 2020,,,,"14,726.00","22,712.00",1.54,,,,,,,,,
,,2020 - 2021,,,,"14,737.00","22,803.33",1.55,,,,,,,,,
,,2021 - 2022,,,,"15,107.00","23,667.33",1.57,,,,,,,,,
,,2022 - 2023,,,,"14,475.00","23,848.60",1.65,,,,,,,,,
,13. Lower siang,2018 - 2019,,,,"5,428.00","8,189.30",1.51,,,,,,,,,
,,2019 - 2020,,,,"4,898.00","7,564.00",1.54,,,,,,,,,
,,2020 - 2021,,,,"4,909.00","7,655.33",1.56,,,,,,,,,
,,2021 - 2022,,,,"4,959.00","7,748.66",1.56,,,,,,,,,
,,2022 - 2023,,,,"4,989.00","7,836.00",1.57,,,,,,,,,
,14. Lower subansiri,2013 - 2014,,,,"8,373.00","14,792.00",1.77,,,,,,,,,
,,2014 - 2015,,,,"7,673.00","15,210.00",1.98,,,,,,,,,
,,2015 - 2016,,,,"7,767.00","15,399.00",1.98,,,,,,,,,
,,2016 - 2017,,,,"8,067.00","18,044.00",2.24,,,,,,,,,
,,2017 - 2018,,,,"8,115.00","18,206.00",2.24,,,,,,,,,
,,2018 - 2019,,,,"6,033.00","12,213.30",2.02,,,,,,,,,
,,2019 - 2020,,,,"6,047.00","12,429.00",2.06,,,,,,,,,
,,2020 - 2021,,,,"6,058.00","12,520.00",2.07,,,,,,,,,
,,2021 - 2022,,,,"6,208.00","12,755.33",2.05,,,,,,,,,
,,2022 - 2023,,,,"6,241.00","12,883.30",2.06,,,,,,,,,
,15. Namsai,2015 - 2016,,,,"6,983.00","14,667.00",2.1,,,,,,,,,
,,2016 - 2017,,,,"8,621.00","19,462.66",2.26,,,,,,,,,
,,2017 - 2018,,,,"8,669.00","19,624.66",2.26,,,,,,,,,
,,2018 - 2019,,,,"8,693.00","19,703.30",2.27,,,,,,,,,
,,2019 - 2020,,,,"8,707.00","19,919.00",2.29,,,,,,,,,
,,2020 - 2021,,,,"8,717.00","20,010.00",2.3,,,,,,,,,
,,2021 - 2022,,,,"8,897.00","20,166.67",2.27,,,,,,,,,
,,2022 - 2023,,,,"8,928.00","20,342.00",2.28,,,,,,,,,
,16. Pakke kessang,2019 - 2020,,,,"2,740.00","3,636.00",1.33,,,,,,,,,
,,2020 - 2021,,,,"2,751.00","3,726.66",1.35,,,,,,,,,
,,2021 - 2022,,,,"2,795.00","3,788.00",1.36,,,,,,,,,
,,2022 - 2023,,,,"2,845.00","3,874.60",1.36,,,,,,,,,
,17. Papum pare,2013 - 2014,,,,"12,025.00","22,686.00",1.89,,,,,,,,,
,,2014 - 2015,,,,"11,325.00","23,105.00",2.04,,,,,,,,,
,,2015 - 2016,,,,"11,325.00","23,317.00",2.06,,,,,,,,,
,,2016 - 2017,,,,"12,025.00","23,749.33",1.97,,,,,,,,,
,,2017 - 2018,,,,"12,073.00","23,911.33",1.98,,,,,,,,,
,,2018 - 2019,,,,"12,097.00","23,990.00",1.98,,,,,,,,,
,,2019 - 2020,,,,"12,111.00","24,206.00",2,,,,,,,,,
,,2020 - 2021,,,,"12,122.00","24,342.00",2.01,,,,,,,,,
,,2021 - 2022,,,,"12,322.00","24,742.00",2.01,,,,,,,,,
,,2022 - 2023,,,,"12,356.00","24,938.60",2.02,,,,,,,,,
,18. Shi yomi,2019 - 2020,,,,"2,679.00","4,327.00",1.62,,,,,,,,,
,,2020 - 2021,,,,"2,690.00","4,418.00",1.64,,,,,,,,,
,,2021 - 2022,,,,"2,720.00","4,511.33",1.66,,,,,,,,,
,,2022 - 2023,,,,"2,738.00","4,560.60",1.67,,,,,,,,,
,19. Siang,2015 - 2016,,,,"11,133.00","14,948.00",1.34,,,,,,,,,
,,2016 - 2017,,,,"7,601.00","11,581.33",1.52,,,,,,,,,
,,2017 - 2018,,,,"7,649.00","11,743.33",1.54,,,,,,,,,
,,2018 - 2019,,,,"7,673.00","16,679.30",2.17,,,,,,,,,
,,2019 - 2020,,,,"7,687.00","16,895.00",2.2,,,,,,,,,
,,2020 - 2021,,,,"7,694.00","16,992.67",2.21,,,,,,,,,
,,2021 - 2022,,,,"7,864.00","17,300.67",2.2,,,,,,,,,
,,2022 - 2023,,,,"7,895.00","16,942.00",2.15,,,,,,,,,
,20. Tawang,2013 - 2014,,,,835,879,1.05,,,,,,,,,
,,2014 - 2015,,,,835,"1,298.00",1.55,,,,,,,,,
,,2015 - 2016,,,,835,"1,298.00",1.55,,,,,,,,,
,,2016 - 2017,,,,835,"1,298.66",1.56,,,,,,,,,
,,2017 - 2018,,,,883,"1,460.66",1.65,,,,,,,,,
,,2018 - 2019,,,,907,"1,539.30",1.7,,,,,,,,,
,,2019 - 2020,,,,917,"1,750.00",1.91,,,,,,,,,
,,2020 - 2021,,,,928,"1,840.67",1.98,,,,,,,,,
,,2021 - 2022,,,,930,"1,841.33",1.98,,,,,,,,,
,,2022 - 2023,,,,949,"1,874.60",1.98,,,,,,,,,
,21. Tirap,2013 - 2014,,,,"2,280.00","1,976.00",0.87,,,,,,,,,
,,2014 - 2015,,,,"2,280.00","2,908.00",1.28,,,,,,,,,
,,2015 - 2016,,,,"2,374.00","3,333.00",1.4,,,,,,,,,
,,2016 - 2017,,,,"3,000.00","3,934.00",1.31,,,,,,,,,
,,2017 - 2018,,,,"3,048.00","4,096.00",1.34,,,,,,,,,
,,2018 - 2019,,,,"3,072.00","4,174.60",1.36,,,,,,,,,
,,2019 - 2020,,,,"3,086.00","4,390.00",1.42,,,,,,,,,
,,2020 - 2021,,,,"3,096.00","4,481.33",1.45,,,,,,,,,
,,2021 - 2022,,,,"3,146.00","4,562.00",1.45,,,,,,,,,
,,2022 - 2023,,,,"3,173.00","4,623.30",1.46,,,,,,,,,
,22. Upper siang,2013 - 2014,,,,"6,615.00","8,510.00",1.29,,,,,,,,,
,,2014 - 2015,,,,"6,615.00","8,794.00",1.33,,,,,,,,,
,,2015 - 2016,,,,"6,709.00","10,667.00",1.59,,,,,,,,,
,,2016 - 2017,,,,"6,668.00","12,669.33",1.9,,,,,,,,,
,,2017 - 2018,,,,"6,716.00","12,760.00",1.9,,,,,,,,,
,,2018 - 2019,,,,"6,740.00","12,838.60",1.9,,,,,,,,,
,,2019 - 2020,,,,"6,754.00","13,054.00",1.93,,,,,,,,,
,,2020 - 2021,,,,"6,765.00","13,145.33",1.94,,,,,,,,,
,,2021 - 2022,,,,"6,915.00","13,507.33",1.95,,,,,,,,,
,,2022 - 2023,,,,"6,944.00","13,636.60",1.96,,,,,,,,,
,23. Upper subansiri,2013 - 2014,,,,"5,062.00","9,280.00",1.83,,,,,,,,,
,,2014 - 2015,,,,"5,062.00","9,698.00",1.92,,,,,,,,,
,,2015 - 2016,,,,"5,156.00","9,797.00",1.9,,,,,,,,,
,,2016 - 2017,,,,"5,121.00","10,608.00",2.07,,,,,,,,,
,,2017 - 2018,,,,"5,169.00","10,770.00",2.08,,,,,,,,,
,,2018 - 2019,,,,"4,342.00","8,996.00",2.07,,,,,,,,,
,,2019 - 2020,,,,"4,356.00","9,212.00",2.11,,,,,,,,,
,,2020 - 2021,,,,"4,367.00","9,302.67",2.13,,,,,,,,,
,,2021 - 2022,,,,"4,467.00","9,380.66",2.1,,,,,,,,,
,,2022 - 2023,,,,"4,496.00","9,485.30",2.11,,,,,,,,,
,24. West kameng,2013 - 2014,,,,880,891,1.01,,,,,,,,,
,,2014 - 2015,,,,880,"1,256.00",1.43,,,,,,,,,
,,2015 - 2016,,,,880,"1,257.00",1.43,,,,,,,,,
,,2016 - 2017,,,,882,"1,256.66",1.42,,,,,,,,,
,,2017 - 2018,,,,930,"1,418.66",1.53,,,,,,,,,
,,2018 - 2019,,,,954,"1,497.30",1.57,,,,,,,,,
,,2019 - 2020,,,,964,"1,710.00",1.77,,,,,,,,,
,,2020 - 2021,,,,975,"1,800.67",1.85,,,,,,,,,
,,2021 - 2022,,,,980,"1,803.33",1.84,,,,,,,,,
,,2022 - 2023,,,,985,"1,819.30",1.85,,,,,,,,,
,25. West siang,2013 - 2014,,,,"25,561.00","24,801.00",0.97,,,,,,,,,
,,2014 - 2015,,,,"24,811.00","25,220.00",1.02,,,,,,,,,
,,2015 - 2016,,,,"18,702.00","22,000.00",1.18,,,,,,,,,
,,2016 - 2017,,,,"19,383.00","23,686.66",1.22,,,,,,,,,
,,2017 - 2018,,,,"19,431.00","29,686.66",1.53,,,,,,,,,
,,2018 - 2019,,,,"11,892.00","19,017.30",1.6,,,,,,,,,
,,2019 - 2020,,,,"6,250.00","10,097.00",1.62,,,,,,,,,
,,2020 - 2021,,,,"6,261.00","10,188.00",1.63,,,,,,,,,
,,2021 - 2022,,,,"6,411.00","10,680.67",1.67,,,,,,,,,
,,2022 - 2023,,,,"6,447.00","10,862.00",1.68,,,,,,,,,
4. Assam,1. Baksa,2013 - 2014,"10,200.00","16,672.00",1.63,,,,,,,"2,750.00","5,885.00",2.14,"85,730.00","1,61,484.00",1.88
,,2014 - 2015,"10,800.00","18,283.00",1.69,,,,,,,"3,050.00","6,509.00",2.13,"86,070.00","1,95,027.00",2.27
,,2015 - 2016,"10,100.00","20,727.00",2.05,,,,,,,"3,055.00","6,604.00",2.16,"86,070.00","1,80,035.00",2.09
,,2016 - 2017,"10,200.00","16,140.00",1.58,,,,,,,"3,015.00","5,922.00",1.96,"85,710.00","1,64,454.00",1.92
,,2017 - 2018,"10,200.00","15,840.00",1.55,,,,,,,"3,015.00","6,594.00",2.19,"85,950.00","1,99,536.00",2.32
,,2018 - 2019,"10,100.00","16,794.00",1.66,,,,,,,"3,002.00","7,342.00",2.45,"86,107.00","1,89,344.00",2.2
,,2019 - 2020,"10,120.00","17,176.00",1.7,,,,,,,"2,980.00","6,668.00",2.24,"86,100.00","1,75,719.00",2.04
,,2020 - 2021,"9,210.00","10,850.00",1.18,,,,,,,"2,870.00","6,453.00",2.25,"83,800.00","1,69,473.00",2.02
,,2021 - 2022,"9,080.00","11,053.00",1.22,,,,,,,"3,141.00","4,959.00",1.58,"83,695.00","1,90,182.00",2.27
,,2022 - 2023,"3,805.00","5,761.00",1.51,,,,,,,"2,930.00","7,780.00",2.66,"83,540.00","2,18,992.00",2.62
,2. Barpeta,2013 - 2014,"19,191.00","16,796.00",0.88,,,,,,,"47,877.00","1,58,072.00",3.3,"67,630.00","1,23,146.00",1.82
,,2014 - 2015,"17,551.00","18,634.00",1.06,,,,,,,"49,261.00","1,41,830.00",2.88,"69,154.00","1,02,046.00",1.48
,,2015 - 2016,"20,383.00","15,367.00",0.75,,,,,,,"48,652.00","1,28,652.00",2.64,"61,275.00","89,132.00",1.45
,,2016 - 2017,"14,510.00","17,157.00",1.18,,,,,,,"49,532.00","1,38,817.00",2.8,"65,750.00","1,09,347.00",1.66
,,2017 - 2018,"12,416.00","14,764.00",1.19,,,,,,,"50,201.00","1,91,924.00",3.82,"65,404.00","99,827.00",1.53
,,2018 - 2019,"6,643.00","7,736.00",1.16,,,,,,,"49,260.00","1,52,453.00",3.09,"58,105.00","1,12,857.00",1.94
,,2019 - 2020,"6,157.00","8,835.00",1.43,,,,,,,"49,934.00","1,48,990.00",2.98,"62,210.00","1,28,218.00",2.06
,,2020 - 2021,"5,248.00","7,507.00",1.43,,,,,,,"49,793.00","1,34,398.00",2.7,"58,961.00","1,24,360.00",2.11
,,2021 - 2022,"4,390.00","7,297.00",1.66,,,,,,,"46,671.00","1,49,203.00",3.2,"60,687.00","1,22,646.00",2.02
,,2022 - 2023,"1,864.00","3,404.00",1.83,,,,,,,"45,504.00","1,22,286.00",2.69,"59,438.00","1,74,658.00",2.94
,3. Biswanath,2020 - 2021,"4,042.00","6,585.00",1.63,,,,,,,"8,040.00","18,543.00",2.31,"55,681.00","1,00,900.00",1.81
,,2021 - 2022,"3,547.00","5,353.00",1.51,,,,,,,"6,649.00","13,962.00",2.1,"54,341.00","89,066.00",1.64
,,2022 - 2023,"2,772.00","5,371.00",1.94,,,,,,,"5,105.00","12,749.00",2.5,"52,150.00","1,34,902.00",2.59
,4. Bongaigaon,2013 - 2014,"11,021.00","17,595.00",1.6,,,,,,,"13,070.00","38,727.00",2.96,"32,690.00","66,164.00",2.02
,,2014 - 2015,"5,865.00","7,909.00",1.35,,,,,,,"11,685.00","38,969.00",3.33,"35,299.00","69,061.00",1.96
,,2015 - 2016,"5,204.00","4,983.00",0.96,,,,,,,"12,156.00","33,176.00",2.73,"34,825.00","55,971.00",1.61
,,2016 - 2017,"4,315.00","3,502.00",0.81,,,,,,,"18,158.00","49,611.00",2.73,"34,703.00","66,682.00",1.92
,,2017 - 2018,"4,263.00","3,471.00",0.81,,,,,,,"13,878.00","35,661.00",2.57,"34,971.00","68,307.00",1.95
,,2018 - 2019,"4,477.00","4,131.00",0.92,,,,,,,"14,597.00","36,915.00",2.53,"34,858.00","50,816.00",1.46
,,2019 - 2020,"3,897.00","3,493.00",0.9,,,,,,,"14,728.00","18,477.00",1.25,"36,390.00","61,491.00",1.69
,,2020 - 2021,"3,779.00","2,987.00",0.79,,,,,,,"14,401.00","29,045.00",2.02,"36,267.00","68,180.00",1.88
,,2021 - 2022,"3,772.00","3,993.00",1.06,,,,,,,"16,534.00","36,604.00",2.21,"40,967.00","75,146.00",1.83
,,2022 - 2023,"3,691.00","5,830.00",1.58,,,,,,,"16,495.00","52,057.00",3.16,"41,454.00","1,17,531.00",2.84
,5. Cachar,2013 - 2014,"6,430.00","10,288.00",1.6,,,,,,,"7,700.00","12,958.00",1.68,"82,347.00","1,53,041.00",1.86
,,2014 - 2015,"6,752.00","13,796.00",2.04,,,,,,,"8,235.00","16,088.00",1.95,"92,895.00","2,16,009.00",2.33
,,2015 - 2016,"8,406.00","15,387.00",1.83,,,,,,,"8,530.00","10,667.00",1.25,"91,140.00","1,95,175.00",2.14
,,2016 - 2017,"8,340.00","15,545.00",1.86,,,,,,,"8,732.00","4,450.00",0.51,"93,845.00","1,97,550.00",2.11
,,2017 - 2018,"8,346.00","14,962.00",1.79,,,,,,,"8,865.00","22,126.00",2.5,"93,835.00","1,39,554.00",1.49
,,2018 - 2019,"8,036.00","17,571.00",2.19,,,,,,,"8,856.00","22,624.00",2.55,"91,764.00","2,02,971.00",2.21
,,2019 - 2020,"8,148.00","14,853.00",1.82,,,,,,,"9,024.00","23,399.00",2.59,"91,651.00","2,08,553.00",2.28
,,2020 - 2021,"8,148.00","12,621.00",1.55,,,,,,,"9,082.00","35,634.00",3.92,"91,591.00","1,99,328.00",2.18
,,2021 - 2022,"7,911.00","12,316.00",1.56,,,,,,,"8,157.00","18,606.00",2.28,"90,261.00","2,08,147.00",2.31
,,2022 - 2023,"6,210.00","15,843.00",2.55,,,,,,,"4,291.00","11,384.00",2.65,"74,975.00","1,51,843.00",2.03
,6. Charaideo,2020 - 2021,13,21,1.62,,,,,,,29,82,2.83,"32,476.00","63,402.00",1.95
,,2021 - 2022,11,17,1.55,,,,,,,32,73,2.28,"33,300.00","57,828.00",1.74
,,2022 - 2023,15,23,1.53,,,,,,,74,219,2.96,"34,580.00","87,809.00",2.54
,7. Chirang,2013 - 2014,"8,879.00","11,707.00",1.32,,,,,,,"2,727.00","6,025.00",2.21,"35,250.00","58,207.00",1.65
,,2014 - 2015,"6,255.00","6,553.00",1.05,,,,,,,"3,413.00","8,114.00",2.38,"35,857.00","58,189.00",1.62
,,2015 - 2016,"5,307.00","5,741.00",1.08,,,,,,,"3,291.00","8,888.00",2.7,"36,021.00","61,780.00",1.72
,,2016 - 2017,"2,996.00","3,410.00",1.14,,,,,,,"3,327.00","7,050.00",2.12,"36,548.00","61,089.00",1.67
,,2017 - 2018,"2,106.00","2,418.00",1.15,,,,,,,"1,023.00","2,059.00",2.01,"38,175.00","66,345.00",1.74
,,2018 - 2019,"3,615.00","4,154.00",1.15,,,,,,,"2,547.00","4,421.00",1.74,"37,548.00","60,515.00",1.61
,,2019 - 2020,"2,500.00","2,721.00",1.09,,,,,,,"2,036.00","3,255.00",1.6,"38,141.00","68,629.00",1.8
,,2020 - 2021,"1,020.00","1,089.00",1.07,,,,,,,"1,148.00","1,721.00",1.5,"35,950.00","71,741.00",2
,,2021 - 2022,956,"1,406.00",1.47,,,,,,,"1,230.00","3,602.00",2.93,"35,464.00","58,700.00",1.66
,,2022 - 2023,898,"1,891.00",2.11,,,,,,,"1,219.00","3,665.00",3.01,"36,193.00","98,456.00",2.72
,8. Darrang,2013 - 2014,"3,616.00","4,050.00",1.12,,,,,,,"17,837.00","64,285.00",3.6,"48,236.00","92,981.00",1.93
,,2014 - 2015,"3,304.00","4,990.00",1.51,,,,,,,"17,356.00","65,241.00",3.76,"48,413.00","1,02,861.00",2.12
,,2015 - 2016,"2,072.00","2,795.00",1.35,,,,,,,"17,710.00","53,626.00",3.03,"50,172.00","1,11,440.00",2.22
,,2016 - 2017,"1,823.00","1,699.00",0.93,,,,,,,"17,101.00","58,280.00",3.41,"51,890.00","1,00,231.00",1.93
,,2017 - 2018,"1,686.00","1,742.00",1.03,,,,,,,"17,389.00","52,567.00",3.02,"53,378.00","1,09,518.00",2.05
,,2018 - 2019,"1,375.00","1,986.00",1.44,,,,,,,"16,791.00","58,752.00",3.5,"53,021.00","1,26,282.00",2.38
,,2019 - 2020,"1,328.00","1,798.00",1.35,,,,,,,"16,915.00","51,777.00",3.06,"53,358.00","1,40,225.00",2.63
,,2020 - 2021,"1,288.00","2,008.00",1.56,,,,,,,"16,749.00","55,355.00",3.3,"53,391.00","1,35,577.00",2.54
,,2021 - 2022,"1,311.00","3,385.00",2.58,,,,,,,"17,267.00","30,839.00",1.79,"53,363.00","1,17,583.00",2.2
,,2022 - 2023,"1,343.00","2,035.00",1.52,,,,,,,"17,282.00","52,071.00",3.01,"48,386.00","1,38,357.00",2.86
,9. Dhemaji,2013 - 2014,"9,630.00","14,723.00",1.53,,,,,,,"4,420.00","8,883.00",2.01,"68,300.00","1,05,539.00",1.55
,,2014 - 2015,"9,379.00","12,595.00",1.34,,,,,,,"8,500.00","12,823.00",1.51,"67,660.00","1,06,274.00",1.57
,,2015 - 2016,"9,540.00","14,957.00",1.57,,,,,,,"3,805.00","3,759.00",0.99,"67,225.00","98,686.00",1.47
,,2016 - 2017,"9,483.00","11,178.00",1.18,,,,,,,"4,145.00","3,777.00",0.91,"58,700.00","87,085.00",1.48
,,2017 - 2018,"6,876.00","7,419.00",1.08,,,,,,,"4,166.00","4,332.00",1.04,"58,444.00","1,00,406.00",1.72
,,2018 - 2019,"7,151.00","6,057.00",0.85,,,,,,,"4,183.00","4,546.00",1.09,"58,498.00","75,013.00",1.28
,,2019 - 2020,"6,846.00","6,588.00",0.96,,,,,,,"4,144.00","6,100.00",1.47,"57,980.00","73,522.00",1.27
,,2020 - 2021,"6,842.00","7,471.00",1.09,,,,,,,"3,927.00","7,897.00",2.01,"56,750.00","84,145.00",1.48
,,2021 - 2022,"6,863.00","9,941.00",1.45,,,,,,,"3,920.00","3,381.00",0.86,"57,125.00","90,485.00",1.58
,,2022 - 2023,"1,427.00","1,759.00",1.23,,,,,,,"3,957.00","7,986.00",2.02,"71,660.00","1,57,975.00",2.2
,10. Dhubri,2013 - 2014,"4,169.00","5,349.00",1.28,,,,,,,"47,295.00","1,67,391.00",3.54,"35,140.00","63,545.00",1.81
,,2014 - 2015,"4,075.00","3,852.00",0.95,,,,,,,"51,015.00","1,93,213.00",3.79,"30,968.00","39,396.00",1.27
,,2015 - 2016,"3,705.00","2,896.00",0.78,,,,,,,"46,739.00","1,67,277.00",3.58,"34,025.00","57,899.00",1.7
,,2016 - 2017,"3,982.00","4,568.00",1.15,,,,,,,"48,939.00","1,90,907.00",3.9,"33,377.00","68,195.00",2.04
,,2017 - 2018,"3,982.00","4,558.00",1.14,,,,,,,"48,897.00","1,48,049.00",3.03,"32,790.00","58,754.00",1.79
,,2018 - 2019,"3,888.00","2,666.00",0.69,,,,,,,"53,608.00","1,68,504.00",3.14,"34,677.00","62,493.00",1.8
,,2019 - 2020,392,593,1.51,,,,,,,"57,176.00","1,71,240.00",2.99,"41,320.00","86,177.00",2.09
,,2020 - 2021,51,81,1.59,,,,,,,"46,020.00","1,48,373.00",3.22,"32,300.00","68,064.00",2.11
,,2021 - 2022,51,81,1.59,,,,,,,"46,290.00","93,126.00",2.01,"32,300.00","52,904.00",1.64
,,2022 - 2023,40,62,1.55,,,,,,,"45,642.00","1,56,108.00",3.42,"32,815.00","87,380.00",2.66
,11. Dibrugarh,2013 - 2014,188,325,1.73,,,,,,,403,"1,201.00",2.98,"77,479.00","1,46,528.00",1.89
,,2014 - 2015,333,477,1.43,,,,,,,"1,256.00","3,693.00",2.94,"73,139.00","1,24,921.00",1.71
,,2015 - 2016,"2,817.00","3,781.00",1.34,,,,,,,688,"1,939.00",2.82,"75,837.00","1,47,680.00",1.95
,,2016 - 2017,287,589,2.05,,,,,,,680,"1,591.00",2.34,"72,762.00","1,40,619.00",1.93
,,2017 - 2018,234,317,1.35,,,,,,,875,"2,603.00",2.97,"77,496.00","1,60,988.00",2.08
,,2018 - 2019,234,506,2.16,,,,,,,632,"1,806.00",2.86,"77,496.00","1,45,798.00",1.88
,,2019 - 2020,172,137,0.8,,,,,,,668,"1,732.00",2.59,"75,316.00","1,35,983.00",1.81
,,2020 - 2021,172,268,1.56,,,,,,,667,"1,881.00",2.82,"75,308.00","1,63,859.00",2.18
,,2021 - 2022,142,221,1.56,,,,,,,667,"1,521.00",2.28,"78,382.00","1,18,743.00",1.51
,,2022 - 2023,116,175,1.51,,,,,,,627,"1,859.00",2.96,"77,397.00","2,13,842.00",2.76
,12. Dima hasao,2013 - 2014,"6,670.00","11,477.00",1.72,,,,,,,28,83,2.96,"9,125.00","20,277.00",2.22
,,2014 - 2015,"5,607.00","10,300.00",1.84,,,,,,,,,,"9,093.00","24,211.00",2.66
,,2015 - 2016,"5,521.00","9,904.00",1.79,,,,,,,,,,"9,093.00","21,927.00",2.41
,,2016 - 2017,"5,932.00","10,956.00",1.85,,,,,,,,,,"9,103.00","20,747.00",2.28
,,2017 - 2018,"4,695.00","8,653.00",1.84,,,,,,,,,,"9,096.00","22,436.00",2.47
,,2018 - 2019,"4,651.00","9,387.00",2.02,,,,,,,,,,"9,137.00","20,403.00",2.23
,,2019 - 2020,"5,093.00","9,443.00",1.85,,,,,,,,,,"9,365.00","21,928.00",2.34
,,2020 - 2021,"5,060.00","10,954.00",2.16,,,,,,,,,,"9,500.00","23,582.00",2.48
,,2021 - 2022,"5,166.00","9,393.00",1.82,,,,,,,,,,"9,154.00","20,162.00",2.2
,,2022 - 2023,"6,052.00","9,165.00",1.51,,,,,,,,,,"9,510.00","25,984.00",2.73
,13. Goalpara,2013 - 2014,"8,624.00","9,625.00",1.12,,,,,,,"25,290.00","82,243.00",3.25,"49,245.00","1,16,414.00",2.36
,,2014 - 2015,"8,062.00","7,552.00",0.94,,,,,,,"25,434.00","81,058.00",3.19,"50,772.00","1,05,221.00",2.07
,,2015 - 2016,"6,786.00","8,413.00",1.24,,,,,,,"26,775.00","70,525.00",2.63,"51,655.00","1,08,985.00",2.11
,,2016 - 2017,"3,430.00","3,132.00",0.91,,,,,,,"27,073.00","77,456.00",2.86,"51,755.00","1,07,821.00",2.08
,,2017 - 2018,"4,150.00","3,827.00",0.92,,,,,,,"27,821.00","94,731.00",3.41,"51,755.00","1,23,777.00",2.39
,,2018 - 2019,"4,254.00","4,588.00",1.08,,,,,,,"27,859.00","98,565.00",3.54,"47,067.00","1,12,657.00",2.39
,,2019 - 2020,"3,143.00","4,772.00",1.52,,,,,,,"27,258.00","59,613.00",2.19,"50,192.00","1,28,937.00",2.57
,,2020 - 2021,"1,349.00","2,253.00",1.67,,,,,,,"26,772.00","72,418.00",2.7,"47,850.00","1,10,572.00",2.31
,,2021 - 2022,"1,228.00","1,911.00",1.56,,,,,,,"26,863.00","58,561.00",2.18,"47,847.00","95,530.00",2
,,2022 - 2023,"1,032.00","1,240.00",1.2,,,,,,,"27,684.00","78,318.00",2.83,"47,702.00","1,45,845.00",3.06
,14. Golaghat,2013 - 2014,"1,915.00","4,432.00",2.31,,,,,,,"4,838.00","11,716.00",2.42,"1,17,398.00","2,78,929.00",2.38
,,2014 - 2015,"1,798.00","3,411.00",1.9,,,,,,,"7,663.00","16,840.00",2.2,"1,14,163.00","2,56,004.00",2.24
,,2015 - 2016,"1,773.00","2,166.00",1.22,,,,,,,"5,629.00","10,661.00",1.89,"1,14,170.00","2,51,321.00",2.2
,,2016 - 2017,"1,775.00","1,739.00",0.98,,,,,,,"5,622.00","11,624.00",2.07,"1,15,977.00","2,38,462.00",2.06
,,2017 - 2018,"1,773.00","3,212.00",1.81,,,,,,,"5,619.00","12,463.00",2.22,"1,15,903.00","2,54,893.00",2.2
,,2018 - 2019,"1,771.00","2,734.00",1.54,,,,,,,"4,809.00","9,488.00",1.97,"1,15,351.00","2,56,465.00",2.22
,,2019 - 2020,"1,764.00","2,554.00",1.45,,,,,,,"4,698.00","12,182.00",2.59,"1,15,888.00","2,56,690.00",2.21
,,2020 - 2021,"1,761.00","2,747.00",1.56,,,,,,,"4,140.00","10,109.00",2.44,"1,15,714.00","2,40,700.00",2.08
,,2021 - 2022,"1,925.00","2,998.00",1.56,,,,,,,"5,247.00","14,084.00",2.68,"1,15,970.00","1,07,547.00",0.93
,,2022 - 2023,"1,921.00","2,910.00",1.51,,,,,,,"4,407.00","12,996.00",2.95,"1,17,867.00","3,27,436.00",2.78
,15. Hailakandi,2013 - 2014,"3,090.00","3,287.00",1.06,,,,,,,"2,035.00","3,596.00",1.77,"41,550.00","1,06,983.00",2.57
,,2014 - 2015,"1,973.00","5,173.00",2.62,,,,,,,"2,120.00","3,744.00",1.77,"41,250.00","1,17,383.00",2.85
,,2015 - 2016,"2,025.00","5,293.00",2.61,,,,,,,"2,080.00","3,927.00",1.89,"41,185.00","98,213.00",2.38
,,2016 - 2017,"2,010.00","4,751.00",2.36,,,,,,,"2,078.00","5,081.00",2.45,"41,010.00","91,091.00",2.22
,,2017 - 2018,"1,930.00","3,937.00",2.04,,,,,,,"1,900.00","3,823.00",2.01,"41,040.00","89,135.00",2.17
,,2018 - 2019,"2,020.00","4,924.00",2.44,,,,,,,"1,850.00","4,113.00",2.22,"41,020.00","97,336.00",2.37
,,2019 - 2020,"1,950.00","3,825.00",1.96,,,,,,,"1,943.00","5,038.00",2.59,"40,040.00","1,12,007.00",2.8
,,2020 - 2021,"1,950.00","4,377.00",2.24,,,,,,,"1,502.00","3,288.00",2.19,"40,650.00","1,02,623.00",2.52
,,2021 - 2022,"1,350.00","2,997.00",2.22,,,,,,,"1,352.00","3,329.00",2.46,"40,650.00","66,106.00",1.63
,,2022 - 2023,"1,215.00","1,841.00",1.52,,,,,,,"1,217.00","2,524.00",2.07,"39,875.00","1,11,075.00",2.79
,16. Hojai,2020 - 2021,"1,995.00","5,155.00",2.58,,,,,,,"6,600.00","18,612.00",2.82,"56,500.00","1,67,126.00",2.96
,,2021 - 2022,"2,057.00","3,202.00",1.56,,,,,,,"6,635.00","18,956.00",2.86,"56,500.00","1,28,113.00",2.27
,,2022 - 2023,"1,500.00","3,362.00",2.24,,,,,,,"6,635.00","21,059.00",3.17,"56,000.00","1,94,108.00",3.47
,17. Jorhat,2013 - 2014,"3,267.00","3,282.00",1,,,,,,,"4,663.00","7,233.00",1.55,"86,181.00","1,78,210.00",2.07
